match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_dispossessed,stat_keyPass,player_firstName,player_lastName,stat_errorLeadToAGoal,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_fouls,captain,stat_blockedScoringAttempt,player_sofascoreId,stat_hitWoodwork,stat_totalOffside,stat_goalAssist,stat_goodHighClaim,stat_errorLeadToAShot
11352543,home,Brentford,Mark Flekken,mark-flekken,M. Flekken,G,1,194,2856,M,171919,EUR,739929600,G,1,1,False,53.0,41.0,24.0,13.0,34.0,37.0,7.0,16.0,1.0,1.0,1.0,1.0,1.0,7.0,3.0,3.0,1.0,90.0,61.0,7.0,13.0,0.0,0.0,0.00263263,0,0.0499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352543,home,Brentford,Aaron Hickey,hickey-aaron,A. Hickey,D,2,185,842,M,966869,EUR,1023667200,D,2,2,False,38.0,35.0,2.0,1.0,23.0,24.0,12.0,14.0,2.0,1.0,12.0,,2.0,5.0,,,,82.0,62.0,7.0,9.0,0.0293,0.0,0.0168427,1,,3.0,2.0,1.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
11352543,home,Brentford,Ethan Pinnock,ethan-pinnock,E. Pinnock,D,5,194,1052,M,855864,EUR,738633600,D,5,5,False,67.0,61.0,3.0,2.0,46.0,47.0,15.0,20.0,6.0,4.0,8.0,2.0,5.0,5.0,,,,90.0,78.0,6.8,6.0,0.3301,0.0,0.012555,1,,,,1.0,2.0,1.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352543,home,Brentford,Ben Mee,ben-mee,B. Mee,D,15,180,577,M,137774,EUR,622339200,D,16,16,False,42.0,33.0,8.0,2.0,26.0,27.0,7.0,16.0,1.0,4.0,3.0,1.0,3.0,4.0,,,,81.0,54.0,6.5,12.0,0.0,0.0,0.155771,0,,,,,2.0,2.0,,,1.0,,1.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11352543,home,Brentford,Rico Henry,rico-henry,R. Henry,D,3,175,712,M,599128,EUR,868320000,D,3,3,False,40.0,37.0,,,19.0,20.0,18.0,22.0,,3.0,4.0,,,7.0,,,,90.0,59.0,6.4,8.0,0.017,0.0,0.0249009,1,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,2.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,
11352543,home,Brentford,Mathias Jensen,mathias-jensen,M. Jensen,M,8,180,1047,M,799251,EUR,820454400,M,8,8,False,40.0,31.0,6.0,1.0,21.0,21.0,12.0,23.0,1.0,3.0,4.0,,1.0,3.0,,,,81.0,63.0,7.6,18.0,0.0361,0.0747,0.361456,1,,1.0,,,3.0,1.0,2.0,,,,,,4.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,
11352543,home,Brentford,Christian Nørgaard,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,6,6,False,62.0,53.0,5.0,4.0,30.0,34.0,24.0,30.0,1.0,2.0,6.0,,,9.0,,,,90.0,78.0,8.0,11.0,0.137,0.0701,0.258575,2,,,,1.0,5.0,3.0,,,1.0,,,2.0,2.0,1.0,2.0,,,,1.0,1.0,1.0,,,True,,,,,,,
11352543,home,Brentford,Vitaly Janelt,vitaly-janelt,V. Janelt,M,27,184,1191,M,814873,EUR,894758400,M,27,27,False,23.0,20.0,3.0,1.0,15.0,15.0,5.0,8.0,,,,,2.0,6.0,,,,71.0,32.0,6.7,5.0,0.1752,0.0252,0.00163359,2,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,
11352543,home,Brentford,Bryan Mbeumo,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,927083,EUR,933984000,F,19,19,False,28.0,22.0,2.0,2.0,7.0,8.0,20.0,30.0,1.0,10.0,4.0,1.0,,3.0,,,,90.0,50.0,7.3,17.0,0.8038,0.7509,0.391376,2,,3.0,,1.0,1.0,1.0,1.0,2.0,3.0,1.0,,,10.0,2.0,2.0,,,,5.0,,1.0,1.0,1.0,,,bryan_m19,,,,,
11352543,home,Brentford,Yoane Wissa,yoane-wissa,Y. Wissa,F,9,176,50158,M,805123,EUR,841708800,F,11,11,False,13.0,11.0,,,5.0,5.0,6.0,8.0,2.0,4.0,4.0,2.0,,1.0,,,,90.0,29.0,7.0,10.0,0.3868,0.0,0.0147496,3,,,,2.0,1.0,1.0,8.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,yowissa,1.0,1.0,,,
