match_id,text,homeScore,awayScore,isLive,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,periodTimeSeconds,incidentType,playerName,reason,rescinded,id,isHome,incidentClass,player_id,player_name,confirmed,injury,length,description,from
14083630,FT,4.0,1.0,False,90,999.0,5400.0,1,0.0,2700.0,period,,,,,,,,,,,,,
14083630,,,,,90,8.0,,1,,,card,Nemanja Gudelj,Time wasting,False,124012977.0,True,yellow,68332.0,Nemanja Gudelj,,,,,
14083630,,,,,90,7.0,,1,,,card,Akor Adams,,False,124012975.0,True,yellow,946381.0,Akor Adams,,,,,
14083630,,4.0,1.0,,90,6.0,,1,,,goal,,,,323934863.0,True,regular,946381.0,Akor Adams,,,,,
14083630,,,,,90,5.0,,1,,,card,Peque Fernández,Foul,False,124012946.0,True,yellow,997033.0,Peque Fernández,,,,,
14083630,,,,,90,4.0,,1,,,varDecision,,,,85823.0,True,redCardGiven,997033.0,Peque Fernández,False,,,,
14083630,,,,,90,3.0,,1,,,substitution,,,,124694727.0,True,regular,,,,False,,,
14083630,,3.0,1.0,,90,,,1,,,goal,,,,323933614.0,True,regular,1015240.0,José Ángel Carmona,,,,,
14083630,,,,,90,0.0,,1,,,injuryTime,,,,,,,,,,,8.0,,
14083630,,,,,88,,,3,,,substitution,,,,124694638.0,False,regular,,,,False,,,
14083630,,,,,84,,,7,,,card,Marcus Rashford,Foul,False,124012791.0,False,yellow,814590.0,Marcus Rashford,,,,,
14083630,,,,,81,,,10,,,card,Lucien Agoumé,Foul,False,124012739.0,True,yellow,960006.0,Lucien Agoumé,,,,,
14083630,,,,,76,,,15,,,inGamePenalty,,offTarget,,118569365.0,False,missed,41789.0,Robert Lewandowski,,,,Off target,
14083630,,,,,74,,,17,,,card,Adnan Januzaj,Foul,False,124012656.0,True,yellow,328145.0,Adnan Januzaj,,,,,
14083630,,,,,73,,,18,,,substitution,,,,124694381.0,True,regular,,,,False,,,
14083630,,,,,73,,,18,,,substitution,,,,124694331.0,True,regular,,,,False,,,
14083630,,,,,69,,,22,,,substitution,,,,124694271.0,False,regular,,,,False,,,
14083630,,,,,61,,,30,,,substitution,,,,124694121.0,True,regular,,,,False,,,
14083630,,,,,61,,,30,,,substitution,,,,124694095.0,True,regular,,,,False,,,
14083630,,,,,50,,,41,,,card,Isaac Romero,Foul,False,124012296.0,True,yellow,1018190.0,Isaac Romero,,,,,
14083630,,,,,46,,,45,,,substitution,,,,124693779.0,False,regular,,,,False,,,
14083630,,,,,46,,,45,,,substitution,,,,124693770.0,False,regular,,,,False,,,
14083630,HT,2.0,1.0,False,45,999.0,2700.0,1,0.0,2700.0,period,,,,,,,,,,,,,
14083630,,2.0,1.0,,45,7.0,,1,,,goal,,,,323924831.0,False,regular,814590.0,Marcus Rashford,,,,,
14083630,,,,,45,0.0,,1,,,injuryTime,,,,,,,,,,,6.0,,
14083630,,,,,38,,,8,,,card,Frenkie de Jong,Argument,False,124011722.0,False,yellow,795222.0,Frenkie de Jong,,,,,
14083630,,2.0,0.0,,37,,,9,,,goal,,,,323922768.0,True,regular,1018190.0,Isaac Romero,,,,,
14083630,,,,,21,,,25,,,card,Ferran Torres,Foul,False,124011455.0,False,yellow,855833.0,Ferran Torres,,,,,
14083630,,,,,20,,,26,,,card,Marcão,Foul,False,124011444.0,True,yellow,840951.0,Marcão,,,,,
14083630,,,,,16,,,30,,,card,Gerard Martín,Foul,False,124011389.0,False,yellow,1094827.0,Gerard Martín,,,,,
14083630,,1.0,0.0,,13,,,33,,,goal,,,,323919616.0,True,penalty,34120.0,Alexis Sánchez,,,,,penalty
14083630,,,,,11,,,35,,,varDecision,,,,85120.0,True,penaltyAwarded,1018190.0,Isaac Romero,False,,,,
14083630,,,,,-5,,,6,,,card,Ronald Araújo,Argument,False,124013084.0,False,yellow,925097.0,Ronald Araújo,,,,,
