match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,captain,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_wasFouled,stat_blockedScoringAttempt,stat_penaltyWon,stat_goalAssist,stat_clearanceOffLine,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_lastManTackle,stat_penaltyConceded
11396382,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,31.0,26.0,3.0,2.0,12.0,14.0,15.0,21.0,3.0,4.0,1.0,2.0,,,,,,89.0,43.0,7.4,9.0,0.0553256,4,,1.0,,,,,,,,,,4.0,,1.0,,1.0,1.0327,2.0,,,1.0,,1.0,,,,,,3.0,1.0,1.6862,1.0,,,,,
11396382,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,True,11.0,9.0,,,5.0,5.0,4.0,6.0,,1.0,,4.0,,,,,,24.0,14.0,6.5,3.0,0.00116639,0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,home,SV Werder Bremen,Justin Njinmah,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,F,17,17,True,2.0,1.0,,,,1.0,1.0,1.0,,2.0,,1.0,,,,,,8.0,5.0,6.9,1.0,0.0574105,1,,,,,,,,,,,,,,2.0,2.0,,0.0933,,,,,,,,,,,,1.0,,0.0499,,1.0,,,,
11396382,home,SV Werder Bremen,Nick Woltemade,nick-woltemade,N. Woltemade,F,27,198,55679,M,980623,EUR,1013644800,F,29,29,True,2.0,,,,,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,2.0,,2.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,home,SV Werder Bremen,Eduardo Dos Santos Haesler,eduardo-dos-santos-haesler,E. D. S. Haesler,G,13,195,49,M,939692,EUR,918604800,G,38,38,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,home,SV Werder Bremen,Amos Pieper,amos-pieper,A. Pieper,D,5,191,299,M,851254,EUR,884995200,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,home,SV Werder Bremen,Niklas Stark,niklas-stark,N. Stark,D,4,190,247,M,229544,EUR,797817600,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,home,SV Werder Bremen,Nicolai Rapp,nicolai-rapp,N. Rapp,M,6,185,55,M,787931,EUR,850435200,M,23,23,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,home,SV Werder Bremen,Dawid Kownacki,dawid-kownacki,D. Kownacki,F,9,186,2579,M,286103,EUR,858297600,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,24.0,19.0,6.0,1.0,19.0,22.0,,2.0,,,,3.0,,3.0,,,,90.0,28.0,6.7,5.0,4.391e-05,0,0.2273,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,
11396382,away,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,71.0,64.0,4.0,1.0,32.0,32.0,32.0,40.0,,1.0,1.0,8.0,,,,,,90.0,82.0,7.4,9.0,0.401274,1,,4.0,1.0,,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,1.0,,1.0,0.084,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,
11396382,away,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,63.0,53.0,5.0,1.0,33.0,38.0,20.0,25.0,3.0,4.0,2.0,9.0,,,,,,90.0,71.0,6.7,10.0,0.00476243,0,,3.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,pachowilliam,,,,,,,,,
11396382,away,Eintracht Frankfurt,Hrvoje Smolčić,hrvoje-smolcic,H. Smolčić,D,6,181,722,M,974582,EUR,966470400,D,5,5,False,80.0,69.0,7.0,4.0,51.0,57.0,18.0,23.0,3.0,6.0,2.0,10.0,,,,,,90.0,91.0,7.5,11.0,0.00877562,2,,6.0,,,5.0,,3.0,2.0,,,1.0,,,1.0,1.0,1.0,0.9445,1.0,,,,,,,,,,,1.0,1.0,0.9739,,,,,,
11396382,away,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,M,24,24,False,33.0,25.0,,,7.0,10.0,18.0,24.0,1.0,2.0,,1.0,,,,,,45.0,39.0,6.8,11.0,0.0461579,0,,1.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,
11396382,away,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,52.0,49.0,6.0,6.0,22.0,23.0,27.0,29.0,1.0,4.0,1.0,8.0,,,,,,90.0,59.0,7.1,4.0,0.045111,0,,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,1.0,Hugo Larsson,,,,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,64.0,59.0,9.0,7.0,25.0,25.0,34.0,39.0,,3.0,2.0,10.0,,,,,,90.0,79.0,7.6,8.0,0.0780035,2,,4.0,,,2.0,,1.0,3.0,1.0,1.0,,,1.0,1.0,,1.0,0.3272,2.0,,,,,,,,,,ellyes_skhiri,1.0,1.0,0.1896,1.0,1.0,,,,
11396382,away,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,M,31,31,False,34.0,30.0,3.0,1.0,16.0,16.0,14.0,20.0,,3.0,,5.0,,,,,,56.0,47.0,6.6,6.0,0.0162122,0,,4.0,2.0,,1.0,,,3.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,F,8,8,False,29.0,23.0,,,9.0,10.0,14.0,22.0,,1.0,,1.0,,,,,,45.0,38.0,6.9,12.0,0.0511457,1,,,,,,,,,,1.0,,3.0,,1.0,1.0,,0.0211,,,,,,,,,,,fareschaibi28,1.0,,0.148,,,,,,
11396382,away,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,F,36,36,False,17.0,13.0,1.0,,4.0,4.0,9.0,13.0,,3.0,,3.0,,,,,,64.0,24.0,6.1,5.0,0.0175225,2,,2.0,,,1.0,,,1.0,1.0,1.0,1.0,,,1.0,1.0,1.0,0.2608,,,,,,1.0,1.0,,,,,,,,1.0,,,,,1.0
11396382,away,Eintracht Frankfurt,Omar Marmoush,omar-marmoush,O. Marmoush,F,7,183,196340,M,873554,EUR,918345600,F,7,7,False,17.0,14.0,,,6.0,6.0,11.0,17.0,,4.0,,2.0,,,,,,89.0,39.0,7.4,12.0,0.263692,3,,5.0,,,1.0,,,1.0,,3.0,2.0,6.0,,4.0,2.0,,0.2689,4.0,,,3.0,1.0,1.0,3.0,,1.0,,OMarmoush,,,,,,,,,
11396382,away,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,True,18.0,14.0,1.0,,4.0,6.0,10.0,12.0,,,,4.0,,,,,,45.0,25.0,6.9,6.0,0.0407869,1,,,,,,,,,,2.0,,,,,,,0.0549,1.0,,,,,,,,,,MarioGotze,1.0,,,,,,,,
11396382,away,Eintracht Frankfurt,Junior Dina Ebimbe,junior-dina-ebimbe,J. D. Ebimbe,M,7,183,2059,M,904994,EUR,974764800,M,26,26,True,17.0,14.0,1.0,1.0,2.0,3.0,13.0,16.0,,4.0,,1.0,,,,,,45.0,44.0,6.8,13.0,0.296199,1,,7.0,,,1.0,,,,,3.0,1.0,2.0,1.0,8.0,4.0,1.0,0.037,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Niels Nkounkou,nkounkou-niels,N. Nkounkou,D,25,184,549,M,941179,EUR,973036800,D,29,29,True,20.0,15.0,2.0,1.0,8.0,8.0,8.0,15.0,,4.0,,4.0,,,,,,34.0,36.0,6.9,9.0,0.0770205,1,,5.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,3.0,,5.0,3.0,1.0,0.0136,2.0,,,1.0,,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Jens Petter Hauge,jens-petter-hauge,J. P. Hauge,F,10,184,3970,M,838805,EUR,939686400,F,23,23,True,10.0,6.0,2.0,,,2.0,6.0,8.0,1.0,2.0,,,,,,,,26.0,14.0,6.4,5.0,0.0117226,0,,4.0,3.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Nacho Ferri,nacho-ferri,N. Ferri,F,90,192,459,M,1196903,EUR,1096934400,F,48,48,True,,,,,,,,,,,,,,,,,,1.0,,,,,0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Jens Grahl,jens-grahl,J. Grahl,G,33,193,154,M,27214,EUR,590889600,G,33,33,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Makoto Hasebe,makoto-hasebe,M. Hasebe,D,,180,533,M,24397,EUR,443232000,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Timothy Chandler,timothy-chandler,T. Chandler,M,22,186,267,M,40239,EUR,638668800,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396382,away,Eintracht Frankfurt,Paxten Aaronson,paxten-aaronson,P. Aaronson,M,31,175,898,M,1035515,EUR,1061856000,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Paxten Aaronson,,,,,,,,,,,,,,,,,,
