match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,player_sofascoreId,stat_shotOffTarget,stat_totalContest,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,captain,stat_goalAssist,stat_wonContest,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_lastManTackle,stat_errorLeadToAShot,stat_ownGoals
10408620,home,Rayo Vallecano,Stole Dimitrievski,,,stole-dimitrievski,S. Dimitrievski,G,1,188,843,M,97951,EUR,756777600,G,1,1,False,29.0,8.0,26.0,5.0,4.0,5.0,4.0,24.0,3.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,36.0,6.2,21.0,0.0,0.0,0.00050962,0,0.8491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408620,home,Rayo Vallecano,Iván Balliu,,,ivan-balliu,I. Balliu,D,20,175,688,M,152446,EUR,694224000,D,20,20,False,21.0,15.0,3.0,2.0,5.0,8.0,11.0,17.0,5.0,5.0,,,,,,,,90.0,52.0,6.9,10.0,0.0,0.0,0.177501,0,,4.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10408620,home,Rayo Vallecano,Florian Lejeune,,,florian-lejeune,F. Lejeune,D,24,190,1047,M,88528,EUR,674697600,D,19,19,False,23.0,18.0,8.0,4.0,10.0,11.0,8.0,12.0,4.0,7.0,,,,,,,,90.0,30.0,6.5,5.0,0.0,0.0,0.00704669,0,,,,,5.0,,2.0,,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
10408620,home,Rayo Vallecano,Alejandro Catena,,,alejandro-catena,A. Catena,D,24,194,940,M,900792,EUR,783302400,D,5,5,False,33.0,26.0,11.0,7.0,15.0,17.0,11.0,16.0,1.0,4.0,,,,,,,,90.0,40.0,7.3,7.0,0.0,0.0,0.0629305,0,,,,1.0,1.0,2.0,,1.0,1.0,,,1.0,1.0,,1.0,3.0,,,,,,,,,,,,,,,,,
10408620,home,Rayo Vallecano,Fran García,,,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,3,3,False,27.0,22.0,2.0,,6.0,7.0,17.0,24.0,1.0,2.0,,,,,,,,90.0,49.0,6.1,9.0,0.0119,0.0,0.0238626,1,,4.0,1.0,,6.0,,4.0,,,,,2.0,1.0,,,2.0,frangarci11,1.0,,,,,,,,,,,,,,,
10408620,home,Rayo Vallecano,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187,1066,M,843678,EUR,844473600,M,6,6,False,15.0,15.0,,,5.0,5.0,10.0,10.0,,1.0,,,,,,,,69.0,26.0,6.4,4.0,0.0,0.0,0.0131418,0,,,,,6.0,1.0,1.0,,1.0,1.0,,3.0,,1.0,,2.0,,,1.0,3.0,,,,,,,,,,,,,
10408620,home,Rayo Vallecano,Óscar Valentín,,,oscar-valentin,Ó. Valentín,M,23,177,443,M,900008,EUR,777340800,M,23,23,False,33.0,28.0,5.0,3.0,12.0,13.0,16.0,20.0,,4.0,,,,,,,,87.0,52.0,7.0,9.0,0.0321,0.0,0.0110022,1,,,,1.0,12.0,9.0,5.0,,7.0,2.0,1.0,4.0,,1.0,2.0,2.0,,1.0,1.0,2.0,1.0,,,,,,,,,,,,
10408620,home,Rayo Vallecano,Isi Palazón,,,isi-palazon,I. Palazón,M,7,169,2151,M,899982,EUR,788486400,M,7,7,False,15.0,12.0,4.0,2.0,3.0,4.0,11.0,19.0,,2.0,,,,,,,,76.0,35.0,7.3,16.0,0.159,0.2936,0.14542,2,,8.0,2.0,1.0,6.0,2.0,1.0,,1.0,,,,1.0,3.0,,1.0,,,1.0,5.0,1.0,1.0,1.0,1.0,,,,,,,,,
10408620,home,Rayo Vallecano,Óscar Trejo,,,oscar-trejo,Ó. Trejo,M,8,177,550,M,21949,EUR,578016000,M,8,8,False,19.0,11.0,3.0,,5.0,5.0,6.0,17.0,,1.0,,,,,,,,76.0,46.0,7.6,16.0,0.4126,0.7827,0.0956828,1,,3.0,,2.0,8.0,11.0,,1.0,1.0,1.0,3.0,2.0,1.0,4.0,,,,,6.0,3.0,1.0,1.0,,,True,1.0,5.0,1.0,,,,,
10408620,home,Rayo Vallecano,Álvaro García,,,alvaro-garcia,Á. García,M,18,168,1132,M,345111,EUR,720144000,M,18,18,False,26.0,16.0,5.0,2.0,3.0,4.0,14.0,27.0,,11.0,,,,,,,,90.0,53.0,6.6,22.0,0.2857,0.0704,0.105887,2,,5.0,1.0,,10.0,4.0,,,1.0,1.0,2.0,5.0,2.0,,1.0,,,1.0,6.0,2.0,1.0,1.0,,,,,1.0,,,,,,
