match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_challengeLost,stat_totalContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_wonContest,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_bigChanceCreated,captain,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_lastManTackle
12514211,home,Sporting CP,Rui Silva,Rui,Silva,rui-silva,R. Silva,G,1,191,3299,M,253809,EUR,760579200,G,24,24,False,14.0,12.0,4.0,2.0,0.0,11.0,12.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,90.0,20.0,7.0,2.0,0.00010654,0,0.7451,,,,,,,,,,,,,,,,,,,,,,,,,,,
12514211,home,Sporting CP,Iván Fresneda,,,ivan-fresneda,I. Fresneda,D,22,183,1941,M,1167818,EUR,1096243200,D,22,22,False,52.0,42.0,1.0,,0.0,19.0,21.0,23.0,34.0,4.0,,10.0,5.0,,5.0,1.0,,,90.0,82.0,6.7,18.0,0.0342374,1,,3.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,0.2547,0.3644,,,,,,,,,,,,,,,
12514211,home,Sporting CP,Ousmane Diomande,Ousmane,Diomande,diomande-ousmane,O. Diomande,D,26,190,4976,M,1394342,EUR,1070496000,D,26,26,False,95.0,88.0,2.0,1.0,0.0,35.0,38.0,53.0,57.0,2.0,3.0,3.0,6.0,2.0,12.0,,,,90.0,103.0,7.7,7.0,0.0386742,0,,,,1.0,,,2.0,2.0,1.0,,1.0,,,ousdiomande,1.0,2.0,,,,,,,,,,,,
12514211,home,Sporting CP,Gonçalo Inácio,Gonçalo,Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,93.0,87.0,4.0,3.0,0.0,32.0,37.0,55.0,56.0,4.0,,5.0,1.0,1.0,2.0,,,,90.0,104.0,7.7,8.0,0.0312523,2,,,,,,1.0,1.0,1.0,1.0,,,0.1383,0.1477,goncaloinacio_25,,1.0,1.0,1.0,1.0,,,,,,,,,
12514211,home,Sporting CP,Maximiliano Araújo,Maximiliano,Araújo,maximiliano-araujo,M. Araújo,M,20,179,3576,M,929193,EUR,950572800,D,20,20,False,45.0,36.0,2.0,1.0,0.0,12.0,12.0,25.0,37.0,,,10.0,3.0,1.0,7.0,1.0,,,89.0,70.0,6.9,20.0,0.29381,0,,4.0,1.0,4.0,,,1.0,2.0,1.0,1.0,3.0,,,,,1.0,2.0,,,1.0,1.0,,,,,,,
12514211,home,Sporting CP,Morten Hjulmand,Morten,Hjulmand,hjulmand-morten,M. Hjulmand,M,42,185,4443,M,859917,EUR,930268800,M,42,42,False,61.0,57.0,2.0,1.0,0.0,21.0,22.0,36.0,39.0,,1.0,2.0,8.0,,8.0,4.0,,,90.0,75.0,7.8,5.0,0.14567,0,,,,1.0,,,4.0,2.0,2.0,1.0,2.0,,,,1.0,2.0,,,,,,True,,,,,,
12514211,home,Sporting CP,Hidemasa Morita,Hidemasa,Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,43.0,38.0,1.0,,0.0,18.0,18.0,20.0,26.0,1.0,1.0,3.0,1.0,1.0,9.0,,,,68.0,51.0,6.9,9.0,0.0223168,0,,1.0,,1.0,,,1.0,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
12514211,home,Sporting CP,Francisco Trincão,Francisco,Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,M,17,17,False,40.0,30.0,1.0,1.0,0.0,5.0,5.0,25.0,37.0,,,5.0,4.0,1.0,6.0,,,,89.0,61.0,7.9,17.0,0.0903819,3,,2.0,1.0,1.0,,1.0,1.0,4.0,3.0,1.0,,0.0956,0.1035,trincao,,1.0,3.0,1.0,,,,,1.0,1.0,,,,
12514211,home,Sporting CP,Daniel Bragança,Daniel,Bragança,daniel-braganca,D. Bragança,M,23,178,1406,M,861979,EUR,927763200,M,23,23,False,24.0,20.0,,,0.0,3.0,3.0,17.0,21.0,,1.0,3.0,4.0,,2.0,1.0,,,60.0,32.0,6.9,6.0,0.020134,1,,,1.0,,,,,2.0,1.0,1.0,1.0,0.0874,,,,1.0,1.0,,,,,,1.0,,,,,
12514211,home,Sporting CP,Geovany Quenda,Geovany,Quenda,geovany-quenda,G. Quenda,M,7,172,12851,M,1403165,EUR,1177891200,M,57,57,False,52.0,40.0,5.0,4.0,0.0,7.0,8.0,34.0,53.0,1.0,,6.0,4.0,,8.0,2.0,,,90.0,79.0,7.8,27.0,0.270591,2,,9.0,2.0,3.0,,,1.0,,,3.0,,0.1087,,GeoQuenda07,2.0,3.0,2.0,1.0,,1.0,1.0,,1.0,,1.0,,,
