match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_unsuccessfulTouch,stat_challengeLost,stat_totalContest,stat_totalCross,stat_accurateCross,stat_wonContest,stat_ownGoals,stat_shotOffTarget,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceMissed,player_firstName,player_lastName,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_totalOffside
12530838,home,Başakşehir FK,Muhammed Şengezer,muhammed-sengezer,M. Şengezer,G,16,185.0,464,M,827418,EUR,852422400,G,16,16,False,45.0,15.0,36.0,6.0,0.0,10.0,17.0,5.0,28.0,1.0,1.0,1.0,5.0,2.0,1.0,90.0,50.0,6.2,30.0,0.00558953,0,-0.717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530838,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183.0,505,M,839982,EUR,837561600,D,5,5,False,52.0,39.0,9.0,3.0,0.0,22.0,26.0,17.0,26.0,5.0,7.0,2.0,7.0,,,90.0,69.0,6.9,17.0,0.00405526,1,,True,2.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0315,,,,,,,,,,,,,,,,,,,,,,,,
12530838,home,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192.0,385,M,889430,EUR,816048000,D,27,27,False,39.0,32.0,2.0,,0.0,28.0,34.0,4.0,5.0,5.0,8.0,5.0,3.0,,,90.0,56.0,6.8,11.0,0.00124544,0,,,5.0,7.0,2.0,,1.0,1.0,1.0,3.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12530838,home,Başakşehir FK,Jerome Opoku,opoku-jerome,J. Opoku,D,3,194.0,1395,M,920514,EUR,908323200,D,3,3,False,40.0,33.0,4.0,1.0,0.0,26.0,30.0,7.0,10.0,5.0,6.0,3.0,5.0,,,90.0,50.0,6.7,8.0,0.00258321,0,,,1.0,3.0,,,4.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12530838,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178.0,140,M,248529,EUR,687052800,D,6,6,False,60.0,46.0,13.0,4.0,0.0,19.0,22.0,29.0,45.0,1.0,4.0,2.0,10.0,,,90.0,82.0,6.6,23.0,0.0688204,0,,,1.0,3.0,1.0,,1.0,2.0,1.0,,,,,3.0,1.0,1.0,7.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12530838,home,Başakşehir FK,Onur Ergün,onur-ergun,O. Ergün,M,4,185.0,45,M,893009,EUR,721785600,M,4,4,False,37.0,30.0,6.0,5.0,0.0,14.0,19.0,16.0,18.0,7.0,9.0,3.0,3.0,,,88.0,54.0,7.4,8.0,0.0197666,1,,,,1.0,,,4.0,2.0,2.0,,,0.0127,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12530838,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175.0,292,M,252207,EUR,728265600,M,23,23,False,35.0,31.0,6.0,5.0,2.0,15.0,17.0,21.0,28.0,2.0,4.0,2.0,8.0,,,82.0,60.0,9.2,14.0,0.64433,1,,,4.0,10.0,1.0,,1.0,,,3.0,,0.181,,3.0,4.0,1.0,10.0,5.0,,,,2.0,1.0,1.0,0.1646,5.0,,,,,,,,,,
12530838,home,Başakşehir FK,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177.0,827,M,280447,EUR,837820800,M,8,8,False,35.0,20.0,9.0,2.0,0.0,7.0,10.0,15.0,29.0,2.0,11.0,,6.0,,,88.0,58.0,7.2,21.0,0.164708,2,,,3.0,7.0,3.0,,1.0,6.0,5.0,2.0,,0.3176,,1.0,1.0,1.0,4.0,2.0,1.0,,1.0,,1.0,,0.0329,2.0,1.0,,,,,,,,,
12530838,home,Başakşehir FK,Miguel Crespo,miguel-crespo,M. Crespo,M,13,187.0,618,M,972410,EUR,842400000,M,13,13,False,51.0,44.0,5.0,3.0,0.0,20.0,23.0,24.0,28.0,,7.0,,,,,90.0,70.0,7.3,11.0,0.112426,1,,,1.0,4.0,1.0,,1.0,7.0,5.0,,2.0,0.1728,,3.0,,,,,,,1.0,,,,,,,,,,,,,,,
12530838,home,Başakşehir FK,Davidson,davidson,Davidson,M,,177.0,353,M,814334,EUR,668131200,M,91,91,False,31.0,27.0,,,0.0,7.0,8.0,20.0,24.0,1.0,5.0,2.0,3.0,,,77.0,52.0,7.5,12.0,0.0562868,4,,,1.0,5.0,2.0,2.0,,1.0,1.0,1.0,,0.0665,,4.0,1.0,3.0,1.0,,2.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,,
