match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,player_sofascoreId,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_totalClearance,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_challengeLost,stat_aerialLost,stat_wonContest,captain,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_shotOffTarget,stat_bigChanceMissed,stat_hitWoodwork,stat_punches,stat_goals,stat_bigChanceCreated,stat_totalOffside
10389959,home,Lorient,Terem Moffi,terem-moffi,T. Moffi,F,188,3115,M,894396,EUR,927590400,F,13,13,False,8.0,5.0,,,1.0,2.0,3.0,,,,90.0,21.0,6.8,0.669,0.0,0.00737344,4,,,,29,,4.0,6.0,,,,3.0,1.0,1.0,1.0,,,,5.0,1.0,2.0,1.0,,,,1.0,,3.0,1.0,,,,,4.0,1.0,1.0,,,,
10389959,home,Lorient,Bonke Innocent,bonke-innocent,B. Innocent,M,180,154,M,587402,EUR,822096000,M,8,8,True,35.0,30.0,4.0,2.0,18.0,20.0,8.0,,,,53.0,44.0,6.6,0.0,0.0,0.00809512,0,,,,,,12.0,15.0,,,1.0,6.0,5.0,,1.0,3.0,1.0,2.0,5.0,,1.0,,,3.0,,,3.0,1.0,,,,,,,,,,,,
10389959,home,Lorient,Ibrahima Kone,ibrahima-kone,I. Kone,F,190,817,M,873630,EUR,929491200,F,9,9,True,12.0,9.0,,,,,2.0,,,,53.0,22.0,6.7,0.0,0.0,0.0138202,0,,,,9,,9.0,12.0,,,,8.0,3.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0,,,,1.0,,3.0,,4.0,1.0,,1.0,,,,,,,,,
10389959,home,Lorient,Yoann Cathline,cathline-yoann,Y. Cathline,M,176,521,M,1105700,EUR,1027296000,M,22,22,True,11.0,8.0,,,3.0,4.0,3.0,,,,24.0,21.0,6.3,0.0,0.0,0.0351216,0,,,,10,,6.0,10.0,3.0,1.0,,3.0,1.0,4.0,,,,,11.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,
10389959,home,Lorient,Chrislain Matsima,chrislain-matsima,C. Matsima,D,192,660,M,963198,EUR,1021420800,D,4,4,True,8.0,7.0,1.0,,5.0,5.0,1.0,,,,9.0,10.0,6.7,0.0,0.0,0.00044654,0,,,,5,,2.0,3.0,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
10389959,home,Lorient,Adil Aouchiche,aouchiche-adil,A. Aouchiche,M,181,1369,M,962877,EUR,1026691200,M,70,70,True,11.0,9.0,2.0,2.0,3.0,3.0,2.0,,,,9.0,14.0,6.8,0.0,0.0,0.0126482,0,,,,24,,6.0,10.0,2.0,,,,1.0,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,
10389959,home,Lorient,Teddy Bartouche,teddy-bartouche,T. Bartouche,G,178,46,M,962410,EUR,865468800,G,77,77,True,,,,,,,,,,,,,,,0.0,,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389959,home,Lorient,Darlin Yongwa,darlin-yongwa,D. Yongwa,D,177,1325,M,998241,EUR,969580800,D,12,12,True,,,,,,,,,,,,,,,0.0,,0,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389959,home,Lorient,Quentin Boisgard,quentin-boisgard,Q. Boisgard,M,174,73,M,827386,EUR,858556800,M,17,17,True,,,,,,,,,,,,,,,0.0,,0,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389959,home,Lorient,Siriné Doucouré,sirine-doucoure,S. Doucoure,F,193,375,M,1049527,EUR,1018224000,F,29,29,True,,,,,,,,,,,,,,,0.0,,0,,Siriné,Doucouré,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389959,away,Montpellier,Jonas Omlin,jonas-omlin,J. Omlin,G,189,392,M,571622,EUR,758160000,G,1,1,False,25.0,9.0,21.0,5.0,5.0,10.0,9.0,,3.0,4.0,90.0,37.0,7.7,0.0,0.0,0.00054087,0,0.4977,,,18,,4.0,15.0,,,1.0,,1.0,,,,,,16.0,,1.0,,,,,,,,,,,,,,,,1.0,,,
10389959,away,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,179,2233,M,796372,EUR,799286400,D,77,77,False,48.0,37.0,9.0,1.0,26.0,30.0,7.0,,,,90.0,71.0,6.6,0.0,0.0,0.045421,0,,,,77,,12.0,21.0,3.0,1.0,1.0,6.0,3.0,,,2.0,,2.0,17.0,1.0,3.0,,,2.0,,2.0,1.0,2.0,,,1.0,,,,,,,,,
10389959,away,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,195,127,M,229598,EUR,732758400,D,6,6,False,54.0,47.0,4.0,3.0,41.0,46.0,4.0,,,,90.0,60.0,7.0,0.0,0.0,0.00174347,0,,,,6,,6.0,8.0,,,7.0,3.0,9.0,,,1.0,1.0,1.0,8.0,,3.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,
10389959,away,Montpellier,Maxime Estève,maxime-esteve,M. Estève,D,192,1470,M,1117223,EUR,1022371200,D,14,14,False,46.0,35.0,9.0,1.0,26.0,28.0,7.0,,,,90.0,54.0,6.7,0.0,0.0,0.00312424,0,,Maxime Estève,,5,,9.0,18.0,,,2.0,3.0,3.0,2.0,1.0,,,,12.0,,3.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
10389959,away,Montpellier,Faitout Maouassa,faitout-maouassa,F. Maouassa,M,172,207,M,801287,EUR,899683200,D,27,27,False,40.0,27.0,5.0,1.0,15.0,22.0,3.0,,,,90.0,62.0,6.7,0.0236,0.0,0.00683407,1,,,,27,,12.0,19.0,1.0,,,4.0,4.0,1.0,,2.0,1.0,2.0,14.0,1.0,1.0,,,2.0,,,2.0,,1.0,,,,1.0,,,,,,,
10389959,away,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,172,146,M,123229,EUR,700358400,M,12,12,False,90.0,81.0,6.0,4.0,45.0,50.0,15.0,,,,90.0,103.0,6.6,0.0,0.0,0.146992,0,,,,4,,36.0,40.0,,,,6.0,5.0,,,1.0,4.0,2.0,14.0,,,,,1.0,,1.0,,,,,4.0,,,,,,,,,
10389959,away,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,185,170,M,976001,EUR,950486400,M,18,18,False,37.0,29.0,2.0,2.0,16.0,22.0,7.0,,,,65.0,50.0,6.8,0.118,0.1431,0.119594,1,,,,22,,13.0,15.0,,,,6.0,3.0,1.0,2.0,3.0,,3.0,12.0,1.0,,,,3.0,,1.0,1.0,,,,1.0,1.0,,,,,,,,
10389959,away,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,170,384,M,848458,EUR,900633600,M,7,7,False,24.0,19.0,2.0,1.0,12.0,12.0,7.0,,,,72.0,40.0,7.2,0.1368,0.0,0.180314,1,,,,70,,7.0,14.0,2.0,,2.0,3.0,10.0,2.0,,1.0,5.0,,10.0,,,,,,,2.0,,2.0,2.0,,1.0,,,1.0,,,,,,
10389959,away,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,171,790,M,156682,EUR,693360000,M,11,11,False,67.0,53.0,7.0,2.0,20.0,24.0,15.0,,,,90.0,89.0,7.3,0.5923,0.7596,0.0174411,3,,,,11,,33.0,46.0,3.0,,,9.0,8.0,5.0,1.0,2.0,3.0,3.0,21.0,2.0,1.0,,,2.0,,,1.0,1.0,3.0,True,2.0,1.0,1.0,1.0,1.0,,,1.0,,
10389959,away,Montpellier,Stephy Mavididi,stephy-mavididi,S. Mavididi,M,182,1545,M,605338,EUR,896572800,M,10,10,False,26.0,18.0,1.0,,8.0,10.0,,,,,86.0,44.0,7.5,0.428,0.6668,0.309075,4,,,,10,,10.0,16.0,,,,3.0,4.0,4.0,,,,,11.0,1.0,3.0,,,,,1.0,,1.0,4.0,,2.0,2.0,1.0,1.0,,,,,1.0,
10389959,away,Montpellier,Elye Wahi,elye-wahi,E. Wahi,F,180,3162,M,979315,EUR,1041465600,F,21,21,False,12.0,9.0,,,,1.0,2.0,,,,72.0,23.0,7.1,0.1789,0.8182,0.065736,2,,,,11,e.wahi7,9.0,12.0,1.0,,,7.0,2.0,1.0,,,1.0,,7.0,1.0,,,,,,1.0,,5.0,1.0,,2.0,1.0,1.0,,,,,1.0,,2.0
10389959,away,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,179,541,M,976396,EUR,1001289600,M,13,13,True,17.0,14.0,,,5.0,6.0,4.0,,,,25.0,20.0,6.7,0.0,0.0,0.00153213,0,,,,13,,9.0,11.0,,,,,1.0,,,1.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,
10389959,away,Montpellier,Béni Makouana,beni-makouana,B. Makouana,M,177,225,M,958865,EUR,1033171200,F,28,28,True,2.0,2.0,,,1.0,1.0,,,,,18.0,8.0,6.1,0.151,0.1664,0.00030381,1,,,,24,,1.0,3.0,2.0,,,3.0,,,,,,1.0,4.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,1.0,,,,,
10389959,away,Montpellier,Valère Germain,valere-germain,V. Germain,F,180,599,M,140992,EUR,640310400,F,9,9,True,8.0,5.0,,,1.0,1.0,1.0,,,,18.0,17.0,6.7,0.0649,0.0,0.143337,1,,,,,,5.0,8.0,1.0,1.0,1.0,4.0,2.0,1.0,,,,1.0,8.0,2.0,,,,,,4.0,1.0,2.0,1.0,,,,1.0,,,,,,,
10389959,away,Montpellier,Arnaud Souquet,arnaud-souquet,A. Souquet,D,174,43,M,93570,EUR,697852800,D,2,2,True,2.0,1.0,1.0,,,,,,,,9.0,3.0,6.5,0.0,0.0,0.00028098,0,,,,,,1.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
10389959,away,Montpellier,Bingourou Kamara,bingourou-kamara,B. Kamara,G,193,273,M,583312,EUR,845856000,G,90,90,True,,,,,,,,,,,,,,,0.0,,0,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389959,away,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,180,511,M,1103548,EUR,1038009600,D,29,29,True,,,,,,,,,,,,,,,0.0,,0,,Enzo Tchato Mbiayi,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389959,away,Montpellier,Thibault Tamas,tamas-thibault,T. Tamas,D,175,4,M,989534,EUR,981072000,D,26,26,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389959,away,Montpellier,Mamadou Sakho,mamadou-sakho,M. Sakho,D,187,317,,21134,EUR,634867200,D,75,75,True,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389959,away,Montpellier,Khalil Fayad,khalil-fayad,K. Fayad,M,172,588,M,1387157,EUR,1086739200,M,22,22,True,,,,,,,,,,,,,,,0.0,,0,,Khalil Fayad,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
