match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_errorLeadToAGoal,stat_ownGoals,stat_fouls,stat_interceptionWon,player_firstName,player_lastName,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_shotOffTarget,captain,stat_blockedScoringAttempt,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_outfielderBlock,stat_penaltyConceded,stat_totalOffside
12112072,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197.0,18384,M,RS1,920546,EUR,879811200,G,1,1,False,43.0,32.0,12.0,2.0,30.0,34.0,2.0,9.0,9.0,1.0,1.0,90.0,49.0,5.9,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12112072,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179.0,19294,M,malogst,996958,EUR,1053302400,D,27,27,False,55.0,51.0,3.0,3.0,27.0,28.0,27.0,36.0,9.0,,,90.0,88.0,7.6,13.0,0,1.0,9.0,3.0,4.0,7.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12112072,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190.0,10088,M,axel_disasi,827243,EUR,889574400,D,2,2,False,98.0,88.0,12.0,5.0,61.0,65.0,28.0,34.0,2.0,,,90.0,104.0,5.5,11.0,0,,1.0,1.0,4.0,2.0,2.0,1.0,,,,2.0,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12112072,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190.0,14433,M,yungchalobah,826134,EUR,931132800,D,14,14,False,59.0,51.0,1.0,,42.0,47.0,9.0,12.0,1.0,,,90.0,65.0,6.4,9.0,0,,,,1.0,3.0,,,1.0,,,1.0,,,,,,3.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
12112072,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175.0,37144,M,cucurella3,794939,EUR,901065600,D,3,3,False,43.0,35.0,4.0,2.0,18.0,24.0,17.0,19.0,8.0,,,89.0,66.0,7.5,10.0,1,,,,5.0,8.0,1.0,,,,,6.0,4.0,2.0,1.0,1.0,1.0,3.0,,,3.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
12112072,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178.0,79211,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,75.0,67.0,3.0,,38.0,41.0,29.0,34.0,5.0,,,90.0,89.0,7.5,10.0,2,,,,7.0,8.0,1.0,1.0,,,1.0,1.0,3.0,,1.0,4.0,4.0,1.0,,,3.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,
12112072,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182.0,16542,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,77.0,67.0,4.0,1.0,27.0,29.0,40.0,49.0,7.0,,,90.0,93.0,6.9,13.0,1,,1.0,,7.0,6.0,2.0,2.0,,,,,4.0,2.0,,2.0,1.0,,,,2.0,1.0,,,1.0,,,1.0,True,,,,,,,,,,,,,
12112072,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185.0,364912,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,43.0,36.0,8.0,5.0,13.0,14.0,23.0,33.0,5.0,,,90.0,64.0,8.4,17.0,8,1.0,4.0,,3.0,1.0,,1.0,2.0,,1.0,,,,3.0,1.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,,6.0,,,,,,,,,,,,
12112072,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175.0,54249,M,MMudryk10,958966,EUR,978652800,M,10,10,False,16.0,13.0,,,5.0,5.0,8.0,13.0,1.0,,,78.0,34.0,7.0,11.0,3,,2.0,,6.0,3.0,2.0,2.0,3.0,2.0,,,1.0,,3.0,,1.0,,,,1.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
12112072,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170.0,36860,M,Sterling7,138534,EUR,786844800,M,7,7,False,21.0,13.0,1.0,,3.0,3.0,11.0,19.0,6.0,,,86.0,40.0,6.7,14.0,4,1.0,1.0,1.0,6.0,4.0,,2.0,4.0,1.0,1.0,,1.0,,1.0,1.0,4.0,1.0,,,,,,,1.0,1.0,,2.0,,1.0,,2.0,1.0,1.0,,,,,,,,
