match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_wasFouled,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,stat_penaltyConceded,stat_bigChanceCreated,stat_bigChanceMissed,captain,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalAssist
11401948,home,RKC Waalwijk,Etienne Vaessen,etienne-vaessen,E. Vaessen,G,1,187,465,M,809408,EUR,806716800,G,1,1,False,44.0,35.0,22.0,13.0,28.0,30.0,7.0,14.0,2.0,2.0,2.0,1.0,1.0,9.0,1.0,1.0,2.0,2.0,90.0,52.0,6.8,10.0,0.0448151,0,-0.4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Julian Lelieveld,julian-lelieveld,J. Lelieveld,D,2,184,104,M,798179,EUR,880329600,D,2,2,False,56.0,43.0,5.0,3.0,16.0,20.0,28.0,40.0,,5.0,5.0,1.0,,6.0,1.0,,,,77.0,75.0,6.8,17.0,0.119629,0,,,,4.0,1.0,4.0,1.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Shawn Adewoye,shawn-adewoye,S. Adewoye,D,4,183,156,M,989586,EUR,962236800,D,4,4,False,66.0,60.0,6.0,3.0,32.0,33.0,28.0,33.0,2.0,5.0,1.0,,,8.0,,,,,90.0,80.0,6.6,9.0,0.00966608,2,,,,,,,2.0,,,,1.0,3.0,1.0,1.0,1.0,1.0,0.0294,0.0351,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Dario Van Den Buijs,dario-van-den-buijs,D. V. D. Buijs,D,33,188,65,M,783468,EUR,810864000,D,3,3,False,85.0,77.0,14.0,8.0,42.0,43.0,35.0,42.0,2.0,3.0,2.0,,,10.0,,,,,90.0,97.0,7.1,10.0,0.0585582,2,,,,,,,3.0,1.0,1.0,1.0,1.0,,,1.0,,1.0,0.0663,0.079,1.0,1.0,2.0,,,,,,,,,,,
11401948,home,RKC Waalwijk,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176,30,M,32386,EUR,562377600,D,28,28,False,48.0,34.0,8.0,3.0,17.0,18.0,19.0,37.0,,1.0,8.0,,,2.0,2.0,,,,77.0,74.0,6.6,23.0,0.0820893,0,,Aaron,Meijers,7.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,,,,,1.0,,,,,3.0,1.0,,,,,,,,,,
11401948,home,RKC Waalwijk,Godfried Roemeratoe,godfried-roemeratoe,G. Roemeratoe,M,6,178,106,M,825849,EUR,935020800,M,24,24,False,54.0,45.0,11.0,6.0,21.0,23.0,24.0,31.0,1.0,4.0,7.0,,,8.0,1.0,,,,90.0,69.0,7.2,10.0,0.027535,0,,,,,,1.0,,6.0,4.0,,,,,,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,
11401948,home,RKC Waalwijk,Chris Lokesa,lokesa-chris,C. Lokesa,M,5,175,140,M,1126518,EUR,1099785600,M,14,14,False,25.0,20.0,2.0,1.0,7.0,8.0,13.0,17.0,,2.0,4.0,2.0,2.0,6.0,,,,,77.0,35.0,7.2,7.0,0.0133412,2,,,,,,,,1.0,1.0,2.0,1.0,,,2.0,,2.0,0.1658,0.1587,,,2.0,,,,,,,,,,,
11401948,home,RKC Waalwijk,Denilho Cleonise,denilho-cleonise,D. Cleonise,F,7,179,62,M,971006,EUR,1007769600,M,7,7,False,23.0,16.0,1.0,,3.0,3.0,17.0,27.0,,2.0,5.0,3.0,2.0,5.0,2.0,,,,90.0,44.0,7.6,13.0,0.650494,2,,,,7.0,4.0,,,1.0,1.0,5.0,,1.0,1.0,,,,0.0817,,1.0,,1.0,,1.0,,,,,,,,,
11401948,home,RKC Waalwijk,Reuven Niemeijer,reuven-niemeijer,R. Niemeijer,M,10,178,46,M,846202,EUR,796262400,M,27,27,False,19.0,18.0,1.0,1.0,7.0,7.0,12.0,13.0,,5.0,5.0,3.0,,3.0,3.0,,,,85.0,35.0,6.9,6.0,0.0549338,3,,,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,3.0,,,0.4132,0.9848,,,1.0,,,1.0,,,,,,,,
11401948,home,RKC Waalwijk,Filip Stevanović,filip-stevanovic,F. Stevanović,F,80,177,762,M,966503,EUR,1032825600,M,10,10,False,16.0,11.0,,,4.0,6.0,7.0,15.0,,1.0,,,,3.0,,,,,64.0,29.0,6.4,12.0,0.00936637,2,,,,5.0,,1.0,1.0,,,,,,1.0,,,,0.1005,,1.0,1.0,2.0,,,,,,,,,,,
11401948,home,RKC Waalwijk,Michiel Kramer,michiel-kramer,M. Kramer,F,29,195,192,M,36781,EUR,597110400,F,29,29,False,13.0,11.0,,,2.0,2.0,9.0,11.0,2.0,3.0,3.0,,,1.0,1.0,,,,90.0,21.0,7.2,4.0,0.23954,3,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.8388,0.9942,1.0,,1.0,,,,True,1.0,1.0,,,,,
11401948,home,RKC Waalwijk,David Min,david-min,D. Min,F,9,194,359,M,966429,EUR,930096000,F,9,9,True,5.0,3.0,,,,1.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,,,,,,26.0,11.0,6.8,3.0,0.0429396,1,,,,,,,,2.0,2.0,,1.0,1.0,,,,,0.1005,,1.0,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Raz Meir,raz-meir,R. Meir,D,55,180,13,M,283917,EUR,849312000,D,22,22,True,11.0,8.0,2.0,1.0,6.0,9.0,2.0,2.0,,3.0,1.0,,,1.0,,,,,13.0,18.0,6.5,3.0,0.00229426,0,,,,,,1.0,,1.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Thierry Lutonda,thierry-lutonda,T. Lutonda,D,5,167,113,M,867246,EUR,972604800,D,5,5,True,10.0,6.0,1.0,,5.0,7.0,1.0,5.0,,,2.0,,,2.0,,,,,13.0,17.0,6.7,7.0,0.00082487,0,,,,2.0,,,1.0,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
11401948,home,RKC Waalwijk,Zakaria Bakkali,zakaria-bakkali,Z. Bakkali,M,99,168,156,M,285941,EUR,822614400,F,11,11,True,6.0,5.0,,,1.0,1.0,4.0,8.0,,1.0,3.0,,,1.0,1.0,,,,13.0,12.0,6.7,4.0,0.0037125,0,,,,3.0,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Ilias Takidine,ilias-takidine,I. Takidine,F,29,171,223,M,996984,EUR,981331200,F,20,20,True,4.0,4.0,,,,,4.0,5.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,,16.0,11.0,6.7,2.0,0.011211,1,,,,1.0,,,,,,,,1.0,,,,,0.0683,,1.0,1.0,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Mark Spenkelink,mark-spenkelink,M. Spenkelink,G,16,196,33,M,875466,EUR,854323200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Jeroen Houwen,jeroen-houwen,J. Houwen,G,,188,36,M,339367,EUR,824601600,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Daouda Weidmann,weidmann-daouda,D. Weidmann,M,42,180,95,M,1142678,EUR,1052006400,M,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Patrick Vroegh,patrick-vroegh,P. Vroegh,M,8,175,12,M,991846,EUR,943833600,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,Patrick,Vroegh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Kevin Felida,kevin-felida,K. Felida,M,6,172,104,M,896215,EUR,942278400,M,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401948,home,RKC Waalwijk,Richonell Margaret,richonell-margaret,R. Margaret,F,18,191,393,M,973716,EUR,968284800,F,19,19,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
