match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_keyPass,stat_dispossessed,stat_lastManTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_bigChanceCreated,player_sofascoreId,stat_wasFouled,stat_totalOffside
11401933,away,NEC Nijmegen,Calvin Verdonk,,,calvin-verdonk,C. Verdonk,D,24,174,14345,M,361780,EUR,862012800,D,24,24,False,47.0,34.0,7.0,1.0,16.0,22.0,18.0,26.0,1.0,5.0,1.0,6.0,,,,90.0,63.0,7.3,16.0,0.0284625,1,,,1.0,,,,,,1.0,,1.0,1.0,,,0.0267,2.0,,,,,,,,,1.0,,,1.0,c.verdonk,,
11401933,away,NEC Nijmegen,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,False,52.0,43.0,9.0,4.0,15.0,18.0,28.0,40.0,2.0,1.0,3.0,10.0,,,,76.0,68.0,7.7,18.0,0.0297429,1,,,6.0,,,1.0,1.0,1.0,,,1.0,1.0,2.0,,0.063,2.0,,,1.0,0.0307,,,,,1.0,,,,,,
11401933,away,NEC Nijmegen,Dirk Proper,,,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,33.0,28.0,3.0,2.0,9.0,11.0,19.0,22.0,2.0,2.0,,2.0,,,,90.0,44.0,7.0,10.0,0.199051,1,,,,,2.0,,5.0,,,,2.0,2.0,2.0,1.0,0.1166,2.0,1.0,,,,1.0,,1.0,,,,,,,,
11401933,away,NEC Nijmegen,Elayis Tavsan,,,elayis-tavsan,E. Tavsan,F,7,183,301,M,929631,EUR,988588800,M,7,7,False,25.0,23.0,,,6.0,6.0,17.0,20.0,6.0,1.0,,1.0,,,,87.0,54.0,7.6,15.0,0.312407,5,,,1.0,,,,11.0,,2.0,1.0,1.0,1.0,1.0,,0.3988,2.0,3.0,,3.0,0.4561,11.0,3.0,,1.0,,,,1.0,,2.0,1.0
11401933,away,NEC Nijmegen,Magnus Mattsson,,,magnus-mattsson,M. Mattsson,M,8,174,794,M,896117,EUR,919900800,M,8,8,False,34.0,28.0,2.0,1.0,8.0,10.0,20.0,25.0,10.0,,,8.0,,,,90.0,55.0,7.8,11.0,0.0981768,2,,,1.0,,,,2.0,,,,3.0,2.0,2.0,,0.1673,3.0,1.0,,2.0,0.7048,5.0,4.0,,,,,,,,3.0,
11401933,away,NEC Nijmegen,Sontje Hansen,,,sontje-hansen,S. Hansen,M,27,172,611,M,1199057,EUR,1021680000,M,10,10,False,17.0,11.0,,,3.0,4.0,8.0,15.0,6.0,,1.0,3.0,,,,76.0,36.0,6.7,14.0,0.0739661,1,,,2.0,,2.0,1.0,6.0,1.0,1.0,,1.0,,3.0,1.0,0.0345,,1.0,,,,5.0,3.0,,,,,,,,1.0,
11401933,away,NEC Nijmegen,Koki Ogawa,,,koki-ogawa,K. Ogawa,F,18,186,1469,M,831860,EUR,870998400,F,18,18,False,8.0,5.0,2.0,1.0,,1.0,5.0,7.0,4.0,,1.0,1.0,,,,76.0,16.0,7.0,5.0,0.00346889,2,,,,,1.0,2.0,2.0,1.0,,,1.0,,2.0,,0.0809,,,,1.0,0.3202,,,1.0,,,1.0,,,,1.0,1.0
11401933,away,NEC Nijmegen,Youri Baas,,,youri-baas,Y. Baas,D,15,182,1216,M,1000228,EUR,1047859200,D,5,5,True,5.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,,3.0,,,,14.0,10.0,7.8,2.0,0.00173677,1,,,,,,,,,,1.0,,,,,0.2036,1.0,,,1.0,0.6183,1.0,1.0,,1.0,,,,,,,
11401933,away,NEC Nijmegen,Lasse Schöne,,,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,True,7.0,7.0,1.0,1.0,1.0,1.0,6.0,7.0,,,,2.0,,,,14.0,10.0,6.6,2.0,0.0120586,0,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
11401933,away,NEC Nijmegen,Rober González,,,rober-gonzalez,R. González,M,11,169,147,M,910022,EUR,978739200,M,11,11,True,6.0,6.0,,,3.0,3.0,3.0,3.0,1.0,,,2.0,,,,13.0,8.0,6.7,,0.0342476,1,,,,,,,,,,,1.0,,,1.0,0.0285,,,,,,,,1.0,,,,,,,,
11401933,away,NEC Nijmegen,Kodai Sano,Kodai Sano,,kodai-sano,K. Sano,M,23,176,1274,M,1184054,EUR,1064448000,M,23,23,True,1.0,1.0,,,,,1.0,1.0,3.0,1.0,,1.0,,,,3.0,4.0,,,0.00112522,0,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,
11401933,away,NEC Nijmegen,Mathias Ross,,,mathias-ross,M. Ross,D,2,190,376,M,918435,EUR,979516800,D,4,4,True,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11401933,away,NEC Nijmegen,Rijk Janse,,,rijk-janse,R. Janse,G,31,189,36,M,1066313,EUR,1018915200,G,31,31,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401933,away,NEC Nijmegen,Robin Roefs,,,robin-roefs,R. Roefs,G,22,193,2142,M,1012928,EUR,1042761600,G,22,22,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401933,away,NEC Nijmegen,Sai Van Wermeskerken,,,wermeskerken-sai-van,S. V. Wermeskerken,D,,178,82,M,795221,EUR,772761600,D,15,15,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401933,away,NEC Nijmegen,Lars Olden Larsen,,,lars-olden-larsen,L. O. Larsen,M,7,175,133,M,877456,EUR,905990400,F,14,14,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
