match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_dispossessed,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_aerialLost,stat_unsuccessfulTouch,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalOffside,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_challengeLost,stat_goals,stat_blockedScoringAttempt,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_penaltyConceded,player_sofascoreId,stat_hitWoodwork,stat_goalAssist,stat_clearanceOffLine,stat_ownGoals
11407458,home,Empoli,Etrit Berisha,etrit-berisha,E. Berisha,G,99,194,464,M,35656,EUR,605491200,G,99,99,False,29.0,18.0,14.0,3.0,16.0,16.0,2.0,13.0,1.0,1.0,1.0,8.0,1.0,3.0,1.0,5.0,90.0,41.0,7.2,12.0,0.00037874,0,-0.7768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407458,home,Empoli,Bartosz Bereszyński,bartosz-bereszynski,B. Bereszyński,D,19,182,2549,M,109461,EUR,710899200,D,19,19,False,38.0,31.0,3.0,1.0,19.0,20.0,12.0,20.0,1.0,8.0,2.0,2.0,,,,,90.0,66.0,6.6,10.0,0.0090013,0,,2.0,2.0,1.0,3.0,5.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407458,home,Empoli,Ardian Ismajli,ardian-ismajli,A. Ismajli,D,44,188,1151,M,840414,EUR,844041600,D,34,34,False,57.0,50.0,6.0,3.0,45.0,48.0,5.0,9.0,2.0,4.0,7.0,3.0,,,,,90.0,70.0,6.1,8.0,0.00297556,0,,,8.0,,1.0,,,2.0,2.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11407458,home,Empoli,Sebastiano Luperto,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,33,33,False,63.0,52.0,9.0,3.0,42.0,45.0,10.0,18.0,3.0,3.0,1.0,5.0,,,,,90.0,73.0,6.6,11.0,0.0055715,2,,,5.0,,,,,,2.0,3.0,,True,1.0,1.0,3.0,1.0,0.047,0.2145,1.0,,,,,,,,,,,,,,,,,
11407458,home,Empoli,Liberato Cacace,liberato-cacace,L. Cacace,D,13,184,514,M,905264,EUR,970012800,D,13,13,False,26.0,19.0,6.0,3.0,11.0,14.0,10.0,17.0,,5.0,1.0,3.0,,,,,90.0,55.0,6.1,14.0,0.114492,0,,5.0,5.0,2.0,,3.0,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,2.0,3.0,2.0,,,,,,,,,,,,
11407458,home,Empoli,Jacopo Fazzini,jacopo-fazzini,J. Fazzini,F,22,178,840,M,1012179,EUR,1047772800,M,21,21,False,21.0,21.0,,,15.0,15.0,7.0,10.0,1.0,6.0,,4.0,,,,,70.0,36.0,7.1,5.0,0.0269506,1,,4.0,5.0,1.0,,3.0,,2.0,2.0,1.0,1.0,,,1.0,,,0.0735,0.0523,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,
11407458,home,Empoli,Filippo Ranocchia,filippo-ranocchia,F. Ranocchia,M,10,186,410,M,934238,EUR,989798400,M,22,22,False,27.0,15.0,10.0,3.0,9.0,10.0,6.0,17.0,1.0,2.0,1.0,2.0,,,,,70.0,37.0,6.5,13.0,0.00828867,1,,,3.0,,1.0,,,,,,1.0,,,1.0,,,0.021,0.1469,,,,,1.0,1.0,3.0,,,,,,,,,,,
11407458,home,Empoli,Youssef Maleh,maleh-youssef,Y. Maleh,M,29,177,1361,M,849274,EUR,903744000,M,29,29,False,21.0,13.0,3.0,3.0,6.0,8.0,7.0,14.0,,4.0,,2.0,,,,,79.0,35.0,6.5,10.0,0.00840024,0,,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11407458,home,Empoli,Nicolò Cambiaghi,cambiaghi-nicolo,N. Cambiaghi,F,28,173,1123,M,971005,EUR,977961600,F,28,28,False,23.0,16.0,1.0,1.0,6.0,6.0,12.0,23.0,,4.0,,6.0,,,,,79.0,38.0,7.2,14.0,0.0816615,1,,6.0,7.0,,,1.0,,3.0,3.0,3.0,2.0,,,,,,0.0113,,2.0,,,2.0,1.0,,1.0,,1.0,1.0,,,,,,,,
11407458,home,Empoli,Francesco Caputo,francesco-caputo,F. Caputo,F,9,181,857,M,43905,EUR,555206400,F,9,9,False,16.0,14.0,,,8.0,8.0,6.0,8.0,1.0,4.0,,,,,,,90.0,25.0,7.4,4.0,0.192695,2,,,3.0,1.0,,1.0,,2.0,1.0,,1.0,,,2.0,,2.0,0.8276,1.1564,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,
