match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelWon,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,captain,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_savedShotsFromInsideTheBox,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
12451046,home,Saint-Étienne,Gautier Larsonneur,,,gautier-larsonneur,G. Larsonneur,G,30,181,266,M,810526,EUR,856656000,G,30,30,False,42.0,25.0,27.0,10.0,0.0,17.0,19.0,8.0,23.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,3.0,1.0,1.0,90.0,50.0,6.4,17.0,0.00282095,0,-0.8319,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451046,home,Saint-Étienne,Dennis Appiah,,,dennis-appiah,D. Appiah,D,8,179,168,M,123164,EUR,708048000,D,8,8,False,33.0,20.0,13.0,4.0,0.0,12.0,15.0,8.0,19.0,2.0,4.0,1.0,1.0,3.0,,,,,,90.0,54.0,6.4,15.0,0.0166562,1,,1.0,3.0,1.0,1.0,3.0,3.0,1.0,0.0324,,,,,,,,,,,,,,,,,,,,
12451046,home,Saint-Étienne,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,25.0,20.0,2.0,,0.0,14.0,16.0,6.0,9.0,1.0,4.0,1.0,6.0,3.0,,,,,,82.0,44.0,7.2,6.0,0.00284209,0,,,9.0,,2.0,5.0,5.0,1.0,,True,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
12451046,home,Saint-Étienne,Mickael Nade,,,mickael-nade,M. Nade,D,3,186,169,M,865847,EUR,920505600,D,3,3,False,36.0,31.0,5.0,3.0,0.0,23.0,27.0,8.0,9.0,,2.0,,4.0,6.0,,,,,,90.0,58.0,7.3,6.0,0.00239171,1,,,12.0,,3.0,5.0,3.0,2.0,0.0135,,2.0,,,,,1.0,1.0,1.0,5.0,,,,,,,,,,
12451046,home,Saint-Étienne,Léo Pétrot,,,leo-petrot,L. Pétrot,D,21,188,232,M,827504,EUR,861062400,D,19,19,False,29.0,21.0,8.0,3.0,0.0,12.0,13.0,10.0,18.0,1.0,1.0,,2.0,1.0,,,,,,90.0,57.0,7.1,13.0,0.0597687,0,,2.0,8.0,,3.0,5.0,2.0,,,,1.0,,,,,,,2.0,3.0,1.0,1.0,,,,,,,,
12451046,home,Saint-Étienne,Aimen Moueffek,,,aimen-moueffek,A. Moueffek,M,29,179,760,M,990227,EUR,986774400,M,29,29,False,17.0,15.0,,,0.0,5.0,5.0,10.0,12.0,,4.0,3.0,1.0,3.0,,,,,,68.0,29.0,6.9,4.0,0.040968,2,,,6.0,1.0,,3.0,3.0,,0.0717,,1.0,,2.0,1.0,,1.0,,1.0,1.0,,1.0,,,,,,,,
12451046,home,Saint-Étienne,Pierre Ekwah,,,pierre-ekwah,P. Ekwah,M,4,187,490,M,996908,EUR,1011052800,M,4,4,False,30.0,28.0,4.0,3.0,0.0,16.0,16.0,12.0,14.0,1.0,6.0,4.0,1.0,4.0,,,,,,90.0,33.0,5.9,2.0,0.0107013,0,,,2.0,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,
12451046,home,Saint-Étienne,Mathis Amougou,,,mathis-amougou,M. Amougou,M,17,177,3772,M,1426224,EUR,1137542400,M,37,37,False,8.0,3.0,3.0,,0.0,1.0,2.0,2.0,6.0,,4.0,2.0,,1.0,,,,,,68.0,14.0,6.4,6.0,0.0019596,1,,,3.0,1.0,1.0,3.0,1.0,2.0,0.121,,,,,,,,,1.0,,,,,,,,,,,
12451046,home,Saint-Étienne,Mathieu Cafaro,,,mathieu-cafaro,M. Cafaro,M,13,175,264,M,816810,EUR,859248000,F,18,18,False,10.0,9.0,1.0,,0.0,5.0,5.0,4.0,5.0,,2.0,2.0,,6.0,,,,,,68.0,17.0,6.9,2.0,0.0131022,1,,,5.0,1.0,,2.0,2.0,,0.0339,,1.0,,,,,,,1.0,2.0,,,,,,,,,,
12451046,home,Saint-Étienne,Ibrahim Sissoko,,,ibrahim-sissoko,I. Sissoko,F,9,190,964,M,914738,EUR,817430400,F,9,9,False,21.0,14.0,,,0.0,5.0,7.0,9.0,15.0,8.0,12.0,,1.0,,,,,,,74.0,38.0,6.8,14.0,0.0432687,1,,1.0,8.0,,,,,4.0,0.2035,,4.0,,1.0,,,1.0,,5.0,4.0,,,,,,,,,,
