match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_totalContest,stat_wonContest,stat_dispossessed,stat_fouls,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,captain,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goalAssist,stat_goals,stat_punches,stat_outfielderBlock,stat_totalOffside,player_sofascoreId
11391375,home,Clermont Foot,Mory Diaw,mory-diaw,M. Diaw,G,99,197,3450,M,580226,EUR,740707200,G,99,99,False,33.0,18.0,24.0,9.0,9.0,9.0,9.0,24.0,15.0,3.0,4.0,8.0,90.0,50.0,8.6,15.0,0.00376676,0,0.4705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391375,home,Clermont Foot,Andy Pelmard,andy-pelmard,A. Pelmard,D,70,179,411,M,877978,EUR,952819200,D,17,17,False,27.0,22.0,1.0,,12.0,14.0,10.0,14.0,3.0,,,,90.0,41.0,6.6,8.0,0.0106715,0,,,,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11391375,home,Clermont Foot,Chrislain Matsima,chrislain-matsima,C. Matsima,D,5,192,660,M,963198,EUR,1021420800,D,4,4,False,33.0,24.0,3.0,,15.0,19.0,9.0,14.0,3.0,,,,90.0,47.0,6.7,10.0,0.00186831,0,,,,,3.0,6.0,6.0,1.0,4.0,3.0,1.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11391375,home,Clermont Foot,Maximiliano Caufriez,maximiliano-caufriez,M. Caufriez,D,5,189,161,M,800349,EUR,856051200,D,5,5,False,33.0,30.0,2.0,2.0,23.0,24.0,7.0,9.0,2.0,,,,90.0,43.0,6.5,5.0,0.00662201,0,,,,,2.0,5.0,4.0,,1.0,1.0,,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,
11391375,home,Clermont Foot,Neto Borges,neto-borges,N. Borges,D,21,183,239,M,920008,EUR,842572800,D,3,3,False,35.0,29.0,3.0,1.0,18.0,21.0,11.0,19.0,8.0,,,,90.0,64.0,7.1,11.0,0.427005,1,,,,5.0,,4.0,4.0,1.0,3.0,2.0,,1.0,3.0,,,,,1.0,3.0,1.0,0.0212,1.0,,,,,,,,,,,,,
11391375,home,Clermont Foot,Maxime Gonalons,maxime-gonalons,M. Gonalons,M,,186,154,M,82555,EUR,605491200,M,12,12,False,43.0,36.0,3.0,1.0,17.0,18.0,19.0,25.0,7.0,,,,76.0,48.0,6.5,8.0,0.0195116,1,,,,,3.0,9.0,3.0,2.0,,1.0,1.0,,2.0,,,,5.0,1.0,,,0.0364,,True,,,,,,,,,,,,
11391375,home,Clermont Foot,Johan Gastien,johan-gastien,J. Gastien,M,25,179,44,M,216222,EUR,570067200,M,25,25,False,53.0,41.0,8.0,3.0,16.0,18.0,27.0,38.0,6.0,,,,81.0,62.0,7.2,14.0,0.272328,0,,,,3.0,,3.0,3.0,,,2.0,1.0,2.0,1.0,,,,2.0,,1.0,,,2.0,,2.0,1.0,,,,,,,,,,
11391375,home,Clermont Foot,Bilal Boutobba,bilal-boutobba,B. Boutobba,M,98,172,465,M,769163,EUR,904348800,M,8,8,False,19.0,13.0,2.0,,5.0,5.0,10.0,18.0,3.0,,,,76.0,40.0,6.8,14.0,0.0511895,0,,,,4.0,,6.0,7.0,1.0,,1.0,1.0,2.0,,5.0,3.0,2.0,1.0,,2.0,2.0,,,,2.0,,,,,,,,,,,
11391375,home,Clermont Foot,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,998,M,958901,EUR,969926400,M,10,10,False,40.0,35.0,1.0,1.0,10.0,11.0,25.0,33.0,1.0,,,,90.0,52.0,6.9,12.0,0.260528,0,,,,4.0,,5.0,2.0,1.0,,,,1.0,1.0,3.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,
11391375,home,Clermont Foot,Alan Virginius,alan-virginius,A. Virginius,F,7,175,548,M,1048014,EUR,1041552000,M,26,26,False,11.0,7.0,,,4.0,7.0,3.0,4.0,1.0,,,,66.0,22.0,6.3,10.0,0.0952434,0,,,,,,3.0,1.0,,1.0,,4.0,,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
