match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceCreated,stat_bigChanceMissed,stat_keyPass,stat_unsuccessfulTouch,stat_accurateCross,stat_goalAssist,stat_dispossessed,stat_onTargetScoringAttempt,stat_penaltyWon,stat_expectedGoalsOnTarget,captain,stat_goals,stat_blockedScoringAttempt,stat_hitWoodwork,stat_clearanceOffLine,player_sofascoreId,player_lastName,stat_penaltyFaced,stat_punches,stat_totalOffside,stat_penaltyConceded
11391306,home,Montpellier,Benjamin Lecomte,benjamin-lecomte,B. Lecomte,G,23,186,336,M,123207,EUR,672624000,G,40,40,False,34.0,16.0,23.0,5.0,15.0,20.0,1.0,14.0,1.0,5.0,2.0,2.0,4.0,1.0,1.0,90.0,44.0,7.4,18.0,0.00021894,0,1.0508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Enzo Tchato Mbiayi,enzo-tchato-mbiayi,E. T. Mbiayi,D,29,180,511,M,1103548,EUR,1038009600,D,29,29,False,42.0,36.0,7.0,4.0,19.0,21.0,17.0,25.0,2.0,3.0,,,,,,90.0,66.0,7.7,11.0,0.0235533,2,,Enzo Tchato Mbiayi,4.0,1.0,2.0,7.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,0.2134,,,,,,,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Bećir Omeragić,becir-omeragic,B. Omeragić,D,27,187,462,M,940918,EUR,1011484800,D,27,27,False,29.0,28.0,1.0,,19.0,19.0,9.0,10.0,3.0,,,,,,,90.0,40.0,7.7,1.0,0.0039107,0,,,,1.0,2.0,2.0,,,,,,,1.0,,,2.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Modibo Sagnan,modibo-sagnan,M. Sagnan,D,27,187,581,M,904759,EUR,924048000,D,5,5,False,28.0,22.0,2.0,,17.0,21.0,5.0,7.0,6.0,2.0,,,,,,90.0,40.0,7.3,6.0,0.297567,1,,,,2.0,2.0,4.0,1.0,,,1.0,2.0,2.0,,1.0,0.23,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Lucas Mincarelli Davin,mincarelli-davin-lucas,L. M. Davin,D,21,180,94,M,1512339,EUR,1074124800,D,35,35,False,28.0,24.0,1.0,,11.0,15.0,13.0,14.0,4.0,3.0,,,,,,90.0,52.0,8.0,5.0,0.192562,0,,,1.0,2.0,2.0,10.0,1.0,,,,8.0,4.0,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Joris Chotard,joris-chotard,J. Chotard,M,13,179,541,M,976396,EUR,1001289600,M,13,13,False,50.0,48.0,6.0,6.0,27.0,27.0,21.0,23.0,1.0,7.0,,,,,,90.0,60.0,7.0,3.0,0.0133852,1,,,,1.0,4.0,4.0,1.0,,,1.0,2.0,1.0,1.0,2.0,0.0118,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Jordan Ferri,jordan-ferri,J. Ferri,M,4,172,146,M,123229,EUR,700358400,M,12,12,False,47.0,41.0,2.0,,11.0,14.0,31.0,36.0,,9.0,,,,,,76.0,54.0,6.4,10.0,0.0689951,0,,,3.0,,7.0,1.0,4.0,,,,,,1.0,2.0,,1.0,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Arnaud Nordin,nordin-arnaud,A. Nordin,M,70,170,384,M,848458,EUR,900633600,M,7,7,False,26.0,23.0,,,6.0,7.0,17.0,24.0,,5.0,,,,,,90.0,51.0,8.4,14.0,0.121821,1,,,5.0,,4.0,11.0,1.0,3.0,3.0,,2.0,1.0,6.0,1.0,0.0779,1.0,,,1.0,,3.0,3.0,,1.0,1.0,1.0,1.0,0.0548,,,,,,,,,,,
11391306,home,Montpellier,Teji Savanier,teji-savanier,T. Savanier,M,11,171,790,M,156682,EUR,693360000,M,11,11,False,45.0,41.0,8.0,7.0,11.0,14.0,32.0,39.0,,4.0,,,,,,90.0,68.0,8.0,13.0,0.309285,2,,,8.0,,6.0,6.0,1.0,3.0,2.0,1.0,,,4.0,1.0,0.8457,2.0,,,1.0,,2.0,1.0,2.0,,1.0,1.0,,0.9927,True,1.0,,,,,,,,,
11391306,home,Montpellier,Mousa Tamari,mousa-al-taamari,M. Tamari,F,11,175,5388,M,876600,EUR,865900800,M,9,9,False,10.0,6.0,,,2.0,4.0,4.0,6.0,,1.0,,,,,,45.0,18.0,6.4,8.0,0.00121125,0,,,,,3.0,3.0,1.0,1.0,,,,,3.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Wahbi Khazri,wahbi-khazri,W. Khazri,F,,176,1610,M,51640,EUR,665971200,F,10,10,False,11.0,7.0,1.0,1.0,2.0,3.0,5.0,8.0,,2.0,,,,,,71.0,17.0,6.5,5.0,0.00639873,3,,,,2.0,4.0,3.0,1.0,1.0,,1.0,1.0,1.0,,1.0,0.2572,1.0,,,,1.0,,,,,,1.0,,0.1547,,,1.0,1.0,,,,,,,
11391306,home,Montpellier,Tanguy Coulibaly,tanguy-coulibaly,T. Coulibaly,M,70,180,478,M,954060,EUR,982454400,M,70,70,True,15.0,13.0,,,3.0,4.0,10.0,13.0,1.0,5.0,,,,,,45.0,28.0,7.1,6.0,0.00631201,1,,,2.0,,2.0,4.0,,2.0,2.0,,1.0,,1.0,,0.0542,1.0,,,,,1.0,1.0,,,1.0,1.0,,0.0939,,,,,,,,,,,
11391306,home,Montpellier,Yann Karamoh,yann-karamoh,Y. Karamoh,F,75,185,1024,M,802149,EUR,899856000,F,23,23,True,10.0,8.0,1.0,1.0,3.0,4.0,5.0,6.0,,1.0,,,,,,19.0,11.0,7.3,2.0,0.0305844,1,,,,,2.0,,,,,,,,,1.0,0.6613,1.0,,,,,,,,,,1.0,,0.9379,,1.0,,,,,,,,,
11391306,home,Montpellier,Christopher Jullien,christopher-jullien,C. Jullien,D,6,195,127,M,229598,EUR,732758400,D,6,6,True,4.0,4.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,,,,,,,14.0,11.0,7.7,,0.000234,0,,,,2.0,1.0,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,
11391306,home,Montpellier,Dimitry Bertaud,bertaud-dimitry,D. Bertaud,G,16,179,4975,M,794465,EUR,897091200,G,16,16,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d_bertaud16,,,,,
11391306,home,Montpellier,Silvan Hefti,silvan-hefti,S. Hefti,D,30,182,208,M,814214,EUR,877737600,D,36,36,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Falaye Sacko,falaye-sacko,F. Sacko,D,77,179,2233,M,796372,EUR,799286400,D,77,77,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Leo Leroy,leo-leroy,L. Leroy,M,22,185,170,M,976001,EUR,950486400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Sacha Delaye,sacha-delaye,S. Delaye,M,19,171,34,M,1122641,EUR,1019520000,F,19,19,True,,,,,,,,,,,,,,,,,,,,,0,,Sacha Delaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391306,home,Montpellier,Akor Adams,akor-adams,A. Adams,F,9,190,25542,M,946381,EUR,949104000,F,8,8,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
