match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_outfielderBlock,stat_challengeLost,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_expectedGoals,stat_fouls,stat_keyPass,captain,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_hitWoodwork,stat_bigChanceMissed,stat_totalOffside,stat_wonContest
12499745,home,FC St. Pauli,Nikola Vasilj,,,nikola-vasilj,N. Vasilj,G,22,194,1626,M,325061,EUR,817862400,G,22,22,False,37.0,19.0,16.0,0.0,19.0,25.0,12.0,3.0,6.0,1.0,2.0,2.0,1.0,90.0,47.0,7.1,19.0,5.515e-05,0,0.4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499745,home,FC St. Pauli,David Nemeth,,,david-nemeth,D. Nemeth,D,4,191,155,M,966889,EUR,984873600,D,4,4,False,33.0,27.0,4.0,0.0,25.0,29.0,5.0,4.0,2.0,,,,,90.0,43.0,6.9,8.0,0.00288796,0,,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12499745,home,FC St. Pauli,Hauke Wahl,,,hauke-wahl,H. Wahl,D,5,189,150,M,253469,EUR,766368000,D,5,5,False,46.0,42.0,5.0,0.0,30.0,31.0,16.0,7.0,8.0,,,,,90.0,62.0,7.4,5.0,0.00655546,0,,2.0,12.0,1.0,3.0,3.0,5.0,,,2.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12499745,home,FC St. Pauli,Lars Ritzka,,,lars-ritzka,L. Ritzka,D,21,185,86,M,873347,EUR,894499200,D,21,21,False,30.0,25.0,3.0,0.0,20.0,23.0,8.0,2.0,3.0,,,,,45.0,39.0,6.8,6.0,0.00378076,1,,1.0,5.0,1.0,1.0,2.0,2.0,2.0,,,,,1.0,1.0,1.0,1.0,0.0119,,,,,,,,,,,,,,,,,
12499745,home,FC St. Pauli,Manolis Saliakas,,,manolis-saliakas,M. Saliakas,M,2,175,358,M,280551,EUR,842486400,M,2,2,False,39.0,30.0,8.0,0.0,15.0,17.0,24.0,3.0,3.0,,,,,89.0,62.0,7.1,12.0,0.0280777,1,,4.0,15.0,2.0,,2.0,4.0,2.0,,1.0,1.0,,1.0,1.0,2.0,2.0,0.0959,1.0,1.0,,,,,,,,,,,,,,,
12499745,home,FC St. Pauli,Jackson Irvine,,,jackson-irvine,J. Irvine,M,7,190,924,M,181581,EUR,731462400,M,7,7,False,29.0,20.0,1.0,1.0,10.0,15.0,16.0,3.0,3.0,,,,,90.0,45.0,7.0,17.0,0.32033,1,,1.0,11.0,2.0,5.0,9.0,3.0,,5.0,,3.0,,,,,,0.0434,2.0,2.0,True,1.0,1.0,1.0,2.0,1.0,1.0,0.3001,,,,,,,
12499745,home,FC St. Pauli,James Sands,,,james-sands,J. Sands,M,6,186,445,M,885892,EUR,962841600,M,6,6,False,44.0,33.0,5.0,0.0,24.0,29.0,15.0,1.0,1.0,,,,,90.0,51.0,7.1,11.0,0.00636479,1,,1.0,9.0,,1.0,1.0,8.0,1.0,,1.0,6.0,1.0,,,,1.0,0.0506,,,,,,,,,,,1.0,,,,,,
12499745,home,FC St. Pauli,Philipp Treu,,,treu-philipp,P. Treu,M,29,172,176,M,979820,EUR,975801600,M,23,23,False,33.0,31.0,2.0,0.0,15.0,17.0,17.0,3.0,3.0,,,,,90.0,54.0,7.2,5.0,0.0126328,0,,1.0,16.0,1.0,2.0,4.0,2.0,2.0,1.0,,,,1.0,,3.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,
12499745,home,FC St. Pauli,Morgan Guilavogui,,,morgan-guilavogui,M. Guilavogui,F,29,188,3047,M,990743,EUR,889488000,F,29,29,False,28.0,19.0,3.0,1.0,7.0,9.0,19.0,1.0,6.0,,,,,89.0,48.0,9.0,13.0,0.0374026,2,,1.0,12.0,,4.0,10.0,5.0,2.0,,2.0,1.0,,1.0,,1.0,1.0,0.2912,2.0,2.0,,,2.0,1.0,,2.0,,0.7612,,MorganGuila,2.0,,,,
12499745,home,FC St. Pauli,Noah Weißhaupt,,,noah-weisshaupt,N. Weißhaupt,F,10,181,339,M,1048820,EUR,1000944000,F,13,13,False,16.0,12.0,6.0,0.0,5.0,6.0,18.0,2.0,6.0,,,,,78.0,42.0,7.8,10.0,0.312872,3,,3.0,13.0,8.0,,2.0,7.0,1.0,,6.0,,,,,,1.0,0.176,,4.0,,6.0,,2.0,1.0,1.0,,0.4208,2.0,,,1.0,,,
