match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialLost,stat_outfielderBlock,stat_fouls,player_firstName,stat_totalOffside,player_lastName,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_hitWoodwork,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot,player_sofascoreId,stat_clearanceOffLine
12530689,home,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196,107,M,934201,EUR,966988800,G,71,71,False,8.0,7.0,1.0,0.0,7.0,8.0,3.0,2.0,1.0,1.0,45.0,12.0,6.7,1.0,3.036e-05,0,-0.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530689,home,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175,703,M,797602,EUR,872812800,D,18,18,False,31.0,26.0,2.0,0.0,11.0,12.0,1.0,,,,90.0,70.0,7.6,12.0,0.462028,4,,2.0,18.0,24.0,5.0,3.0,1.0,3.0,7.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,0.1176,2.0,,,,,,,,,,,,,,,,,,
12530689,home,Gaziantep FK,Semih Güler,semih-guler,S. Güler,D,6,184,112,M,325155,EUR,786153600,D,17,17,False,62.0,56.0,9.0,0.0,41.0,41.0,2.0,,,,90.0,76.0,7.1,9.0,0.0390732,1,,4.0,15.0,22.0,1.0,,1.0,2.0,3.0,,1.0,,,,1.0,,4.0,1.0,2.0,1.0,1.0,,0.1286,,1.0,1.0,,,,,,,,,,,,,,,,
12530689,home,Gaziantep FK,Bruno Viana,bruno-viana,B. Viana,D,30,187,241,M,804703,EUR,791942400,D,36,36,False,61.0,58.0,5.0,0.0,36.0,37.0,5.0,,,,90.0,79.0,8.3,3.0,0.0118755,0,,4.0,22.0,24.0,,,7.0,3.0,11.0,,,,,1.0,,,6.0,5.0,4.0,4.0,,,,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
12530689,home,Gaziantep FK,Anel Husić,anel-husic,A. Husić,D,51,189,170,M,1122387,EUR,983404800,D,51,51,False,14.0,13.0,2.0,0.0,6.0,6.0,1.0,,,,45.0,29.0,6.2,6.0,0.00419111,1,,2.0,7.0,10.0,2.0,,1.0,5.0,1.0,1.0,1.0,,,,1.0,,2.0,,,,1.0,,0.0134,,1.0,,2.0,Anel Husic,1.0,,,,,,,,,,,,,
12530689,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,62.0,55.0,7.0,0.0,20.0,21.0,3.0,,,,83.0,77.0,7.5,13.0,0.16172,1,,4.0,36.0,44.0,3.0,1.0,,1.0,1.0,,1.0,,,,,,2.0,1.0,1.0,1.0,2.0,,0.0999,4.0,,,,,,,True,1.0,0.2233,,,,,,,,,
12530689,home,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,20,20,False,57.0,51.0,4.0,0.0,23.0,23.0,8.0,,,,90.0,72.0,7.6,6.0,0.0263721,1,,2.0,28.0,34.0,,,,2.0,9.0,,,2.0,2.0,,1.0,,1.0,3.0,4.0,2.0,,3.0,0.0508,2.0,1.0,,1.0,,,,,,,,,,,,,,,
12530689,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,61,172,50,M,859783,EUR,917136000,M,25,25,False,57.0,48.0,3.0,0.0,17.0,19.0,6.0,,,,90.0,74.0,7.2,14.0,0.592411,3,,2.0,31.0,39.0,1.0,,1.0,5.0,5.0,2.0,,2.0,,,,3.0,1.0,2.0,3.0,2.0,2.0,1.0,0.1783,3.0,,,1.0,,,,,,,1.0,,,,,,,,
12530689,home,Gaziantep FK,Halil Dervişoğlu,halil-dervisoglu,H. Dervişoğlu,F,11,183,812,M,930775,EUR,944611200,M,9,9,False,22.0,17.0,,1.0,1.0,1.0,9.0,,,,71.0,32.0,8.4,11.0,0.257626,1,,,16.0,21.0,,,1.0,5.0,2.0,,1.0,2.0,1.0,1.0,,,,1.0,,,4.0,,0.2886,4.0,1.0,,2.0,,,,,1.0,0.2971,,1.0,,,,,,,
12530689,home,Gaziantep FK,David Okereke,david-okereke,D. Okereke,F,77,182,891,M,831290,EUR,872812800,M,77,77,False,35.0,30.0,1.0,1.0,6.0,7.0,3.0,,,,89.0,51.0,7.5,13.0,0.283157,3,,1.0,24.0,29.0,1.0,,,3.0,3.0,,,3.0,1.0,1.0,3.0,,1.0,,,,4.0,2.0,0.1143,1.0,1.0,,,,,,,,,,,,,,,,,
