match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,stat_lastManTackle,player_firstName,player_lastName,stat_fouls,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,captain,stat_outfielderBlock,stat_interceptionWon,stat_bigChanceMissed,stat_punches,stat_totalOffside
12117349,home,Flamengo,Agustín Rossi,agustin-rossi,A. Rossi,G,1,195,10864,M,AgustinRossi,1140986,EUR,808963200,G,1,1,False,16.0,15.0,3.0,2.0,0.0,14.0,14.0,1.0,2.0,7.0,1.0,2.0,1.0,3.0,90.0,25.0,6.2,1.0,0.00015334,0,-1.204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117349,home,Flamengo,Wesley,wesley-franca,Wesley,D,43,178,26920,M,WesleyFranca03,1134200,EUR,1062806400,D,43,43,False,52.0,46.0,,,0.0,9.0,11.0,38.0,45.0,4.0,,,,,81.0,81.0,7.4,12.0,0.0891443,2,,4.0,1.0,1.0,4.0,4.0,10.0,1.0,6.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.1382,0.0852,2.0,,,,,,,,,,,,,,
12117349,home,Flamengo,Léo Ortiz,leo-ortiz,L. Ortiz,D,3,185,10970,M,leortiz33,869643,EUR,820627200,D,3,3,False,83.0,75.0,4.0,2.0,0.0,34.0,35.0,41.0,48.0,4.0,,,,,90.0,93.0,6.9,9.0,0.0220935,0,,,,2.0,2.0,4.0,4.0,1.0,1.0,1.0,,,6.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,
12117349,home,Flamengo,David Luiz,david-luiz,D. Luiz,D,4,189,22748,M,davidluiz23,21300,EUR,546048000,D,23,23,False,77.0,71.0,8.0,5.0,0.0,29.0,29.0,42.0,48.0,2.0,,,,,90.0,81.0,6.8,6.0,0.0437879,1,,,,,2.0,2.0,3.0,,,,1.0,,,,,,1.0,0.1858,,,,,,,2.0,,,,,,,,,
12117349,home,Flamengo,Ayrton Lucas,ayrton-lucas,A. Lucas,D,6,180,7146,M,AyrtonLucas,818473,EUR,866678400,D,6,6,False,65.0,57.0,2.0,2.0,0.0,16.0,16.0,41.0,52.0,5.0,,,,,90.0,85.0,8.2,11.0,0.116049,4,,3.0,,,2.0,1.0,7.0,,,,,1.0,1.0,4.0,3.0,,1.0,0.1311,0.5236,1.0,,,,,1.0,1.0,3.0,1.0,,,,,,
12117349,home,Flamengo,Gerson,gerson,Gerson,M,11,185,29672,M,gerson_santos,611876,EUR,864086400,M,8,8,False,57.0,49.0,3.0,2.0,0.0,3.0,4.0,46.0,54.0,6.0,,,,,90.0,79.0,7.4,16.0,0.150401,1,,1.0,,,2.0,4.0,8.0,,7.0,3.0,1.0,,,1.0,,3.0,2.0,0.082,,3.0,,,,,,,,,True,1.0,,,,
12117349,home,Flamengo,Erick Pulgar,erick-pulgar,E. Pulgar,M,5,186,12411,M,erick05,590262,EUR,758592000,M,5,5,False,84.0,73.0,2.0,2.0,2.0,23.0,25.0,50.0,60.0,4.0,,,,,90.0,95.0,8.2,13.0,0.353949,0,,1.0,,2.0,3.0,3.0,4.0,1.0,1.0,1.0,,,,,,1.0,,,,2.0,,,,,,1.0,,,,,2.0,,,
12117349,home,Flamengo,Evertton Araujo,evertton,E. Araujo,M,52,185,4689,M,,1145106,EUR,1046390400,M,52,52,False,55.0,51.0,2.0,1.0,0.0,13.0,14.0,39.0,42.0,3.0,,,,,55.0,65.0,6.9,6.0,0.0901424,2,,1.0,1.0,1.0,,3.0,1.0,,,,1.0,,,1.0,,1.0,,0.1035,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,,,
12117349,home,Flamengo,Bruno Henrique,bruno-henrique,B. Henrique,F,27,184,33811,M,B.henrique,795291,EUR,662515200,M,27,27,False,14.0,12.0,,,0.0,2.0,2.0,10.0,13.0,3.0,,,,,55.0,27.0,6.5,7.0,0.0258637,0,,1.0,,2.0,,6.0,4.0,1.0,1.0,,,,,4.0,,2.0,,,,,1.0,,,,1.0,,,,,,1.0,,,
12117349,home,Flamengo,Gonzalo Plata,gonzalo-plata,G. Plata,M,19,178,20442,M,gonzaloplata,937937,EUR,973036800,F,45,45,False,24.0,21.0,,,0.0,1.0,1.0,21.0,26.0,2.0,,,,,62.0,39.0,7.2,7.0,0.345149,1,,3.0,1.0,3.0,,6.0,4.0,,4.0,3.0,,1.0,,1.0,1.0,1.0,,0.093,0.2658,4.0,,,,,2.0,,,,,,1.0,1.0,,
