match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_aerialLost,stat_duelLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_outfielderBlock,stat_totalContest,stat_totalTackle,stat_errorLeadToAShot,stat_totalCross,stat_dispossessed,stat_interceptionWon,stat_wonTackle,stat_totalOffside,player_sofascoreId,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_penaltyFaced,stat_wonContest,stat_penaltyConceded
12437882,home,Leganés,Marko Dmitrović,marko-dmitrovic,M. Dmitrović,G,13,194,1184,M,94527,EUR,696211200,G,13,13,False,24.0,9.0,18.0,3.0,0.0,6.0,9.0,3.0,15.0,2.0,2.0,3.0,8.0,1.0,4.0,5.0,2.0,1.0,1.0,90.0,37.0,7.5,16.0,0.00090886,0,0.9413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437882,home,Leganés,Sergio González,sergio-gonzalez,S. González,D,4,186,271,M,377234,EUR,703728000,D,6,6,False,57.0,51.0,5.0,3.0,0.0,34.0,36.0,17.0,21.0,3.0,4.0,3.0,1.0,,,,,,,90.0,64.0,7.1,7.0,0.0109864,1,,,,True,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1003,0.7832,,,,,,,,,,,,,,,,,,,,
12437882,home,Leganés,Matija Nastasić,matija-nastasic,M. Nastasić,D,15,188,481,M,98440,EUR,733276800,D,22,22,False,26.0,21.0,7.0,3.0,0.0,18.0,19.0,3.0,7.0,,,3.0,,,,,,,,60.0,30.0,6.5,5.0,0.00221464,0,,,,,2.0,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12437882,home,Leganés,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,D,5,5,False,42.0,37.0,6.0,2.0,0.0,22.0,23.0,15.0,19.0,1.0,3.0,2.0,4.0,,,,,,,90.0,56.0,6.2,11.0,0.0189268,1,,,,,1.0,5.0,,1.0,4.0,1.0,2.0,,0.0255,0.0219,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
12437882,home,Leganés,Valentin Rosier,valentin-rosier,V. Rosier,D,19,175,797,M,842419,EUR,840412800,M,12,12,False,43.0,38.0,2.0,1.0,0.0,15.0,16.0,23.0,32.0,,1.0,5.0,5.0,,,,,,,90.0,75.0,7.1,14.0,0.0188363,1,,,,,,4.0,,1.0,1.0,,2.0,,0.0472,0.3371,,1.0,1.0,1.0,,5.0,1.0,4.0,1.0,1.0,,,,,,,,,,
12437882,home,Leganés,Seydouba Cisse,seydouba-cisse,S. Cisse,M,8,172,3843,M,906065,EUR,981763200,M,8,8,False,54.0,45.0,2.0,,0.0,21.0,22.0,24.0,32.0,1.0,3.0,3.0,8.0,,,,,,,90.0,61.0,6.8,10.0,0.0233188,1,,,,,1.0,3.0,,,1.0,,2.0,,0.042,,,,,2.0,,,,,2.0,,seydoubacisse32,1.0,,,,,,,,
12437882,home,Leganés,Yvan Neyou,yvan-neyou,Y. Neyou,M,5,180,972,M,869931,EUR,852249600,M,17,17,False,51.0,45.0,3.0,2.0,0.0,13.0,13.0,32.0,39.0,1.0,2.0,,1.0,,,,,,,90.0,62.0,6.9,11.0,0.0472183,0,,,,,3.0,6.0,,,2.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,
12437882,home,Leganés,Javier Hernández,javier-hernandez,J. Hernández,D,26,181,457,M,1031658,EUR,894067200,M,20,20,False,25.0,19.0,2.0,1.0,0.0,12.0,13.0,7.0,14.0,,2.0,3.0,5.0,,,,,,,82.0,43.0,6.6,11.0,0.00414895,1,,,,,3.0,6.0,,,,1.0,2.0,,0.0216,,,,,1.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,
12437882,home,Leganés,Dani Raba,dani-raba,D. Raba,F,19,184,999,M,873947,EUR,814924800,F,10,10,False,32.0,28.0,2.0,1.0,0.0,8.0,8.0,21.0,29.0,,5.0,1.0,1.0,,,,,,,90.0,56.0,7.7,14.0,0.189981,3,,,,,1.0,8.0,,2.0,3.0,5.0,5.0,,1.1073,1.1701,,,1.0,,,5.0,2.0,2.0,,,,,3.0,1.0,1.0,1.0,1.0,,,
12437882,home,Leganés,Juan Cruz,juan-cruz,J. Cruz,M,10,179,541,M,936234,EUR,956620800,F,11,11,False,31.0,26.0,1.0,,0.0,6.0,7.0,21.0,28.0,1.0,2.0,,8.0,,,,,,,90.0,44.0,6.8,11.0,0.183311,3,,,,,,2.0,,1.0,,1.0,,,0.0819,0.0889,,,2.0,,,4.0,,,,1.0,,,1.0,1.0,,2.0,,,,
