match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_height,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,captain,stat_unsuccessfulTouch,stat_wonContest,stat_onTargetScoringAttempt,stat_accurateCross,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_totalOffside,stat_goals
11689335,home,GVVV,Jan van Willige,Jan,van Willige,jan-van-willige,J. v. Willige,G,1,2,M,920160,EUR,933638400,G,1,1,False,26.0,6.0,24.0,4.0,2.0,5.0,4.0,21.0,1.0,1.0,2.0,5.0,1.0,4.0,2.0,1.0,1.0,90.0,34.0,7.5,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,
11689335,home,GVVV,Quiermo Dumay,Quiermo Dumay,,quiermo-dumay,Q. Dumay,D,22,14,M,1048049,EUR,981763200,D,22,22,False,34.0,25.0,6.0,3.0,11.0,14.0,14.0,22.0,1.0,4.0,4.0,8.0,,,,,,90.0,65.0,7.2,19.0,0,181.0,2.0,2.0,7.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,
11689335,home,GVVV,Barry Maguire,Barry,Maguire,barry-maguire,B. Maguire,D,8,13,M,32342,EUR,625449600,D,8,8,False,35.0,23.0,7.0,4.0,14.0,20.0,9.0,21.0,2.0,7.0,7.0,15.0,,,,,,90.0,61.0,7.6,19.0,1,180.0,6.0,2.0,4.0,,,4.0,3.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,
11689335,home,GVVV,Mitchel Willems,Mitchel,Willems,mitchel-willems,M. Willems,D,3,3,M,1002672,EUR,919296000,D,3,3,False,23.0,17.0,3.0,2.0,13.0,15.0,4.0,8.0,,6.0,1.0,5.0,,,,,,79.0,33.0,7.3,6.0,0,185.0,,2.0,6.0,,,3.0,6.0,4.0,,2.0,,,2.0,1.0,1.0,,,,,,,,,
11689335,home,GVVV,Taoufik Adnane,,,taoufik-adnane,T. Adnane,D,,1,M,899583,EUR,499564800,D,5,5,False,31.0,13.0,15.0,1.0,6.0,10.0,7.0,22.0,1.0,1.0,2.0,13.0,,,,,,90.0,43.0,6.4,21.0,0,176.0,1.0,2.0,6.0,,,1.0,,,,2.0,,,2.0,,,True,2.0,,,,,,,
11689335,home,GVVV,Justin Spies,Justin Spies,,justin-spies,J. Spies,F,21,9,M,1145359,EUR,987033600,M,21,21,False,29.0,17.0,2.0,2.0,3.0,8.0,14.0,21.0,2.0,8.0,2.0,5.0,,,,,,74.0,47.0,7.3,18.0,1,186.0,,4.0,5.0,2.0,,1.0,1.0,1.0,3.0,,,,1.0,,,,3.0,2.0,1.0,,,,,
11689335,home,GVVV,Mart de Jong,Mart,de Jong,mart-de-jong,M. d. Jong,M,25,1,M,757910,EUR,816912000,M,25,25,False,30.0,18.0,7.0,3.0,9.0,10.0,9.0,20.0,4.0,7.0,,7.0,,,,,,90.0,42.0,7.1,16.0,0,180.0,,2.0,4.0,,,3.0,3.0,3.0,,2.0,,,,,,,4.0,,,,,,,
11689335,home,GVVV,Danny de Leeuw,Danny,de Leeuw,danny-de-leeuw,D. d. Leeuw,M,15,1,M,899576,EUR,619660800,M,15,15,False,25.0,16.0,1.0,,6.0,9.0,10.0,16.0,1.0,2.0,1.0,9.0,,,,,,90.0,39.0,6.7,13.0,0,188.0,,,3.0,1.0,,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,2.0,,,,,,,
11689335,home,GVVV,Genrich Sillé,Genrich Sillé,,genrich-sille,G. Sillé,F,7,41,M,1418029,EUR,1015286400,F,11,11,False,22.0,16.0,,,4.0,5.0,13.0,22.0,,5.0,1.0,4.0,,,,,,74.0,44.0,7.4,12.0,3,165.0,5.0,3.0,7.0,2.0,,2.0,4.0,3.0,,,,,3.0,,,,1.0,1.0,2.0,1.0,1.0,,,
11689335,home,GVVV,Leroy George,,,leroy-george,L. George,M,,13,M,22132,EUR,545961600,F,41,41,False,24.0,19.0,3.0,2.0,2.0,3.0,17.0,29.0,,4.0,2.0,2.0,,,,,,89.0,50.0,7.0,22.0,1,175.0,8.0,1.0,3.0,3.0,,1.0,,,2.0,,1.0,,,,1.0,,6.0,2.0,,,1.0,,,
11689335,home,GVVV,Byron Burgering,,,byron-burgering,B. Burgering,F,7,110,M,991680,EUR,943747200,F,17,17,False,11.0,6.0,1.0,,2.0,4.0,5.0,11.0,,2.0,,6.0,,,,,,90.0,30.0,5.9,17.0,3,174.0,4.0,,5.0,4.0,,,,,,2.0,,2.0,1.0,,,,5.0,2.0,1.0,1.0,,2.0,1.0,
11689335,home,GVVV,Quincy Veenhof,,,quincy-veenhof,Q. Veenhof,M,10,9,M,994380,EUR,912384000,M,10,10,True,6.0,3.0,,,1.0,1.0,3.0,6.0,,1.0,,,,,,,,16.0,9.0,6.5,3.0,0,195.0,1.0,2.0,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,
