match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_fouls,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,player_firstName,player_lastName,stat_wonContest,stat_totalOffside,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,captain,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_punches,stat_errorLeadToAGoal,stat_ownGoals
10385613,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,27.0,14.0,16.0,3.0,13.0,14.0,1.0,13.0,1.0,7.0,1.0,1.0,2.0,4.0,1.0,1.0,90.0,36.0,7.9,13.0,0.00010077,0,0.5287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385613,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,D,22,22,False,32.0,20.0,3.0,,12.0,17.0,9.0,17.0,4.0,8.0,1.0,,,,,,90.0,59.0,6.6,16.0,0.00761887,0,,nelsonsemedo50,2.0,1.0,1.0,6.0,1.0,2.0,5.0,1.0,3.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
10385613,home,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,50027,EUR,641952000,D,15,15,False,47.0,37.0,10.0,6.0,21.0,24.0,16.0,23.0,6.0,4.0,2.0,,,,,,90.0,57.0,7.4,10.0,0.0167254,1,,,,,2.0,4.0,,,4.0,,,,,,2.0,4.0,1.0,2.0,0.1224,,,,,,,,,,,,,,,,,
10385613,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,54.0,47.0,10.0,8.0,30.0,35.0,17.0,19.0,6.0,2.0,,,,,,,90.0,62.0,7.6,7.0,0.00484726,1,,,,,,2.0,,,5.0,,,,,,2.0,6.0,1.0,2.0,0.0896,,,,,,,,,,,,,,,,,
10385613,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,695,M,1013928,EUR,1032307200,D,64,64,False,31.0,24.0,3.0,2.0,13.0,14.0,13.0,22.0,5.0,4.0,,,,,,,79.0,52.0,7.1,12.0,0.147948,0,,,5.0,2.0,2.0,5.0,1.0,2.0,4.0,,2.0,1.0,,,1.0,2.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,
10385613,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,M,11,11,False,10.0,6.0,,,4.0,4.0,2.0,7.0,10.0,4.0,2.0,,,,,,79.0,30.0,7.0,7.0,0.00048936,3,,Hwangso,1.0,,2.0,7.0,2.0,2.0,1.0,1.0,5.0,2.0,,,1.0,2.0,1.0,,0.1507,,,1.0,1.0,,1.0,2.0,,,,,,,,,,
10385613,home,Wolverhampton,Rúben Neves,ruben-neves,R. Neves,M,8,181,15401,M,280955,EUR,858211200,M,8,8,False,47.0,37.0,17.0,10.0,18.0,22.0,21.0,30.0,10.0,9.0,2.0,,,,,,90.0,78.0,8.8,17.0,0.105356,2,,rubenneves,5.0,2.0,,3.0,2.0,2.0,2.0,4.0,4.0,2.0,,2.0,1.0,2.0,,1.0,0.8131,,,2.0,,2.0,,,True,2.0,1.0,1.0631,,,,,,
10385613,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,5,5,False,21.0,15.0,3.0,,7.0,9.0,8.0,12.0,4.0,8.0,1.0,,,,,,90.0,31.0,6.6,7.0,0.0077918,1,,,,,,2.0,2.0,,2.0,,2.0,,,1.0,,1.0,1.0,,0.021,,,,,,,,,,,,,,,,,
10385613,home,Wolverhampton,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,945122,EUR,904176000,M,27,27,False,19.0,18.0,,,11.0,11.0,7.0,8.0,4.0,3.0,1.0,,,,,,89.0,33.0,6.8,3.0,0.00795822,0,,matheusnunes,,,2.0,5.0,1.0,2.0,1.0,1.0,2.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,
10385613,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,12,12,False,4.0,3.0,,,1.0,1.0,2.0,3.0,4.0,3.0,3.0,,,,,,68.0,14.0,6.6,4.0,0.00086574,0,,Cunha,,,1.0,3.0,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,
