match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialWon,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_wonContest,player_lastName,stat_blockedScoringAttempt,player_sofascoreId,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goals,stat_totalOffside
12117221,home,Athletico,Mycael,Mycael,mycael,Mycael,G,1,191,790,M,1128850,EUR,1079049600,G,41,41,False,17.0,14.0,4.0,1.0,0.0,14.0,14.0,3.0,1.0,12.0,7.0,8.0,90.0,36.0,8.4,3.0,6.4e-05,0,0.593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117221,home,Athletico,Erick,,erick,Erick,M,14,176,1116,M,874063,EUR,879465600,D,26,26,False,30.0,27.0,2.0,2.0,0.0,14.0,14.0,16.0,,3.0,,,45.0,36.0,6.3,6.0,0.00655913,0,,True,13.0,2.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117221,home,Athletico,Kaique Rocha,,kaique-rocha,K. Rocha,D,27,195,456,M,963990,EUR,983318400,D,4,4,False,50.0,43.0,4.0,2.0,0.0,31.0,33.0,17.0,5.0,6.0,,,90.0,66.0,6.5,10.0,0.00520524,0,,,12.0,,5.0,1.0,1.0,1.0,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12117221,home,Athletico,Mateo Gamarra,,gamarra-mateo,M. Gamarra,D,14,185,727,M,1085451,EUR,972000000,D,15,15,False,47.0,29.0,14.0,2.0,0.0,18.0,21.0,26.0,3.0,5.0,,,90.0,64.0,7.1,19.0,0.00646768,3,,,11.0,2.0,3.0,,1.0,2.0,,3.0,5.0,,2.0,1.0,,,,1.0,2.0,1.0,1.0,0.0784,0.0635,,,,,,,,,,,,,,
12117221,home,Athletico,Lucas Esquivel,Lucas Esquivel,lucas-esquivel,L. Esquivel,D,37,183,1067,M,1087079,EUR,1003017600,D,37,37,False,41.0,28.0,7.0,2.0,0.0,17.0,23.0,23.0,5.0,6.0,,,90.0,64.0,7.0,19.0,0.0428764,1,,,12.0,,2.0,1.0,,2.0,,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,0.0173,0.1295,5.0,1.0,,,,,,,,,,,,
12117221,home,Athletico,Tomás Cuello,,tomas-cuello,T. Cuello,M,28,176,1951,M,871273,EUR,952214400,M,28,28,False,17.0,10.0,3.0,1.0,0.0,4.0,6.0,15.0,,3.0,,,58.0,38.0,6.1,16.0,0.0113672,1,,,6.0,2.0,7.0,,,1.0,,,3.0,7.0,,1.0,,,,1.0,,,,0.0251,,4.0,,2.0,,,,,,,,,,,
12117221,home,Athletico,Christian,,christian,Christian,M,88,178,1761,M,981733,EUR,977184000,M,88,88,False,28.0,24.0,3.0,1.0,0.0,9.0,12.0,18.0,1.0,4.0,,,80.0,35.0,6.2,8.0,0.027733,1,,,15.0,1.0,5.0,2.0,,,1.0,,,1.0,1.0,,,2.0,,1.0,,,,0.1041,,2.0,,,,,,,,,,,,,
12117221,home,Athletico,Gabriel Girotto,,gabriel-girotto,Gabriel,M,6,171,540,M,242052,EUR,710726400,M,3,3,False,69.0,59.0,4.0,3.0,0.0,27.0,31.0,38.0,,4.0,,,90.0,80.0,7.0,10.0,0.0227978,0,,,32.0,2.0,9.0,6.0,,1.0,,2.0,10.0,,,7.0,5.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
12117221,home,Athletico,Agustín Canobbio,,agustin-canobbio,A. Canobbio,M,17,175,3082,M,846413,EUR,907200000,M,14,14,False,28.0,22.0,3.0,1.0,0.0,5.0,7.0,25.0,1.0,8.0,,,90.0,60.0,7.1,17.0,0.0474457,3,,,18.0,1.0,10.0,2.0,3.0,,2.0,2.0,12.0,5.0,,3.0,2.0,1.0,,1.0,2.0,,5.0,0.1784,0.1442,4.0,1.0,2.0,,,,,,,,,,,
12117221,home,Athletico,Gonzalo Mastriani,,gonzalo-mastriani,G. Mastriani,F,39,180,1585,M,345847,EUR,735955200,F,9,9,False,8.0,7.0,,,0.0,6.0,6.0,2.0,,1.0,,,45.0,13.0,6.7,3.0,0.00743392,1,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,0.0557,0.0554,,,,,,,,,,,,,,
