match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialWon,stat_outfielderBlock,stat_fouls,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_totalCross,stat_accurateCross,stat_totalOffside,captain,stat_dispossessed,stat_keyPass,stat_totalContest,stat_wonContest,player_sofascoreId,stat_bigChanceCreated,stat_lastManTackle,stat_errorLeadToAShot,stat_bigChanceMissed,stat_goals
12436871,home,Ipswich Town,Christian Walton,,,christian-walton,C. Walton,G,28,196,230,M,198038,EUR,815875200,G,28,28,False,35.0,26.0,15.0,6.0,0.0,21.0,22.0,5.0,13.0,1.0,1.0,10.0,1.0,3.0,3.0,1.0,1.0,90.0,48.0,6.8,9.0,0.00107054,0,0.3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436871,home,Ipswich Town,Axel Tuanzebe,,,axel-tuanzebe,A. Tuanzebe,D,6,185,6307,M,817979,EUR,879465600,D,40,40,False,24.0,22.0,2.0,1.0,0.0,16.0,17.0,6.0,7.0,5.0,2.0,2.0,,,,,,74.0,40.0,6.5,5.0,0.00340084,1,,3.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0686,,,,,,,,,,,,,,,,,,,,
12436871,home,Ipswich Town,Luke Woolfenden,,,luke-woolfenden,L. Woolfenden,D,26,193,197,M,893478,EUR,908928000,D,6,6,False,52.0,47.0,6.0,2.0,0.0,38.0,39.0,9.0,13.0,2.0,,3.0,,,,,,90.0,75.0,7.0,7.0,0.00305663,0,,1.0,1.0,,7.0,4.0,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12436871,home,Ipswich Town,Jacob Greaves,,,jacob-greaves,J. Greaves,D,24,193,527,M,990821,EUR,968716800,D,24,24,False,30.0,25.0,2.0,1.0,0.0,17.0,18.0,8.0,12.0,2.0,,2.0,,,,,,90.0,48.0,7.2,5.0,0.00447191,2,,2.0,6.0,,8.0,2.0,,,,3.0,0.0956,3.0,1.0,,1.0,1.0,0.0467,,,,,,,,,,,,,,
12436871,home,Ipswich Town,Leif Davis,,,leif-davis,L. Davis,D,3,182,985,M,963493,EUR,946598400,D,3,3,False,29.0,24.0,3.0,,0.0,11.0,12.0,14.0,22.0,3.0,1.0,2.0,,,,,,90.0,53.0,6.6,14.0,0.0245747,0,,,5.0,,4.0,,4.0,2.0,2.0,1.0,,,,2.0,,,,5.0,1.0,1.0,,,,,,,,,,,
12436871,home,Ipswich Town,Sam Morsy,,,sam-morsy,S. Morsy,M,40,175,1814,M,108515,EUR,684460800,M,5,5,False,45.0,36.0,6.0,3.0,0.0,21.0,24.0,16.0,22.0,3.0,1.0,4.0,,,,,,90.0,58.0,6.9,12.0,0.0843669,0,,1.0,8.0,,1.0,,5.0,1.0,1.0,2.0,,1.0,,,,,,1.0,1.0,,True,1.0,1.0,,,,,,,,
12436871,home,Ipswich Town,Massimo Luongo,,,massimo-luongo,M. Luongo,M,21,174,256,M,204300,EUR,717379200,M,25,25,False,19.0,16.0,1.0,,0.0,8.0,10.0,8.0,9.0,1.0,,4.0,,,,,,65.0,27.0,6.9,4.0,0.0039222,0,,,4.0,,1.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
12436871,home,Ipswich Town,Wes Burns,,,wes-burns,W. Burns,M,7,173,187,M,305302,EUR,784684800,M,7,7,False,13.0,8.0,1.0,1.0,0.0,3.0,4.0,5.0,10.0,4.0,,3.0,,,,,,57.0,22.0,6.4,9.0,0.00303521,0,,1.0,2.0,,,,,,1.0,1.0,,1.0,,2.0,,,,1.0,,,,1.0,,1.0,,,,,,,
12436871,home,Ipswich Town,Conor Chaplin,,,conor-chaplin,C. Chaplin,M,36,170,452,M,784625,EUR,856051200,M,10,10,False,23.0,16.0,3.0,2.0,0.0,8.0,10.0,8.0,13.0,3.0,,2.0,,,,,,65.0,30.0,6.8,7.0,0.00939918,0,,3.0,4.0,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,
12436871,home,Ipswich Town,Omari Hutchinson,,,omari-hutchinson,O. Hutchinson,M,21,174,3680,M,1090963,EUR,1067385600,M,20,20,False,18.0,10.0,2.0,,0.0,6.0,7.0,4.0,12.0,6.0,1.0,6.0,,,,,,90.0,33.0,6.8,12.0,0.0151337,3,,3.0,7.0,1.0,,,,,1.0,4.0,0.2723,,1.0,1.0,1.0,1.0,0.1971,1.0,,,,,,4.0,3.0,,,,,,
