match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_accurateCross,stat_keyPass,captain,stat_blockedScoringAttempt,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_goalAssist
10433839,home,İstanbulspor,David Jensen,david-jensen,D. Jensen,G,195,47,M,47860,EUR,701481600,G,1,1,False,29.0,24.0,11.0,6.0,20.0,22.0,4.0,7.0,13.0,2.0,5.0,90.0,42.0,7.0,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433839,home,İstanbulspor,Okan Erdoğan,okan-erdogan,O. Erdoğan,D,185,54,M,881213,EUR,907027200,D,23,23,False,57.0,46.0,10.0,5.0,28.0,30.0,18.0,28.0,7.0,,,90.0,76.0,7.2,14.0,0,3,1.0,1.0,2.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
10433839,home,İstanbulspor,Mehmet Yeşil,mehmet-yesil,M. Yeşil,D,188,48,M,840639,EUR,896572800,D,4,4,False,63.0,49.0,15.0,5.0,39.0,43.0,10.0,21.0,5.0,,,90.0,79.0,6.8,16.0,0,21,1.0,,1.0,,8.0,,,,,5.0,1.0,,5.0,4.0,2.0,,1.0,,,,,,,,,,,,,,
10433839,home,İstanbulspor,Adi Mehremić,adi-mehremic,A. Mehremić,D,188,26,M,152110,EUR,704246400,D,88,88,False,50.0,40.0,7.0,4.0,28.0,30.0,12.0,20.0,4.0,,,62.0,58.0,6.5,11.0,0,4,,1.0,5.0,4.0,7.0,2.0,1.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10433839,home,İstanbulspor,Oğuzhan Berber,oguzhan-berber,O. Berber,D,176,11,M,148926,EUR,702864000,M,13,13,False,43.0,34.0,5.0,2.0,26.0,30.0,9.0,15.0,2.0,,,90.0,70.0,6.4,15.0,0,13,2.0,1.0,,4.0,1.0,,3.0,,,4.0,,2.0,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,
10433839,home,İstanbulspor,Eduart Rroca,eduart-rroca,E. Rroca,M,182,79,M,938181,EUR,743817600,M,10,10,False,47.0,34.0,2.0,1.0,11.0,12.0,23.0,36.0,8.0,,,77.0,59.0,6.9,15.0,1,8,1.0,2.0,,5.0,3.0,,,2.0,1.0,,,1.0,2.0,,,2.0,,,,,1.0,True,1.0,,,,,,,,
10433839,home,İstanbulspor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,179,36,M,816571,EUR,886982400,M,24,24,False,54.0,46.0,3.0,3.0,23.0,24.0,23.0,30.0,14.0,,,90.0,71.0,6.7,16.0,0,24,,2.0,2.0,7.0,7.0,,,2.0,,,,1.0,3.0,3.0,2.0,4.0,3.0,,,,,,,,,,,,,,
10433839,home,İstanbulspor,Tuncer Duhan Aksu,tuncer-duhan-aksu,T. D. Aksu,D,183,18,M,893007,EUR,873936000,M,3,3,False,42.0,37.0,1.0,1.0,18.0,20.0,23.0,28.0,6.0,,,90.0,64.0,7.3,9.0,0,3,6.0,,1.0,2.0,5.0,,,3.0,1.0,,,1.0,2.0,1.0,1.0,,,,,4.0,4.0,,,,,,,,,,
10433839,home,İstanbulspor,Jetmir Topalli,jetmir-topalli,J. Topalli,M,180,102,M,987126,EUR,886809600,F,98,98,False,31.0,23.0,3.0,1.0,6.0,9.0,18.0,24.0,9.0,,,90.0,61.0,6.3,22.0,1,98,2.0,1.0,,15.0,6.0,1.0,5.0,9.0,2.0,1.0,,,2.0,,2.0,1.0,1.0,,,1.0,,,,1.0,2.0,,,,,,
10433839,home,İstanbulspor,Valon Ethemi,valon-ethemi,V. Ethemi,M,179,121,M,904945,EUR,875836800,F,27,27,False,23.0,18.0,1.0,,3.0,4.0,16.0,24.0,3.0,,,90.0,44.0,7.9,13.0,3,27,5.0,,2.0,2.0,8.0,,,5.0,5.0,,,,,,1.0,2.0,3.0,,,1.0,2.0,,1.0,1.0,,1.0,1.0,1.0,,,
