match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,stat_lastManTackle,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalCross,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAShot,stat_clearanceOffLine,player_sofascoreId
12499829,home,Borussia M'gladbach,Moritz Nicolas,moritz-nicolas,M. Nicolas,G,33,193,411,M,578166,EUR,877392000,G,33,33,False,47.0,43.0,11.0,7.0,0.0,41.0,44.0,2.0,3.0,1.0,1.0,2.0,10.0,3.0,3.0,1.0,1.0,90.0,57.0,7.5,4.0,0.00062934,0,0.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499829,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,False,6.0,4.0,,,0.0,4.0,5.0,,1.0,,,,1.0,,,,,21.0,12.0,6.7,3.0,0.00022403,0,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499829,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,False,87.0,85.0,4.0,2.0,1.0,71.0,73.0,14.0,14.0,1.0,1.0,8.0,6.0,,,,,90.0,101.0,8.4,2.0,0.00673625,2,,6.0,7.0,1.0,1.0,,1.0,2.0,2.0,1.0,0.0921,1.0,,,,,,,,,,,,,,,,,,,,,,
12499829,home,Borussia M'gladbach,Ko Itakura,ko-itakura,K. Itakura,D,4,189,3073,M,790989,EUR,854323200,D,3,3,False,65.0,63.0,3.0,1.0,0.0,55.0,56.0,8.0,9.0,2.0,4.0,5.0,2.0,,,,,90.0,83.0,7.5,4.0,0.0136129,1,,,3.0,1.0,1.0,1.0,,1.0,,,0.118,2.0,,,1.0,1.0,2.0,2.0,3.0,,,,,,,,,,,,,,,
12499829,home,Borussia M'gladbach,Lukas Ullrich,lukas-ullrich,L. Ullrich,D,26,177,362,M,1083382,EUR,1079395200,D,26,26,False,21.0,12.0,3.0,,0.0,10.0,14.0,2.0,9.0,,2.0,2.0,2.0,,,,,66.0,33.0,6.7,11.0,0.00086177,2,,,1.0,,,,,1.0,1.0,,0.1582,,Lukas Ullrich,,1.0,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.5596,,,,,,,,,
12499829,home,Borussia M'gladbach,Rocco Reitz,rocco-reitz,R. Reitz,M,27,175,1025,M,1048650,EUR,1022630400,M,27,27,False,50.0,44.0,3.0,,0.0,26.0,28.0,18.0,22.0,1.0,5.0,2.0,4.0,,,,,89.0,61.0,6.6,7.0,0.0205953,0,,,4.0,2.0,,,,,,,,,,,2.0,1.0,,,1.0,,,,2.0,1.0,,,,,,,,,,
12499829,home,Borussia M'gladbach,Julian Weigl,julian-weigl,J. Weigl,M,5,186,1190,M,237068,EUR,810518400,M,8,8,False,70.0,63.0,4.0,2.0,0.0,45.0,49.0,18.0,21.0,1.0,2.0,3.0,8.0,,,,,90.0,84.0,7.4,8.0,0.0411357,0,,2.0,4.0,,,1.0,,,2.0,,,,,,,,,,5.0,,,,2.0,1.0,,True,,,,,,,,
12499829,home,Borussia M'gladbach,Franck Honorat,franck-honorat,F. Honorat,M,9,180,718,M,280453,EUR,839721600,M,9,9,False,31.0,27.0,,,0.0,7.0,9.0,22.0,32.0,,1.0,1.0,1.0,,,,,90.0,58.0,8.0,14.0,0.511363,5,,1.0,3.0,1.0,1.0,1.0,1.0,3.0,,,0.212,5.0,,,,,2.0,1.0,2.0,10.0,,,,,,,2.0,2.0,,,,,,
12499829,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,M,14,14,False,36.0,25.0,2.0,1.0,0.0,8.0,12.0,17.0,25.0,,4.0,1.0,2.0,,,,,66.0,49.0,7.4,16.0,0.0638506,2,,1.0,3.0,,,1.0,1.0,,,,1.0848,1.0,,,,1.0,3.0,1.0,,1.0,1.0,2.0,1.0,1.0,0.9396,,,,1.0,,,,,
12499829,home,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,M,25,25,False,28.0,24.0,5.0,3.0,1.0,9.0,10.0,15.0,18.0,,2.0,,2.0,,,,,66.0,31.0,7.2,5.0,0.247228,0,,,1.0,,,1.0,1.0,,,,,1.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,
