match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_keyPass,captain,stat_aerialLost,stat_outfielderBlock,stat_shotOffTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goalAssist,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_punches,stat_clearanceOffLine,player_sofascoreId
10435518,home,West Bromwich Albion,Alex Palmer,,,alex-palmer,A. Palmer,G,1,190,226,M,796143,EUR,839635200,G,24,24,False,42.0,29.0,17.0,4.0,27.0,29.0,2.0,13.0,1.0,10.0,1.0,2.0,1.0,1.0,90.0,51.0,7.3,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10435518,home,West Bromwich Albion,Taylor Gardner-Hickman,,,taylor-gardner-hickman,T. Gardner-Hickman,M,5,188,108,M,1015368,EUR,1009670400,D,29,29,False,58.0,50.0,6.0,2.0,27.0,29.0,24.0,34.0,2.0,8.0,,,,,90.0,92.0,8.9,15.0,0,5.0,1.0,1.0,2.0,9.0,1.0,5.0,4.0,3.0,4.0,4.0,2.0,5.0,,,,,,,,,,,,,,,,,,
10435518,home,West Bromwich Albion,Kyle Bartley,,,kyle-bartley,K. Bartley,D,5,194,57,M,40671,EUR,674870400,D,5,5,False,38.0,35.0,3.0,1.0,31.0,34.0,4.0,4.0,2.0,4.0,,,,,70.0,42.0,6.8,3.0,0,,,1.0,1.0,1.0,,,,,,,,,True,1.0,1.0,,,,,,,,,,,,,,,
10435518,home,West Bromwich Albion,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188,661,M,856719,EUR,920505600,D,4,4,False,60.0,50.0,10.0,6.0,38.0,43.0,12.0,18.0,,6.0,,,,,90.0,74.0,7.4,12.0,0,1.0,,2.0,5.0,6.0,1.0,,,,3.0,4.0,1.0,,,4.0,,,,,,,,,,,,,,,,
10435518,home,West Bromwich Albion,Zachary Ashworth,Zachary Ashworth,,zachary-ashworth,Z. Ashworth,D,26,176,28,M,1083027,EUR,1031270400,D,26,26,False,58.0,51.0,1.0,,25.0,28.0,27.0,33.0,7.0,3.0,,,,,90.0,89.0,7.7,14.0,1,3.0,1.0,2.0,2.0,5.0,,,,,1.0,2.0,1.0,3.0,,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,
10435518,home,West Bromwich Albion,Okay Yokuşlu,,,okay-yokuslu,O. Yokuşlu,M,5,190,809,M,97967,EUR,763171200,M,35,35,False,33.0,30.0,,,21.0,21.0,9.0,12.0,1.0,5.0,,,,,61.0,42.0,7.0,4.0,0,,,,2.0,3.0,,,,,1.0,3.0,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,
10435518,home,West Bromwich Albion,Alex Mowatt,,,alex-mowatt,A. Mowatt,M,27,177,105,M,351498,EUR,792633600,M,27,27,False,62.0,54.0,4.0,2.0,28.0,31.0,26.0,31.0,,7.0,,,,,90.0,77.0,7.0,9.0,2,,,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,,2.0,2.0,1.0,1.0,1.0,,,,,,,,
10435518,home,West Bromwich Albion,Matt Phillips,,,matt-phillips,M. Phillips,M,25,183,62,M,36466,EUR,668822400,M,10,10,False,25.0,21.0,1.0,,8.0,10.0,16.0,22.0,,3.0,,,,,90.0,41.0,7.0,12.0,1,7.0,3.0,,3.0,1.0,2.0,,,,,1.0,1.0,1.0,,,1.0,,2.0,,,1.0,,1.0,1.0,,,,,,,
10435518,home,West Bromwich Albion,Callum Robinson,,,callum-robinson,C. Robinson,F,47,178,376,M,190851,EUR,791683200,M,7,7,False,47.0,37.0,5.0,4.0,13.0,18.0,25.0,30.0,,8.0,,,,,85.0,64.0,7.0,18.0,3,1.0,1.0,1.0,10.0,3.0,5.0,3.0,1.0,1.0,,,,1.0,,2.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,
10435518,home,West Bromwich Albion,Adam Reach,,,adam-reach,A. Reach,D,3,175,98,M,151174,EUR,728697600,M,20,20,False,25.0,21.0,,,6.0,6.0,16.0,26.0,,2.0,,,,,90.0,53.0,6.8,19.0,5,7.0,1.0,1.0,5.0,1.0,1.0,1.0,,,3.0,,,,,3.0,,2.0,3.0,,,,2.0,2.0,,,1.0,,,,,
