match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotValueNormalized,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_blockedScoringAttempt,player_firstName,captain,stat_onTargetScoringAttempt,player_lastName,stat_dispossessed,stat_goals,stat_savedShotsFromInsideTheBox,stat_totalOffside,stat_clearanceOffLine
14073442,home,Oxford United,Tom Bradshaw,tom-bradshaw,T. Bradshaw,F,9,178.0,208,M,59130,EUR,712195200.0,F,20,20,False,6.0,4.0,,,1.0,,1.0,4.0,5.0,,,,,,,,,62.0,12.0,6.2,4.0,,1,-0.25,-0.03,-0.05,,,,1.0,,4.0,1.0,1.0,,,,,3.0,2.0,-0.49,,1.0,,2.0,,,,1.0,,,,,,
14073442,home,Oxford United,Louie Sibley,louie-sibley,L. Sibley,M,40,178.0,139,M,944036,EUR,999302400.0,M,18,18,True,13.0,12.0,,,0.0,4.0,4.0,8.0,9.0,2.0,,,,,,,,28.0,19.0,6.7,3.0,,0,0.06,0.09,0.28,,1.0,,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,1.0,,,,
14073442,home,Oxford United,Gatlin O'Donkor,gatlin-odonkor,G. O'Donkor,F,39,178.0,110,M,1093341,EUR,1097712000.0,F,39,39,True,3.0,1.0,,,0.0,,,1.0,3.0,2.0,,,,,,,,28.0,15.0,6.4,4.0,,1,-0.13,0.12,0.22,,,,1.0,,3.0,2.0,,2.0,1.0,,1.0,1.0,,-0.23,,,,,,Gatlin O'Donkor,,1.0,,1.0,,,,
14073442,home,Oxford United,Brodie Spencer,brodie-spencer,B. Spencer,D,15,182.0,103,M,1138933,EUR,1083801600.0,D,15,15,True,2.0,1.0,,,0.0,,,1.0,2.0,2.0,1.0,1.0,,,,,,17.0,15.0,7.3,3.0,,0,-0.24,0.31,0.26,,1.0,,1.0,2.0,3.0,6.0,,1.0,1.0,,,1.0,,,1.0,3.0,3.0,,,Brodie Spencer,,,,1.0,,,,
14073442,home,Oxford United,Elliott Moore,elliott-moore,E. Moore,D,24,195.0,46,M,855652,EUR,858470400.0,D,5,5,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,10.0,6.0,6.9,,,0,0.02,,0.24,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,
14073442,home,Oxford United,Mark Harris,mark-harris,M. Harris,F,9,182.0,285,M,1064263,EUR,914889600.0,F,9,9,True,3.0,3.0,,,0.0,,,3.0,3.0,,,1.0,,,,,,10.0,7.0,6.9,1.0,,1,0.34,0.37,0.13,,1.0,1.0,,,3.0,1.0,,1.0,1.0,,,2.0,,-0.51,,,,,,Mark Harris,,1.0,,1.0,,,,
14073442,home,Oxford United,Matt Ingram,matt-ingram,M. Ingram,G,21,191.0,48,M,136108,EUR,756172800.0,G,21,21,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073442,home,Oxford United,Stanley Mills,stanley-mills,S. Mills,M,17,180.0,60,M,1119657,EUR,1067040000.0,M,17,17,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Stanley,,,Mills,,,,,
14073442,home,Oxford United,Will Vaulks,will-vaulks,W. Vaulks,M,4,180.0,83,M,254849,EUR,747878400.0,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073442,home,Oxford United,Leo Snowden,leo-snowden,L. Snowden,F,,,15,M,1601685,EUR,1212451200.0,M,49,49,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Leo Snowden,,,,,,,,
14073442,away,Colchester United,Matt Macey,matt-macey,M. Macey,G,1,201.0,123,M,225096,EUR,779068800.0,G,1,1,False,19.0,8.0,14.0,3.0,0.0,7.0,8.0,1.0,11.0,,,12.0,2.0,4.0,,,,90.0,36.0,6.9,11.0,0.2347,0,0.05,0.0,0.23,0.27,,,,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,2.0,,
14073442,away,Colchester United,Kane Vincent-Young,kane-vincent-young,K. Vincent-Young,D,30,180.0,16,M,785452,EUR,826848000.0,D,30,30,False,22.0,21.0,4.0,3.0,0.0,12.0,12.0,9.0,10.0,2.0,1.0,4.0,,,,,,64.0,42.0,6.7,9.0,,1,0.05,0.21,-0.22,,,,,1.0,1.0,4.0,,,,,1.0,,1.0,-0.09,,2.0,2.0,5.0,1.0,Kane,,,Vincent-Young,1.0,,,1.0,
14073442,away,Colchester United,Jack Tucker,tucker-jack,J. Tucker,D,5,192.0,39,M,906660,EUR,942451200.0,D,5,5,False,30.0,26.0,5.0,3.0,0.0,23.0,23.0,3.0,7.0,9.0,,,,,,,,90.0,42.0,6.7,5.0,,0,0.0,-0.08,0.13,,,,1.0,3.0,1.0,4.0,,,,,1.0,,,,1.0,,,,,Jack,,,Tucker,,,,,
14073442,away,Colchester United,Tom Flanagan,tom-flanagan,T. Flanagan,D,6,188.0,26,M,79694,EUR,695606400.0,D,6,6,False,52.0,39.0,14.0,4.0,0.0,27.0,29.0,12.0,23.0,8.0,,1.0,,,,,,90.0,69.0,7.7,14.0,,2,0.25,0.14,0.54,,,,5.0,5.0,6.0,9.0,1.0,,,,3.0,,1.0,-0.16,1.0,1.0,1.0,1.0,2.0,Tom,True,,Flanagan,,,,,1.0
14073442,away,Colchester United,Josh Powell,josh-powell,J. Powell,M,22,,30,M,1176437,EUR,1105228800.0,D,26,26,False,41.0,28.0,8.0,,0.0,16.0,19.0,12.0,22.0,1.0,1.0,2.0,,,,,,90.0,69.0,6.1,26.0,,0,-0.13,0.11,-0.25,,2.0,,1.0,1.0,4.0,4.0,1.0,2.0,2.0,,,1.0,,,,1.0,1.0,1.0,,Josh,,,Powell,1.0,,,,
14073442,away,Colchester United,Ben Perry,ben-perry,B. Perry,M,4,183.0,23,M,1470694,EUR,1101859200.0,M,4,4,False,13.0,8.0,,,0.0,4.0,4.0,4.0,9.0,,3.0,1.0,,,,,,64.0,29.0,7.1,8.0,,0,-0.12,0.07,-0.04,,,,1.0,1.0,4.0,8.0,,1.0,1.0,,3.0,2.0,,,,3.0,3.0,1.0,,Ben,,,Perry,1.0,,,,
14073442,away,Colchester United,Arthur Read,arthur-read,A. Read,M,16,178.0,42,M,864439,EUR,941587200.0,M,16,16,False,36.0,33.0,1.0,1.0,0.0,22.0,23.0,11.0,13.0,1.0,2.0,6.0,,,,,,90.0,56.0,6.7,13.0,,2,0.18,0.32,-0.03,,7.0,1.0,,1.0,6.0,3.0,2.0,1.0,1.0,,1.0,2.0,1.0,-0.28,1.0,,,2.0,1.0,Arthur,,1.0,Read,2.0,,,,
14073442,away,Colchester United,John-Kymani Gordon,john-kymani-gordon,J. Gordon,M,11,181.0,155,M,1046390,EUR,1045094400.0,M,11,11,False,18.0,16.0,1.0,1.0,0.0,9.0,9.0,7.0,9.0,1.0,,3.0,,,,,,70.0,26.0,6.5,4.0,,2,0.01,0.31,-0.02,,1.0,,2.0,1.0,5.0,3.0,,2.0,1.0,,,2.0,,-0.31,,1.0,1.0,,1.0,John-Kymani Gordon,,1.0,,,,,1.0,
14073442,away,Colchester United,Jack Payne,jack-payne,J. Payne,M,10,165.0,33,M,340173,EUR,783043200.0,M,10,10,False,11.0,8.0,,,0.0,4.0,5.0,4.0,6.0,,,3.0,,,,,,45.0,21.0,6.7,5.0,,2,-0.07,0.05,-0.11,,,,,,1.0,3.0,1.0,1.0,1.0,,2.0,,1.0,-0.05,,,,1.0,1.0,Jack,,1.0,Payne,,,,,
14073442,away,Colchester United,Adrian Akande,adrian-akande,A. Akande,F,23,176.0,28,M,994582,EUR,1066780800.0,M,23,23,False,11.0,9.0,1.0,1.0,0.0,5.0,5.0,4.0,6.0,,,3.0,,,,,,90.0,31.0,6.6,13.0,,2,-0.14,0.46,-0.18,,2.0,,2.0,,11.0,5.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,-0.19,,2.0,1.0,3.0,1.0,Adrian,,,Akande,3.0,,,,
14073442,away,Colchester United,Jaden Williams,jaden-williams,J. Williams,F,17,176.0,157,M,1172047,EUR,1094428800.0,F,17,17,False,5.0,4.0,,,0.0,3.0,4.0,1.0,1.0,1.0,,,,,,,,45.0,9.0,6.3,2.0,,0,0.01,-0.13,-0.07,,,,2.0,,4.0,,2.0,,,,,,,,,,,1.0,,,,,,,,,1.0,
14073442,away,Colchester United,Samson Tovide,samson-tovide,S. Tovide,F,9,188.0,67,M,1065744,EUR,1073174400.0,F,9,9,True,3.0,2.0,1.0,1.0,0.0,,,2.0,3.0,1.0,,,,,,,,45.0,10.0,6.2,5.0,,0,-0.04,-0.66,0.15,,,,1.0,,3.0,,,1.0,,,,,,,,,,2.0,,Samson Tovide,,,,1.0,,,1.0,
14073442,away,Colchester United,Kyreece Lisbie,kyreece-lisbie,K. Lisbie,F,14,180.0,246,M,1467879,EUR,1070236800.0,F,14,14,True,1.0,1.0,1.0,1.0,0.0,,,1.0,1.0,,,1.0,,,,,,45.0,10.0,6.4,7.0,,1,-0.01,0.31,0.0,,1.0,,1.0,,5.0,,,1.0,,,,,,0.01,,,,2.0,1.0,,,,,3.0,,,1.0,
14073442,away,Colchester United,Ronnie Harvey,ronnie-harvey,R. Harvey,M,25,,6,M,2208386,EUR,1190851200.0,M,47,47,True,6.0,3.0,,,0.0,2.0,3.0,1.0,3.0,1.0,,2.0,,,,,,26.0,11.0,6.7,3.0,,2,0.04,0.12,-0.01,,,,,,1.0,2.0,1.0,,,,1.0,,,0.02,,1.0,,,2.0,Ronnie Harvey,,,,,,,,
14073442,away,Colchester United,Oscar Thorn,thorn-oscar,O. Thorn,M,11,183.0,13,M,1109726,EUR,1079913600.0,F,18,18,True,8.0,6.0,2.0,1.0,0.0,1.0,1.0,5.0,7.0,1.0,,3.0,,,,,,26.0,17.0,6.7,6.0,,0,0.1,0.06,-0.02,,2.0,,,,2.0,2.0,1.0,1.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
14073442,away,Colchester United,Owura Edwards,owura-edwards,O. Edwards,M,21,173.0,35,M,1064350,EUR,986860800.0,M,21,21,True,7.0,5.0,2.0,2.0,0.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,,,,,,20.0,17.0,6.4,7.0,,0,-0.02,-0.15,-0.04,,,,,,5.0,2.0,1.0,2.0,,,1.0,,,,,1.0,1.0,1.0,,Owura Edwards,,,,2.0,,,,
14073442,away,Colchester United,Tom Smith,tom-smith,T. Smith,G,12,185.0,33,M,1014431,EUR,1012348800.0,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073442,away,Colchester United,Frankie Edwards,frankie-edwards,F. Edwards,D,43,,2,M,1959545,EUR,,D,43,43,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Frankie Edwards,,,,,,,,
14073442,away,Colchester United,Rob Hunt,rob-hunt,R. Hunt,D,2,170.0,8,M,828615,EUR,805075200.0,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Rob,,,Hunt,,,,,
14073442,away,Colchester United,Lennox Emery,lennox-emery,L. Emery,F,49,,10,M,1939383,EUR,1220832000.0,F,49,49,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Lennox Emery,,,,,,,,
