match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_accurateCross,stat_keyPass,stat_totalContest,captain,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,player_sofascoreId,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
11450034,home,Fatih Karagümrük,Salvatore Sirigu,salvatore-sirigu,S. Sirigu,G,192,499,M,18954,EUR,537408000,G,31,31,False,18.0,14.0,9.0,5.0,12.0,12.0,2.0,6.0,7.0,1.0,3.0,90.0,27.0,6.7,4.0,0.00040647,0,0.2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Nazım Sangaré,nazim-sangare,N. Sangaré,M,180,168,M,169425,EUR,770256000,D,30,30,False,30.0,21.0,3.0,,11.0,16.0,10.0,18.0,4.0,,,90.0,58.0,6.9,18.0,0.00778644,0,,30,4.0,4.0,4.0,9.0,9.0,2.0,2.0,2.0,1.0,4.0,4.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Davide Biraschi,davide-biraschi,D. Biraschi,D,182,102,M,233252,EUR,773107200,D,4,4,False,70.0,54.0,11.0,7.0,21.0,29.0,34.0,43.0,8.0,,,90.0,84.0,7.1,20.0,0.0411528,0,,4,2.0,,5.0,2.0,7.0,,1.0,2.0,,1.0,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Salih Dursun,salih-dursun,S. Dursun,D,188,33,M,179189,EUR,679276800,D,54,54,False,58.0,48.0,7.0,2.0,32.0,36.0,16.0,22.0,2.0,,,90.0,68.0,6.3,12.0,0.00660597,0,,24,,3.0,5.0,7.0,6.0,1.0,,4.0,,,,,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Levent Mercan,munir-levent-mercan,L. Mercan,D,176,1693,M,1085938,EUR,976406400,D,18,18,False,57.0,49.0,2.0,1.0,24.0,26.0,25.0,35.0,5.0,,,90.0,85.0,6.7,16.0,0.0113111,0,,22,4.0,1.0,2.0,7.0,4.0,1.0,2.0,6.0,,2.0,,,,1.0,2.0,,,,,2.0,True,1.0,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Marcus Rohdén,marcus-rohden,M. Rohdén,M,182,77,M,209082,EUR,673920000,M,6,6,False,19.0,15.0,1.0,,4.0,5.0,11.0,15.0,3.0,,,45.0,27.0,6.2,9.0,0.00850554,1,,8,1.0,,,4.0,,,2.0,1.0,,,,,,,,,,,,2.0,,,1.0,0.0164,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Dimitrios Kourbelis,dimitrios-kourbelis,D. Kourbelis,M,182,579,M,128089,EUR,752198400,M,21,21,False,69.0,59.0,5.0,1.0,19.0,21.0,40.0,48.0,8.0,,,90.0,86.0,6.8,13.0,0.0593034,1,,21,,1.0,2.0,5.0,5.0,,1.0,,,2.0,,,1.0,4.0,2.0,,,,,1.0,,,1.0,0.0157,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Can Keleş,can-keles,C. Keleş,F,180,519,M,918408,EUR,999388800,M,7,7,False,10.0,5.0,1.0,1.0,1.0,1.0,4.0,9.0,,,,58.0,17.0,6.4,7.0,0.00183911,0,,70,,,1.0,3.0,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Valentin Eysseric,valentin-eysseric,V. Eysseric,M,181,141,M,139798,EUR,701481600,M,9,9,False,54.0,43.0,6.0,4.0,12.0,13.0,33.0,55.0,5.0,,,90.0,86.0,7.8,27.0,0.279772,2,,,14.0,1.0,3.0,4.0,6.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,2.0,4.0,4.0,,2.0,1.0,0.0625,1.0,0.3964,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Güven Yalçın,guven-yalcin,G. Yalçın,F,184,385,M,826162,EUR,916617600,M,10,10,False,27.0,20.0,5.0,3.0,7.0,8.0,13.0,21.0,3.0,,,90.0,41.0,7.3,12.0,0.0260925,4,,10,2.0,3.0,,6.0,1.0,,1.0,,,,,,1.0,,1.0,,,,,2.0,,1.0,,0.568,2.0,0.9691,2.0,1.0,1.0,,,,,,,,
11450034,home,Fatih Karagümrük,Kevin Lasagna,kevin-lasagna,K. Lasagna,F,181,319,M,587962,EUR,713404800,F,15,15,False,4.0,4.0,,,1.0,1.0,3.0,3.0,1.0,,,45.0,8.0,6.8,1.0,0.0161302,1,,15,,1.0,,2.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,0.0473,1.0,0.2078,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Ryan Mendes,ryan-mendes,R. Mendes,M,175,536,M,52797,EUR,631756800,F,20,20,True,24.0,14.0,3.0,1.0,5.0,6.0,10.0,20.0,,,,45.0,32.0,7.2,13.0,0.0121685,3,,20,2.0,2.0,,3.0,1.0,,1.0,,,,,,1.0,1.0,,,,1.0,1.0,,,,1.0,0.0997,1.0,0.0941,1.0,,,1.0,1.0,,,,,,
11450034,home,Fatih Karagümrük,Andrea Bertolacci,andrea-bertolacci,A. Bertolacci,M,179,98,M,47568,EUR,663552000,M,91,91,True,57.0,51.0,4.0,3.0,18.0,18.0,33.0,40.0,2.0,,,45.0,64.0,7.3,7.0,0.0214883,2,,,1.0,,,,2.0,,,1.0,,,1.0,1.0,,1.0,,,,,,,,,1.0,0.0699,1.0,0.0588,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Tonio Teklić,tonio-teklic,T. Teklić,F,182,575,M,904669,EUR,936835200,F,99,99,True,18.0,17.0,,,5.0,5.0,13.0,15.0,5.0,,,32.0,25.0,6.6,4.0,0.012553,0,,99,2.0,1.0,1.0,6.0,1.0,3.0,1.0,,1.0,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Emre Bilgin,emre-bilgin,E. Bilgin,G,188,495,M,1050730,EUR,1077753600,G,23,23,True,,,,,,,,,,,,,,,,,0,,99,,,,,,,,,,,,,,,,Emre Bilgin,,,,,,,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Emir Tintiş,emir-tintis,E. Tintiş,D,187,27,M,1210418,EUR,1073865600,D,22,22,True,,,,,,,,,,,,,,,,,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450034,home,Fatih Karagümrük,Frédéric Veseli,frederic-veseli,F. Veseli,D,183,158,M,137775,EUR,722217600,D,3,3,True,,,,,,,,,,,,,,,,,0,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
