match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_wasFouled,stat_crossNotClaimed,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,player_gender,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_challengeLost,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_penaltyConceded,captain,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot,stat_penaltyMiss
10437923,home,Boavista,Rafael Bracali,rafael-bracali,R. Bracali,G,182,29,44676,EUR,357868800,G,1,1,False,27.0,17.0,17.0,7.0,13.0,15.0,4.0,12.0,1.0,3.0,2.0,2.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,90.0,36.0,6.6,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10437923,home,Boavista,Vincent Sasso,vincent-sasso,V. Sasso,D,190,44,74071,EUR,666662400,D,23,23,False,49.0,42.0,3.0,1.0,29.0,31.0,13.0,18.0,1.0,2.0,,,9.0,,,,,,,90.0,59.0,7.0,8.0,1,23,M,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10437923,home,Boavista,Rodrigo Abascal,rodrigo-abascal,R. Abascal,D,190,156,846416,EUR,758505600,D,26,26,False,39.0,31.0,6.0,1.0,28.0,33.0,3.0,6.0,1.0,3.0,1.0,,6.0,,,,,,,72.0,49.0,6.5,11.0,0,26,M,,4.0,,1.0,,2.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10437923,home,Boavista,Bruno Onyemaechi,bruno-onyemaechi,B. Onyemaechi,D,182,5807,1134441,EUR,923097600,D,70,70,False,58.0,47.0,8.0,2.0,34.0,37.0,13.0,21.0,4.0,6.0,1.0,,10.0,1.0,,,,,,90.0,72.0,6.7,14.0,2,70,M,1.0,5.0,1.0,2.0,,2.0,1.0,2.0,,1.0,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,
10437923,home,Boavista,Pedro Malheiro,pedro-malheiro,P. Malheiro,D,179,415,1131249,EUR,980035200,M,79,79,False,54.0,46.0,4.0,2.0,24.0,28.0,23.0,32.0,1.0,4.0,1.0,,8.0,,,,,,,90.0,74.0,7.1,14.0,0,79,M,1.0,6.0,,,,,3.0,2.0,2.0,1.0,,,,,,1.0,1.0,6.0,1.0,1.0,,,,,,,,,,,
10437923,home,Boavista,Gaius Makouta,makouta-gaius,G. Makouta,M,180,299,847013,EUR,869788800,M,42,42,False,56.0,45.0,2.0,,27.0,29.0,18.0,29.0,6.0,9.0,2.0,1.0,9.0,2.0,,,,,,90.0,72.0,6.5,16.0,2,42,M,4.0,8.0,1.0,2.0,,1.0,,3.0,1.0,,2.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,,
10437923,home,Boavista,Sebastián Pérez,sebastian-perez,S. Pérez,M,176,396,158597,EUR,733363200,M,24,24,False,68.0,54.0,5.0,1.0,27.0,29.0,27.0,39.0,1.0,7.0,1.0,1.0,3.0,2.0,,,,,,90.0,79.0,7.9,14.0,1,42,M,1.0,4.0,,1.0,1.0,2.0,3.0,1.0,2.0,1.0,,,,,,2.0,,,,,1.0,,True,1.0,,,,,,,
10437923,home,Boavista,Ricardo Mangas,mangas-ricardo,R. Mangas,D,179,1156,878496,EUR,890179200,M,19,19,False,33.0,25.0,3.0,1.0,11.0,12.0,16.0,25.0,2.0,4.0,3.0,1.0,3.0,1.0,,,,,,90.0,64.0,6.9,15.0,2,91,M,3.0,10.0,1.0,2.0,,2.0,,4.0,1.0,,2.0,Ricardo,Mangas,,,3.0,,4.0,2.0,,1.0,,,,1.0,,,,,,
10437923,home,Boavista,Bruno Lourenço,bruno-lourenco,B. Lourenço,M,179,99,984810,EUR,886377600,F,8,8,False,23.0,18.0,2.0,1.0,5.0,5.0,13.0,18.0,,2.0,1.0,,2.0,2.0,,,,,,65.0,31.0,6.4,7.0,3,8,M,,3.0,3.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,
10437923,home,Boavista,Yusupha Njie,yusupha-njie,Y. Njie,F,188,325,887517,EUR,757555200,F,11,11,False,16.0,12.0,1.0,,5.0,5.0,7.0,11.0,6.0,11.0,1.0,1.0,2.0,3.0,,,,,,90.0,45.0,6.8,11.0,5,9,M,5.0,9.0,2.0,2.0,,,1.0,2.0,,1.0,5.0,,,2.0,1.0,,,,,,2.0,,,,,,1.0,,,,
10437923,home,Boavista,Salvador Agra,salvador-agra,S. Agra,M,166,97,587416,EUR,689817600,F,21,21,False,20.0,18.0,2.0,2.0,1.0,2.0,19.0,23.0,,6.0,3.0,2.0,1.0,3.0,,,,,,79.0,43.0,7.2,10.0,1,11,M,1.0,8.0,1.0,,,,1.0,2.0,1.0,1.0,1.0,,,3.0,,5.0,,5.0,2.0,,,,,,,,,,,,
10437923,home,Boavista,Kenji Gorré,kenji-gorre,K. Gorré,M,177,223,796142,EUR,780796800,F,7,7,True,10.0,8.0,,,1.0,1.0,7.0,9.0,,1.0,1.0,,1.0,,,,,,,25.0,16.0,6.6,5.0,2,11,M,,2.0,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
