match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_totalContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_outfielderBlock,stat_keyPass,stat_fouls,stat_lastManTackle,stat_shotOffTarget,captain,stat_wonContest,stat_blockedScoringAttempt,stat_bigChanceCreated,player_firstName,player_lastName,stat_goals,stat_saves,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
12501553,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4421,M,lukaszskorupski28,44906,EUR,673401600,G,1,1,False,11.0,9.0,4.0,2.0,0.0,8.0,9.0,1.0,2.0,1.0,1.0,2.0,1.0,25.0,13.0,6.4,2.0,0.00015631,0,-0.0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501553,home,Bologna,Emil Holm,emil-holm,E. Holm,D,2,191,1648,M,,965264,EUR,958176000,D,2,2,False,41.0,26.0,4.0,1.0,0.0,14.0,15.0,13.0,34.0,8.0,1.0,5.0,,90.0,76.0,7.1,30.0,0.0110429,1,,8.0,1.0,3.0,5.0,9.0,3.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,0.0648,0.5881,,,,,,,,,,,,,,,,,,,
12501553,home,Bologna,Sam Beukema,sam-beukema,S. Beukema,D,31,188,2235,M,,898815,EUR,911260800,D,31,31,False,51.0,46.0,4.0,1.0,0.0,26.0,26.0,20.0,25.0,3.0,1.0,4.0,,90.0,62.0,7.1,5.0,0.0193035,0,,,,2.0,3.0,4.0,,,,5.0,3.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
12501553,home,Bologna,Jhon Lucumí,jhon-lucumi,J. Lucumí,D,26,185,4571,M,,818481,EUR,898819200,D,26,26,False,70.0,62.0,5.0,2.0,0.0,33.0,34.0,29.0,36.0,2.0,,10.0,,90.0,77.0,6.9,8.0,0.00944216,0,,,,1.0,2.0,5.0,,,,4.0,,1.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
12501553,home,Bologna,Juan Miranda,juan-miranda,J. Miranda,D,33,185,2208,M,,855829,EUR,948240000,D,33,33,False,55.0,48.0,4.0,1.0,0.0,22.0,22.0,30.0,50.0,2.0,,5.0,,90.0,91.0,7.4,24.0,0.300527,0,,17.0,4.0,1.0,1.0,3.0,1.0,,,4.0,,2.0,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,
12501553,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1236,M,,850891,EUR,852508800,M,20,20,False,56.0,55.0,2.0,2.0,0.0,23.0,23.0,33.0,36.0,6.0,,4.0,,90.0,63.0,7.0,4.0,0.0719074,1,,3.0,1.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,0.0461,,,1.0,4.0,,1.0,,,,,,,,,,,,,,
12501553,home,Bologna,Remo Freuler,remo-freuler,R. Freuler,M,8,181,1928,M,,115516,EUR,703296000,M,8,8,False,54.0,49.0,5.0,3.0,0.0,16.0,16.0,33.0,39.0,2.0,,6.0,,90.0,65.0,7.4,6.0,0.0392394,1,,1.0,,2.0,1.0,4.0,,,,2.0,1.0,3.0,2.0,,,0.0517,,,1.0,,,1.0,True,,,,,,,,,,,,,
12501553,home,Bologna,Riccardo Orsolini,riccardo-orsolini,R. Orsolini,M,7,183,5740,M,,793645,EUR,854064000,M,7,7,False,18.0,13.0,1.0,1.0,0.0,5.0,5.0,8.0,15.0,6.0,,1.0,,77.0,35.0,6.9,10.0,0.0229626,2,,2.0,,3.0,,5.0,1.0,2.0,,,,3.0,3.0,1.0,1.0,0.0469,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,
12501553,home,Bologna,Jens Odgaard,jens-odgaard,J. Odgaard,M,21,188,1820,M,,826064,EUR,922838400,M,21,21,False,14.0,8.0,,,1.0,2.0,2.0,7.0,17.0,8.0,,2.0,,87.0,34.0,7.3,16.0,0.2101,2,,5.0,1.0,3.0,4.0,7.0,2.0,1.0,1.0,,,,,3.0,3.0,0.0998,0.0199,,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,
12501553,home,Bologna,Dan Ndoye,dan-ndoye,D. Ndoye,M,14,184,4721,M,,944327,EUR,972432000,M,11,11,False,34.0,27.0,3.0,2.0,0.0,6.0,7.0,21.0,28.0,7.0,,5.0,,87.0,55.0,7.6,16.0,0.0724821,1,,1.0,,1.0,3.0,10.0,3.0,4.0,1.0,,,1.0,1.0,2.0,4.0,0.3004,0.9143,,,1.0,,,,2.0,,,,,1.0,,,,,,,
