match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_dispossessed,captain,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_wonTackle,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_bigChanceCreated,stat_punches,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_blockedScoringAttempt
11451052,home,Gaziantep FK,Florin Niță,florin-nita,F. Niță,G,185.0,1579,M,83551,EUR,552268800,G,33,33,False,29.0,22.0,11.0,5.0,18.0,19.0,4.0,10.0,2.0,1.0,12.0,3.0,1.0,4.0,1.0,1.0,90.0,46.0,7.8,7.0,0.00248196,0,-0.1892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451052,home,Gaziantep FK,Mustafa Eskihellaç,mustafa-eskihellac,M. Eskihellaç,D,175.0,571,M,899069,EUR,862790400,D,11,11,False,30.0,23.0,5.0,2.0,11.0,14.0,13.0,22.0,,2.0,4.0,,,,,,90.0,56.0,6.5,14.0,0.0974808,0,,19,6.0,1.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11451052,home,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,187.0,127,M,904228,EUR,908409600,D,4,4,False,54.0,42.0,11.0,5.0,30.0,36.0,12.0,18.0,2.0,2.0,3.0,,,,,,90.0,66.0,6.8,14.0,0.00798529,0,,4,,,2.0,3.0,3.0,6.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,
11451052,home,Gaziantep FK,Nicolas N'Koulou,nicolas-nkoulou,N. N'Koulou,D,184.0,462,M,38533,EUR,638496000,D,63,63,False,28.0,26.0,2.0,1.0,23.0,23.0,3.0,5.0,4.0,2.0,1.0,,,,,,74.0,35.0,6.6,3.0,0.00073473,0,,3,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
11451052,home,Gaziantep FK,Papy Djilobodji,papy-djilobodji,P. Djilobodji,D,193.0,175,M,106661,EUR,596937600,D,3,3,False,68.0,51.0,14.0,4.0,31.0,32.0,20.0,36.0,3.0,3.0,6.0,,,,,,90.0,76.0,6.9,17.0,0.0065715,1,,3,,,1.0,2.0,1.0,2.0,,,,,,,,,,True,1.0,1.0,0.0177,,,,,,,,,,,
11451052,home,Gaziantep FK,Júnior Morais,junior-morais,J. Morais,M,176.0,58,M,79056,EUR,522374400,D,13,13,False,49.0,38.0,4.0,2.0,20.0,25.0,18.0,26.0,,2.0,9.0,,,,,,90.0,74.0,6.5,18.0,0.0139174,0,,12,2.0,,1.0,,7.0,5.0,2.0,3.0,1.0,2.0,2.0,1.0,Júnior,Morais,1.0,,,,,1.0,,,,,,,,,,
11451052,home,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,175.0,70,M,226992,EUR,802915200,M,5,5,False,38.0,25.0,4.0,1.0,7.0,9.0,19.0,30.0,,1.0,3.0,,,,,,90.0,60.0,7.1,18.0,0.0301983,1,,33,1.0,1.0,1.0,1.0,4.0,9.0,1.0,3.0,2.0,2.0,4.0,,,,1.0,,1.0,,0.0442,2.0,3.0,,,,,,,,,
11451052,home,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,172.0,50,M,859783,EUR,917136000,M,61,61,False,19.0,17.0,,,10.0,11.0,7.0,8.0,,1.0,5.0,,,,,,45.0,21.0,6.6,2.0,0.00582646,1,,61,,,,,2.0,,1.0,,,,,1.0,,,,,,,0.0161,,,1.0,0.0216,,,,,,,
11451052,home,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,177.0,793,M,180511,EUR,647395200,M,44,44,False,45.0,35.0,4.0,3.0,7.0,8.0,29.0,41.0,,,5.0,,,,,,87.0,64.0,7.5,17.0,0.277849,0,,44,4.0,1.0,,,2.0,6.0,,4.0,3.0,,3.0,,,,1.0,,,1.0,,,2.0,,,4.0,,,,,,
11451052,home,Gaziantep FK,Max Gradel,max-gradel,M. Gradel,M,177.0,1287,M,16590,EUR,565228800,F,10,10,False,13.0,9.0,1.0,1.0,2.0,3.0,7.0,12.0,,,1.0,,,,,,45.0,23.0,6.7,10.0,0.0134651,1,,,2.0,,2.0,,5.0,3.0,1.0,,,1.0,2.0,,,,2.0,,1.0,,0.0173,1.0,2.0,,,,,,,,,
