match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_totalTackle,stat_wonTackle,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalCross,stat_challengeLost,stat_unsuccessfulTouch,stat_fouls,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,captain,player_sofascoreId,stat_goals,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside
11369879,home,KV Kortrijk,Tom Vandenberghe,,,tom-vandenberghe,T. Vandenberghe,G,23,190,77,M,1046454,EUR,714009600,G,1,1,False,21.0,14.0,13.0,6.0,8.0,11.0,6.0,10.0,13.0,2.0,3.0,6.0,90.0,36.0,7.6,7.0,0.0017121,0,0.4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369879,home,KV Kortrijk,Mark Mampasi,,,mark-mampasi,M. Mampasi,D,18,185,119,M,998740,EUR,1047427200,D,4,4,False,30.0,26.0,3.0,1.0,23.0,26.0,3.0,4.0,4.0,,,,90.0,46.0,6.6,5.0,0.00197182,0,,1.0,2.0,1.0,1.0,9.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11369879,home,KV Kortrijk,João Silva,,,joao-silva,J. Silva,D,6,187,281,M,1068519,EUR,916272000,D,44,44,False,20.0,16.0,3.0,1.0,12.0,13.0,4.0,7.0,1.0,,,,90.0,30.0,6.4,4.0,0.00185039,0,,1.0,1.0,3.0,,6.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,
11369879,home,KV Kortrijk,Marco Kana,,,marco-kana,M. Kana,D,55,183,383,M,964759,EUR,1028764800,D,16,16,False,42.0,33.0,8.0,4.0,24.0,29.0,9.0,13.0,8.0,,,,90.0,62.0,7.3,10.0,0.00433667,0,,2.0,3.0,8.0,1.0,7.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11369879,home,KV Kortrijk,Mounaim El Idrissy,,,mounaim-el-idrissy,M. El Idrissy,F,9,181,189,M,960007,EUR,918604800,M,99,99,False,14.0,9.0,2.0,1.0,5.0,9.0,4.0,6.0,3.0,,,,45.0,30.0,6.6,10.0,0.00317729,0,,1.0,4.0,4.0,,1.0,2.0,,3.0,,1.0,,,,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
11369879,home,KV Kortrijk,Kristiyan Malinov,,,kristiyan-malinov,K. Malinov,M,33,170,108,M,136688,EUR,764985600,M,15,15,False,34.0,25.0,3.0,1.0,13.0,19.0,12.0,15.0,9.0,,,,90.0,50.0,6.6,10.0,0.0409456,4,,,3.0,4.0,,4.0,3.0,1.0,3.0,,,,,,,1.0,1.0,2.0,4.0,0.1786,,,,,,,,,,,,
11369879,home,KV Kortrijk,Abdoulaye Sissako,,,abdoulaye-sissako,A. Sissako,M,8,186,79,M,846330,EUR,896140800,M,27,27,False,30.0,21.0,4.0,4.0,14.0,21.0,7.0,9.0,7.0,,,,63.0,41.0,6.8,13.0,0.0245305,0,,,2.0,3.0,,1.0,,,,,,3.0,3.0,,,2.0,3.0,,,,1.0,,,,,,,,,,,
11369879,home,KV Kortrijk,Sheyi Ojo,,,sheyi-ojo,S. Ojo,D,17,177,264,M,284449,EUR,866678400,M,54,54,False,31.0,24.0,2.0,1.0,8.0,12.0,18.0,30.0,3.0,,,,90.0,56.0,6.9,21.0,0.11029,1,,1.0,2.0,6.0,,,,4.0,1.0,1.0,,2.0,1.0,,11.0,,3.0,,1.0,0.028,2.0,2.0,,,,,,,,,,
11369879,home,KV Kortrijk,Felipe Avenatti,,,felipe-avenatti,F. Avenatti,F,9,194,145,M,308058,EUR,767318400,F,20,20,False,24.0,12.0,7.0,4.0,5.0,8.0,7.0,16.0,6.0,,,,66.0,34.0,7.1,13.0,0.008798,2,,3.0,8.0,9.0,1.0,1.0,,1.0,1.0,1.0,7.0,,,,,,,4.0,,0.1362,2.0,,1.0,1.0,,,,,,,,
11369879,home,KV Kortrijk,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170,2010,M,1007528,EUR,961804800,F,10,10,False,44.0,33.0,4.0,3.0,15.0,19.0,18.0,30.0,6.0,,,,90.0,70.0,6.7,23.0,0.0363951,3,,,9.0,6.0,2.0,1.0,1.0,,4.0,1.0,,2.0,2.0,,5.0,5.0,4.0,2.0,,0.3117,1.0,,1.0,2.0,True,,,,,,,
