match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_keyPass,stat_outfielderBlock,stat_totalOffside,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_goals,stat_goalAssist,stat_bigChanceMissed,stat_clearanceOffLine,player_sofascoreId
12117031,home,Fortaleza,Renato Kayzer,renato-kayzer,R. Kayzer,F,79,178,1333,M,814723,EUR,824515200,F,79,79,False,9.0,4.0,2.0,1.0,4.0,6.0,,3.0,4.0,1.0,2.0,2.0,,,64.0,20.0,6.0,9.0,0.00011047,1,,,,5.0,1.0,5.0,,,,,1.0,,0.2637,,,,,4.0,1.0,,,,,,1.0,,,,,,2.0,,
12117031,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,True,7.0,5.0,,,3.0,3.0,3.0,7.0,3.0,,1.0,1.0,,,26.0,15.0,6.9,5.0,0.0177224,0,,,3.0,,,,,,,,1.0,,,1.0,,,,1.0,2.0,,,1.0,,,,,,,,,,,
12117031,home,Fortaleza,Juan Martín Lucero,juan-martin-lucero,J. M. Lucero,F,9,179,1899,M,359024,EUR,691459200,F,9,9,True,1.0,,,,,,,1.0,1.0,,,,,,26.0,4.0,6.7,1.0,,1,,,,,,,,,,,,,0.0673,,,1.0,,,1.0,,,,,,1.0,0.0577,,,,,,,
12117031,home,Fortaleza,Moisés,moises,Moisés,M,21,177,1067,M,1046501,EUR,841622400,F,21,21,True,5.0,2.0,,,1.0,1.0,1.0,5.0,3.0,,1.0,1.0,,,18.0,11.0,6.8,5.0,0.00204746,1,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,0.0244,,,,,,,Moisés,,,1.0,1.0,,,,,,,,,
12117031,home,Fortaleza,Imanol Machuca,imanol-machuca,I. Machuca,F,7,169,1281,M,974698,EUR,947894400,F,39,39,True,6.0,4.0,,,,,4.0,10.0,1.0,,2.0,,,,18.0,13.0,6.3,9.0,0.00295905,0,,,4.0,,1.0,3.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,
12117031,home,Fortaleza,Zé Welison,ze-welison,Zé Welison,M,28,177,354,M,551422,EUR,794880000,M,17,17,True,10.0,9.0,2.0,1.0,2.0,2.0,7.0,8.0,1.0,,2.0,,,,16.0,12.0,6.7,2.0,0.00872484,0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12117031,home,Fortaleza,Santos,santos,Santos,G,23,188,1020,M,166491,EUR,637632000,G,23,23,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,home,Fortaleza,Bruno Pacheco,bruno-pacheco,B. Pacheco,D,91,174,374,M,870691,EUR,692150400,D,6,6,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,home,Fortaleza,Dudu,dudu,Dudu,D,53,175,147,M,859083,EUR,864950400,D,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,home,Fortaleza,Emmanuel Martínez,emmanuel-martinez,E. Martinez,M,6,177,616,M,794312,EUR,770688000,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,home,Fortaleza,Kauan Rodrigues,kauan-rodrigues,K. Rodrigues,M,8,174,283,M,1516708,EUR,1113609600,F,37,37,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,home,Fortaleza,Kervin Andrade,kervin-andrade,K. Andrade,F,10,163,2620,M,1117065,EUR,1113350400,F,77,77,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Kervin Andrade,,,,,,,,,,,,,
12117031,away,Botafogo,John Victor,john-victor,John,G,12,197,3318,M,840103,EUR,824169600,G,12,12,False,48.0,37.0,18.0,7.0,33.0,35.0,4.0,13.0,,1.0,6.0,,,2.0,90.0,55.0,6.4,12.0,0.00194579,0,-0.2846,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12117031,away,Botafogo,Mateo Ponte,mateo-ponte,M. Ponte,D,4,183,1429,M,1099163,EUR,1053734400,D,4,4,False,19.0,16.0,2.0,1.0,9.0,11.0,7.0,10.0,5.0,,2.0,3.0,,,72.0,32.0,6.4,7.0,0.0238519,0,,,2.0,,1.0,8.0,3.0,2.0,,1.0,3.0,3.0,,,,,,,,,,,1.0,1.0,,,,,,,,,
12117031,away,Botafogo,Bastos,bastos,Bastos,D,15,184,3202,M,215956,EUR,670032000,D,15,15,False,67.0,64.0,5.0,2.0,52.0,52.0,12.0,15.0,1.0,5.0,3.0,,,,90.0,74.0,6.7,4.0,0.00309077,0,,,,,1.0,2.0,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
12117031,away,Botafogo,Alexander Barboza,alexander-barboza,A. Barboza,D,20,193,2577,M,801044,EUR,795312000,D,20,20,False,68.0,56.0,6.0,,39.0,47.0,17.0,21.0,2.0,3.0,6.0,,,,90.0,76.0,7.2,12.0,0.00619695,2,,,,1.0,2.0,2.0,,,2.0,,,1.0,0.0727,,1.0,,,,,,,,,,,,,,,,,1.0,
12117031,away,Botafogo,Cuiabano,cuiabano,Cuiabano,D,6,179,2699,M,1160554,EUR,1045353600,D,66,66,False,29.0,25.0,,,17.0,18.0,9.0,14.0,8.0,4.0,6.0,3.0,,,90.0,59.0,6.9,10.0,0.0226743,0,,,3.0,2.0,1.0,6.0,,3.0,,1.0,2.0,3.0,,,,,,1.0,2.0,Cuiabano,,1.0,,2.0,,,,,,,,,
12117031,away,Botafogo,Danilo Barbosa,danilo-barbosa,D. Barbosa,M,5,182,801,M,330063,EUR,825465600,M,5,5,False,42.0,36.0,4.0,2.0,17.0,22.0,19.0,20.0,6.0,2.0,1.0,1.0,,,64.0,48.0,7.4,7.0,0.0183228,1,,,,,4.0,3.0,,,,,1.0,3.0,0.0857,,,,,1.0,1.0,,,,,,1.0,0.4793,,,1.0,,,,
12117031,away,Botafogo,Gregore,gregore,Gregore,M,26,181,1634,M,840276,EUR,762566400,M,26,26,False,68.0,62.0,4.0,2.0,37.0,39.0,25.0,29.0,10.0,2.0,7.0,6.0,,,90.0,88.0,7.0,12.0,0.0159941,0,,,,2.0,3.0,10.0,,1.0,,,4.0,3.0,,1.0,,,,1.0,,,,,5.0,1.0,,,,,,,,,
12117031,away,Botafogo,Óscar Romero,oscar-romero,Ó. Romero,M,11,176,1674,M,146416,EUR,710208000,M,70,70,False,29.0,18.0,3.0,2.0,11.0,13.0,8.0,18.0,4.0,,3.0,2.0,,,57.0,42.0,7.0,15.0,0.0585792,1,,,2.0,1.0,,3.0,,1.0,1.0,1.0,1.0,1.0,0.0388,1.0,,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,1.0,,,
12117031,away,Botafogo,Tchê Tchê,tche-tche,Tchê Tchê,M,3,175,2494,M,840398,EUR,715132800,M,6,6,False,45.0,41.0,3.0,2.0,19.0,20.0,22.0,25.0,2.0,,2.0,1.0,,,90.0,54.0,6.6,9.0,0.0205771,1,,True,,2.0,,3.0,,1.0,,,1.0,,0.0279,,,,,4.0,,,,,1.0,1.0,,,,1.0,,,,,
12117031,away,Botafogo,Jeffinho,jeffinho,Jeffinho,M,47,177,1438,M,1016948,EUR,946512000,M,47,47,False,15.0,12.0,,,5.0,6.0,7.0,9.0,7.0,,5.0,1.0,,,57.0,28.0,6.8,7.0,0.00292263,1,,,,2.0,2.0,6.0,1.0,3.0,,,1.0,,0.016,,,,,1.0,2.0,,,,2.0,2.0,1.0,0.3129,,,,,,,
12117031,away,Botafogo,Luiz Henrique,luiz-henrique,L. Henrique,M,11,182,12999,M,1035995,EUR,978393600,F,7,7,False,7.0,2.0,,,1.0,2.0,1.0,5.0,5.0,2.0,,,,,57.0,23.0,6.3,13.0,0.00017907,0,,,,,2.0,7.0,1.0,2.0,,1.0,,2.0,,,,,,4.0,2.0,Luiz Henrique,,,3.0,1.0,,,,,,,,,luizhenrique_07
12117031,away,Botafogo,Diego Hernández,diego-hernandez,Diego Hernández,M,33,175,788,M,1086482,EUR,961632000,F,77,77,True,4.0,4.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,,2.0,,,,33.0,12.0,6.7,3.0,0.0176076,0,,,3.0,,,2.0,,,,,,1.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,
12117031,away,Botafogo,Jefferson Savarino,jefferson-savarino,J. Savarino,M,10,169,6802,M,874739,EUR,847670400,F,10,10,True,17.0,14.0,1.0,1.0,4.0,5.0,11.0,15.0,1.0,2.0,2.0,1.0,,,33.0,25.0,7.1,6.0,0.0605591,1,,,3.0,,,1.0,,,,,1.0,,0.0284,2.0,,,,,,,,1.0,1.0,,1.0,0.2162,,,,,,,savarino10
12117031,away,Botafogo,Júnior Santos,junior-santos,J. Santos,F,37,188,2187,M,922559,EUR,781833600,F,11,11,True,11.0,10.0,,,2.0,2.0,8.0,9.0,4.0,1.0,1.0,,,,33.0,18.0,7.0,1.0,0.172326,4,,,,,3.0,1.0,,1.0,2.0,,,1.0,0.3071,1.0,,,,,,,,,,1.0,2.0,0.7621,,,,,1.0,,
12117031,away,Botafogo,Marlon Freitas,marlon-freitas,M. Freitas,M,17,185,3107,M,840202,EUR,796262400,M,17,17,True,15.0,14.0,1.0,1.0,7.0,7.0,8.0,9.0,,1.0,3.0,,,,26.0,22.0,6.8,2.0,0.109882,0,,,1.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
12117031,away,Botafogo,Damián Suárez,damian-suarez,D. Suárez,D,,172,369,M,36982,EUR,578102400,D,22,22,True,8.0,6.0,,,4.0,6.0,3.0,3.0,2.0,,1.0,2.0,,,18.0,13.0,6.8,3.0,0.0248746,0,,,1.0,2.0,,3.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,
12117031,away,Botafogo,Gatito Fernández,gatito-fernandez,R. Fernández,G,25,191,1203,M,840027,EUR,575596800,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,away,Botafogo,Lucas Halter,lucas-halter,L. Halter,D,5,187,777,M,905450,EUR,957225600,D,3,3,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,away,Botafogo,Hugo,hugo,Hugo,D,16,175,534,M,1018915,EUR,1000944000,D,16,16,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,away,Botafogo,Patrick de Paula,patrick-de-paula,P. de Paula,M,6,180,1248,M,1015291,EUR,936748800,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,away,Botafogo,Jacob Montes,montes-jacob,J. Montes,M,8,178,124,M,1009787,EUR,908841600,M,32,32,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,away,Botafogo,Yarlen,yarlen,Yarlen,F,67,178,673,M,1807776,EUR,1140393600,F,67,67,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117031,away,Botafogo,Fabiano Rodrigues Pereira,fabiano-rodrigues-pereira,F. R. Pereira,F,9,183,82,M,1591269,EUR,1145059200,F,79,79,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,Fabiano,Rodrigues Pereira,,,,,,,,,,,,
