match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_wonTackle,captain,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_fouls,player_firstName,player_lastName,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalOffside,stat_penaltyMiss,stat_bigChanceCreated,stat_outfielderBlock,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
10665996,home,Damac FC,Mansour Hamzi,mansour-hamzi,M. Hamzi,M,15,170.0,31,M,818581,EUR,738892800.0,F,7,7,False,22.0,17.0,1.0,1.0,8.0,10.0,9.0,15.0,,,3.0,,,90.0,38.0,6.8,14.0,0,3.0,,2.0,4.0,,1.0,1.0,1.0,3.0,2.0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,
10665996,home,Damac FC,Abdullah Al-Amar,abdullah-al-amar,A. Al-Amar,D,,177.0,110,M,817911,EUR,762480000.0,D,13,13,True,36.0,33.0,,,13.0,13.0,23.0,28.0,4.0,1.0,6.0,,,45.0,56.0,7.3,7.0,1,5.0,,1.0,1.0,,,,1.0,2.0,,,1.0,,,,,1.0,,,3.0,,3.0,,,1.0,,,1.0,,,,
10665996,home,Damac FC,Abdulaziz Majrashi,abdulaziz-majrashi,A. Majrashi,M,23,173.0,10,M,877163,EUR,826416000.0,M,23,23,True,22.0,21.0,1.0,1.0,8.0,8.0,14.0,17.0,,,4.0,,,45.0,37.0,6.5,8.0,0,3.0,,4.0,3.0,2.0,1.0,,2.0,2.0,1.0,,2.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,
10665996,home,Damac FC,Hassan Alshammrani,hassan-alshammrani,H. Alshammrani,D,,184.0,3,M,923016,EUR,679536000.0,D,40,40,True,30.0,26.0,4.0,1.0,22.0,24.0,4.0,6.0,,,1.0,,,39.0,33.0,6.3,5.0,0,,,5.0,1.0,1.0,,,,,,1.0,,,,,,3.0,,,,,,1.0,,,1.0,,,1.0,,,
10665996,home,Damac FC,Abdulaziz Al-Shahrani,abdulaziz-al-shahrani,A. Al-Shahrani,F,80,173.0,20,M,975862,EUR,783388800.0,M,14,14,True,8.0,7.0,,,1.0,1.0,7.0,9.0,,,,,,24.0,17.0,6.6,6.0,0,2.0,2.0,5.0,1.0,1.0,2.0,,1.0,2.0,,,1.0,,,,,,,,2.0,,1.0,,,,,,,,,,
10665996,home,Damac FC,Abdulaziz Makin,abdulaziz-makeen,A. Making,M,12,169.0,12,M,1141407,EUR,993772800.0,D,12,12,True,7.0,6.0,,,1.0,1.0,6.0,7.0,,1.0,3.0,,,11.0,14.0,6.7,4.0,0,1.0,,2.0,2.0,,3.0,1.0,,,1.0,,,,,,,,Abdulaziz Makin,,1.0,,1.0,,,,,,,,,,
10665996,home,Damac FC,Bandar Ali,bandar-ali,B. Ali,G,1,,2,M,1161893,EUR,983664000.0,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Bandar Ali,,,,,,,,,,,,,,
10665996,home,Damac FC,Waleed Hizam,waleed-hizam,W. Hizam,M,8,168.0,1,M,847475,EUR,761616000.0,M,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Waleed,Hizam,,,,,,,,,,,,,
10665996,home,Damac FC,Rian Mansour,rian-mansour,R. Mansour,M,99,,1,M,1134303,EUR,,F,99,99,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Rian Mansour,,,,,,,,,,,,,,
10665996,home,Damac FC,Ammar Al Najjar,ammar-al-najjar,A. A. Najjar,F,90,166.0,17,M,869269,EUR,856742400.0,M,38,38,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665996,away,Al Raed,Silviu Lung Jr.,silviu-lung-jr,S. Lung Jr.,G,1,189.0,122,M,44556,EUR,612921600.0,G,1,1,False,20.0,6.0,18.0,4.0,3.0,4.0,3.0,16.0,1.0,,8.0,5.0,6.0,90.0,29.0,8.6,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
10665996,away,Al Raed,Yahya Sunbul,sunbul-yahya,Y. Sunbul,M,45,166.0,9,M,958020,EUR,884131200.0,D,45,45,False,17.0,12.0,3.0,1.0,6.0,7.0,7.0,15.0,1.0,,5.0,,,89.0,43.0,6.9,17.0,0,5.0,,5.0,9.0,,2.0,2.0,5.0,6.0,2.0,,3.0,,,,,3.0,,,1.0,,1.0,2.0,,,1.0,,,,,,
10665996,away,Al Raed,Mohammed Al-Dosari,mohammed-al-dosari,M. Al-Dosari,D,32,,12,M,970908,EUR,931651200.0,D,32,32,False,16.0,10.0,5.0,3.0,7.0,10.0,3.0,6.0,2.0,5.0,11.0,,,90.0,50.0,6.6,14.0,0,,,2.0,6.0,,2.0,1.0,2.0,2.0,3.0,,2.0,,,,,1.0,,,,,,1.0,,,,,,,,,1.0
10665996,away,Al Raed,Mubarak Al-Rajeh,mubarak-al-rajeh,M. Al-Rajeh,D,94,,39,M,1429814,EUR,1059696000.0,D,94,94,False,8.0,5.0,4.0,1.0,5.0,7.0,,1.0,6.0,,5.0,,,90.0,18.0,6.2,5.0,1,,,4.0,,1.0,,,,,,,,,,,,1.0,Mubarak Abdul Rahman Al Rajeh,,,,,2.0,,1.0,,,,,,,
10665996,away,Al Raed,Mohammed Salem,mohammed-salem,M. Salem,D,,175.0,5,M,818554,EUR,492134400.0,D,12,12,False,25.0,12.0,19.0,8.0,4.0,6.0,8.0,19.0,7.0,,4.0,,,90.0,36.0,6.9,13.0,1,,2.0,2.0,3.0,,,,,,1.0,2.0,,True,1.0,,,,Mohammed,Salem,1.0,,,,,,,,,1.0,,,
10665996,away,Al Raed,Awdh Faraj,awdh-faraj,A. Faraj,D,,172.0,16,M,791404,EUR,584928000.0,D,27,27,False,10.0,7.0,2.0,,5.0,6.0,2.0,4.0,5.0,1.0,3.0,,,90.0,33.0,6.6,9.0,0,,2.0,5.0,3.0,,1.0,,2.0,1.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,,,,,
10665996,away,Al Raed,Mansour Al Bishi,mansour-al-bishi,M. A. Bishi,M,14,168.0,20,M,982351,EUR,956534400.0,M,14,14,False,21.0,16.0,6.0,3.0,7.0,9.0,9.0,15.0,1.0,,7.0,,,90.0,32.0,6.5,9.0,0,3.0,,3.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,
10665996,away,Al Raed,Damjan Đoković,damjan-dokovic,D. Djoković,M,88,188.0,128,M,108740,EUR,640396800.0,M,88,88,False,22.0,13.0,7.0,,5.0,8.0,8.0,16.0,5.0,,2.0,,,90.0,36.0,6.6,11.0,0,2.0,,2.0,3.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,1.0,,,
10665996,away,Al Raed,Mohamed Fouzair,mohamed-fouzair,M. Fouzair,M,,168.0,271,M,893191,EUR,693532800.0,M,10,10,False,24.0,16.0,2.0,,4.0,7.0,12.0,21.0,,1.0,5.0,,,90.0,48.0,6.6,17.0,1,4.0,2.0,7.0,8.0,3.0,5.0,3.0,4.0,3.0,1.0,,3.0,,,,,,,,1.0,,,,,1.0,,,1.0,,,,
10665996,away,Al Raed,Júlio Tavares,julio-tavares,J. Tavares,F,11,187.0,109,M,218652,EUR,595900800.0,F,17,17,False,20.0,14.0,1.0,,7.0,8.0,7.0,13.0,1.0,,4.0,,,90.0,38.0,8.5,13.0,2,1.0,4.0,5.0,6.0,,1.0,1.0,1.0,4.0,1.0,3.0,,,2.0,,1.0,1.0,,,2.0,1.0,,,,,,,1.0,,,,
10665996,away,Al Raed,Karim El Berkaoui,el-berkaoui-karim,K. El Berkaoui,F,33,175.0,2625,M,919719,EUR,818812800.0,F,11,11,False,19.0,14.0,3.0,3.0,5.0,5.0,9.0,14.0,,1.0,3.0,,,87.0,30.0,7.4,9.0,3,,2.0,4.0,4.0,,1.0,1.0,,2.0,1.0,2.0,,,1.0,1.0,1.0,,,,,,,2.0,1.0,1.0,,,,,,,
10665996,away,Al Raed,Yahia Al-Shehri,yahia-al-shehri,Y. A. Shehri,M,88,164.0,76,M,196396,EUR,646358400.0,M,8,8,True,7.0,4.0,1.0,,,,4.0,7.0,,,,,,11.0,8.0,6.7,3.0,1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
10665996,away,Al Raed,Khalid Al-Khathlan,khalid-al-khathlan,K. Al-Khathlan,D,4,178.0,2,M,974145,EUR,805939200.0,D,4,4,True,1.0,1.0,,,,,1.0,1.0,,,,,,1.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
10665996,away,Al Raed,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600.0,G,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10665996,away,Al Raed,Abdullah Al-Shaflut,abdullah-saad-al-shaflut,A. S. A. Shaflut,D,66,170.0,2,M,1429813,EUR,1020038400.0,D,66,66,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Abdullah,Al-Shaflut,,,,,,,,,,,,,
10665996,away,Al Raed,Omar Fahad Al Kreidi,omar-fahad-al-kreidi,O. F. A. Kreidi,M,15,,1,M,1399132,EUR,1019952000.0,M,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Omar Fahad Al Kreidi,,,,,,,,,,,,,,
10665996,away,Al Raed,Rakan Al-Dosari,rakan-al-dosari,R. Aldosari,F,99,172.0,8,M,1194407,EUR,1012089600.0,F,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Rakan Aldosari,,,,,,,,,,,,,,
10665996,away,Al Raed,Nawaf Sahli,nawaf-sahli,N. Sahli,F,41,165.0,10,M,1429805,EUR,1052092800.0,F,41,41,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Nawaf Sahli,,,,,,,,,,,,,,
