match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_totalShots,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_fouls,stat_keyPass,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_totalTackle,stat_wonTackle,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,player_sofascoreId,stat_totalCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_unsuccessfulTouch,stat_totalOffside,stat_accurateCross,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_wasFouled,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_goalsPrevented,stat_outfielderBlock,stat_errorLeadToAShot,stat_ownGoals
13472596,home,Atlético Mineiro,Everson,everson,Everson,G,22,193.0,2202,M,870748,EUR,648604800,G,22,22,False,16.0,9.0,9.0,2.0,0.0,9.0,12.0,4.0,8.0,90.0,19.0,6.6,7.0,0.00012066,15.895444666827,4.0,10.100265861185,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472596,home,Atlético Mineiro,Renzo Saravia,renzo-saravia,R. Saravia,D,26,178.0,1136,M,315916,EUR,740188800,D,26,26,False,83.0,79.0,1.0,1.0,0.0,19.0,21.0,62.0,7.0,70.0,89.0,7.2,4.0,0.0569242,166.61546745217,22.0,86.261127466345,0.0,0,,,60.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472596,home,Atlético Mineiro,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187.0,899,M,794838,EUR,674697600,D,14,14,False,63.0,60.0,4.0,1.0,0.0,26.0,26.0,37.0,6.0,70.0,72.0,7.1,3.0,0.0289386,102.2163229975,13.0,35.146098820352,0.0,0,,,34.0,1.0,2.0,2.0,1.0,,1.0,3.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472596,home,Atlético Mineiro,Junior Alonso,junior-alonso,J. Alonso,D,6,185.0,1792,M,333275,EUR,729216000,D,6,6,False,85.0,73.0,8.0,3.0,0.0,21.0,23.0,62.0,4.0,90.0,94.0,8.3,13.0,0.0398138,183.80270627072,28.0,79.794003662927,1.0,3,,,52.0,1.0,1.0,2.0,,,6.0,6.0,,,,True,1.0,1.0,1.0,1.0,0.1568,0.1938,17.877528377439,21.723471269574,,,,,,,,,,,,,,,,,,,,,
13472596,home,Atlético Mineiro,Rony,rony,Rony,F,11,167.0,5631,M,835260,EUR,800150400,M,33,33,False,26.0,25.0,,,1.0,4.0,4.0,22.0,1.0,56.0,36.0,7.2,4.0,0.249936,35.696765086204,7.0,11.492594863355,0.0,1,,,21.0,1.0,3.0,1.0,2.0,2.0,,1.0,,1.0,1.0,,,1.0,,,0.3641,0.2148,,,Rony,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
13472596,home,Atlético Mineiro,Igor Gomes,igor-gomes,I. Gomes,M,17,182.0,1159,M,913598,EUR,921628800,M,17,17,False,83.0,78.0,3.0,1.0,1.0,10.0,10.0,73.0,7.0,90.0,93.0,7.9,9.0,0.185235,156.09297007395,25.0,67.722742996656,2.0,1,,,68.0,1.0,4.0,1.0,,3.0,,,,,,,1.0,,,,0.0141,,25.562061782301,42.058482129519,,3.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,
13472596,home,Atlético Mineiro,Alan Franco,alan-franco,A. Franco,M,21,174.0,3281,M,822729,EUR,903657600,M,21,21,False,57.0,55.0,,,0.0,7.0,8.0,49.0,9.0,90.0,61.0,7.0,3.0,0.0804818,114.15310513627,17.0,41.538246895523,1.0,0,,,48.0,,2.0,1.0,1.0,,,1.0,,1.0,,,,,,,,,11.803852676225,11.958588587287,,1.0,,,,,,1.0,,,,,,,,,,,,,
13472596,home,Atlético Mineiro,Guilherme Arana,guilherme-arana,G. Arana,D,13,176.0,4933,M,1127439,EUR,860976000,M,13,13,False,77.0,71.0,4.0,3.0,0.0,14.0,14.0,63.0,3.0,90.0,95.0,8.1,9.0,0.515973,278.23538734739,32.0,161.42573046557,2.0,1,,,57.0,1.0,2.0,2.0,,4.0,,2.0,2.0,1.0,1.0,,1.0,,,,0.0278,,20.761032114421,49.058115050897,guiarana,3.0,1.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,
13472596,home,Atlético Mineiro,Bernard,bernard,Bernard,M,11,164.0,2389,M,241488,EUR,715910400,F,11,11,False,35.0,31.0,1.0,1.0,0.0,5.0,6.0,29.0,3.0,70.0,42.0,6.7,7.0,0.0255766,66.38049041224,11.0,-6.16991909533,0.0,0,,,26.0,,5.0,,3.0,,,2.0,,1.0,,,,,,,,,,,,2.0,,,1.0,,,2.0,,,,1.0,,,,,,,,,
13472596,home,Atlético Mineiro,Dudu,dudu,Dudu,F,92,167.0,5188,M,147464,EUR,694742400,F,92,92,False,29.0,24.0,1.0,1.0,0.0,4.0,4.0,25.0,,78.0,42.0,8.5,10.0,0.0401971,172.27093733318,17.0,109.44255794084,7.0,3,,,20.0,,2.0,,1.0,,,2.0,,,,,,2.0,1.0,2.0,0.3982,0.6074,17.047555942684,93.575827976095,7_dudu,2.0,,,,1.0,,,,3.0,1.0,1.0,,,,,,,,,
