match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_outfielderBlock,stat_errorLeadToAGoal,stat_totalCross,stat_wonTackle,stat_wasFouled,stat_dispossessed,stat_totalContest,captain,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_goals,stat_punches,stat_ownGoals,stat_totalOffside
12421114,home,FCV Dender,Michael Verrips,,,michael-verrips,M. Verrips,G,34,195,102,M,583506,EUR,849571200,G,34,34,False,13.0,9.0,7.0,3.0,0.0,7.0,7.0,2.0,6.0,1.0,7.0,3.0,4.0,1.0,1.0,90.0,23.0,6.4,4.0,0.00039991,0,-0.9914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421114,home,FCV Dender,Gilles Ruyssen,,,gilles-ruyssen,G. Ruyssen,D,22,186,38,M,329415,EUR,771897600,D,22,22,False,41.0,37.0,5.0,3.0,0.0,23.0,24.0,14.0,17.0,3.0,5.0,,,,,90.0,49.0,5.8,4.0,0.00768551,0,,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
12421114,home,FCV Dender,Kobe Cools,,,kobe-cools,K. Cools,D,21,192,41,M,793987,EUR,869788800,D,21,21,False,52.0,46.0,7.0,4.0,0.0,31.0,32.0,15.0,20.0,4.0,,,,,,90.0,63.0,6.0,6.0,0.0720363,0,,1.0,4.0,3.0,4.0,1.0,3.0,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12421114,home,FCV Dender,Joedrick Pupe,,,pupe-joedrick,J. Pupe,D,23,189,67,M,891609,EUR,865382400,D,3,3,False,68.0,58.0,12.0,8.0,0.0,31.0,33.0,27.0,37.0,1.0,5.0,,,,,90.0,84.0,6.3,13.0,0.0252644,0,,1.0,3.0,4.0,6.0,2.0,2.0,2.0,1.0,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
12421114,home,FCV Dender,Dembo Sylla,Dembo Sylla,,dembo-sylla,D. Sylla,M,22,175,1057,M,1397569,EUR,1036886400,M,53,53,False,23.0,18.0,4.0,1.0,0.0,8.0,10.0,10.0,14.0,1.0,,,,,,70.0,41.0,6.1,12.0,0.0138156,0,,2.0,1.0,5.0,3.0,,,,,,,1.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
12421114,home,FCV Dender,Lennard Hens,Lennard Hens,,lennard-hens,L. Hens,M,10,183,58,M,1502941,EUR,823737600,M,10,10,False,27.0,21.0,9.0,7.0,0.0,9.0,10.0,13.0,24.0,1.0,4.0,,,,,61.0,51.0,6.7,18.0,0.0849658,1,,,1.0,7.0,7.0,2.0,,3.0,2.0,,,7.0,,2.0,1.0,3.0,True,1.0,1.0,1.0,1.0,3.0,0.067,1.0,,,,,,,,,
12421114,home,FCV Dender,Nathan Rodes,,,rodes-nathan,N. Rodes,M,18,191,34,M,882003,EUR,881798400,M,18,18,False,48.0,40.0,7.0,2.0,0.0,22.0,24.0,19.0,25.0,1.0,12.0,,,,,90.0,59.0,6.3,10.0,0.511916,3,,1.0,3.0,3.0,5.0,,1.0,1.0,,,1.0,1.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,,0.2336,,1.0,1.0,1.0,0.1023,,,,,
12421114,home,FCV Dender,Roman Kvet,,,roman-kvet,R. Kvet,M,16,187,92,M,858926,EUR,882316800,M,16,16,False,32.0,25.0,,,0.0,11.0,12.0,15.0,21.0,1.0,3.0,,,,,90.0,54.0,6.5,15.0,0.168238,0,,1.0,,5.0,2.0,1.0,,,,,,1.0,,2.0,2.0,1.0,,1.0,,,,4.0,,1.0,,,,,,,,,
12421114,home,FCV Dender,Fabio Ferraro,Fabio Ferraro,,fabio-ferraro,F. Ferraro,M,88,180,86,M,1145225,EUR,1031011200,M,88,88,False,35.0,28.0,1.0,,0.0,16.0,19.0,12.0,19.0,4.0,5.0,,,,,61.0,54.0,7.0,12.0,0.0522146,0,,,,1.0,4.0,,2.0,,,1.0,,3.0,,,1.0,4.0,,,4.0,,,1.0,,,,,,,,,,,
12421114,home,FCV Dender,Bruny Nsimba,,,nsimba-bruny,B. Nsimba,F,77,181,280,M,1047536,EUR,954892800,F,77,77,False,18.0,15.0,2.0,2.0,0.0,5.0,5.0,10.0,13.0,,1.0,,,,,70.0,33.0,6.4,13.0,0.0286459,0,,3.0,,7.0,2.0,1.0,,1.0,,,,,1.0,1.0,,3.0,,,,,,7.0,,1.0,,,,,,,,,
