match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_possessionLostCtrl,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_outfielderBlock,stat_goalAssist,stat_dispossessed,stat_bigChanceCreated,stat_keyPass,stat_totalCross,stat_accurateCross,stat_errorLeadToAShot,stat_fouls,stat_bigChanceMissed,stat_blockedScoringAttempt,captain,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented,stat_penaltyFaced,stat_punches,stat_totalOffside,stat_penaltyConceded
11399376,home,AFC Ajax,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13348,M,gerorulli,128383,EUR,706320000,G,1,1,False,6.0,6.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,32.0,8.0,6.7,0.0,0.0,0.00041681,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399376,home,AFC Ajax,Devyne Rensch,devyne-rensch,D. Rensch,D,2,182,2450,M,,982778,EUR,1042848000,D,2,2,False,47.0,45.0,3.0,2.0,22.0,24.0,23.0,23.0,3.0,4.0,1.0,90.0,64.0,7.0,0.0,0.0,0.131015,0,1.0,2.0,1.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399376,home,AFC Ajax,Jakov Medić,jakov-medic,J. Medić,D,5,194,859,M,,872307,EUR,905126400,D,18,18,False,76.0,70.0,7.0,4.0,41.0,44.0,29.0,32.0,5.0,6.0,2.0,90.0,94.0,8.2,0.0979,0.4066,0.0409728,3,,,,,7.0,,,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
11399376,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,,1153079,EUR,1141689600,D,4,4,False,86.0,81.0,4.0,3.0,35.0,38.0,46.0,48.0,8.0,7.0,,90.0,101.0,7.7,0.0,0.0,0.41865,0,1.0,2.0,2.0,1.0,8.0,,,3.0,5.0,5.0,,2.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
11399376,home,AFC Ajax,Anass Salah-Eddine,anass-salah-eddine,A. Salah-Eddine,D,2,179,6705,M,,961684,EUR,1011312000,D,17,17,False,58.0,52.0,1.0,1.0,15.0,18.0,38.0,45.0,3.0,7.0,1.0,89.0,87.0,7.5,0.029,0.0,0.493391,1,,2.0,2.0,1.0,13.0,,,,,8.0,2.0,,,1.0,,,4.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,,,,,,,,,,,
11399376,home,AFC Ajax,Benjamin Tahirović,benjamin-tahirovic,B. Tahirović,M,8,191,1907,M,,1102659,EUR,1046649600,M,33,33,False,50.0,46.0,4.0,3.0,20.0,20.0,26.0,30.0,4.0,6.0,1.0,90.0,60.0,7.7,0.1003,0.0649,0.17859,3,,,,1.0,5.0,,,2.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,,,,1.0,,1.0,3.0,,,,3.0,,,,,,,,,,,
11399376,home,AFC Ajax,Kenneth Taylor,kenneth-taylor,K. Taylor,M,24,182,3631,M,,959806,EUR,1021507200,M,8,8,False,12.0,8.0,,,1.0,1.0,7.0,11.0,2.0,,,61.0,22.0,6.4,0.1966,0.0,0.0201821,2,,,,1.0,6.0,,,,,2.0,1.0,3.0,2.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
11399376,home,AFC Ajax,Branco van den Boomen,branco-van-den-boomen,B. van den Boomen,M,8,190,1194,M,,190883,EUR,806284800,M,21,21,False,73.0,54.0,13.0,7.0,8.0,8.0,55.0,84.0,2.0,6.0,1.0,90.0,104.0,8.3,0.2625,0.5199,0.273165,5,,,,1.0,31.0,,,,,2.0,,1.0,1.0,,3.0,,1.0,,,1.0,,8.0,19.0,9.0,,1.0,,2.0,,,,,,,,,
11399376,home,AFC Ajax,Mohammed Kudus,mohammed-kudus,M. Kudus,M,20,176,89569,M,Kudus,905163,EUR,965174400,F,20,20,False,27.0,23.0,1.0,1.0,5.0,5.0,18.0,25.0,10.0,4.0,2.0,90.0,60.0,8.1,0.4976,0.946,0.744207,5,,,,2.0,14.0,,,,1.0,7.0,1.0,10.0,7.0,,2.0,1.0,2.0,,,2.0,1.0,1.0,3.0,,,1.0,,3.0,,,,,,,,,
11399376,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,brianbrobbeyy,910048,EUR,1012521600,F,9,9,False,14.0,11.0,,,3.0,3.0,8.0,11.0,4.0,2.0,2.0,89.0,31.0,7.4,0.8796,0.3879,0.409346,5,,1.0,1.0,2.0,7.0,,,1.0,,3.0,,1.0,1.0,2.0,2.0,,3.0,,,2.0,1.0,1.0,,,,,2.0,1.0,,,,,,,,,
