match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_penaltyWon,stat_expectedGoals,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_bigChanceMissed,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_penaltyFaced,stat_penaltyConceded,stat_goalAssist
11067552,home,Bahia,Marcos Felipe,marcos-felipe,M. Felipe,G,1,189,1142,M,358524,EUR,829353600,G,22,22,False,17.0,6.0,14.0,3.0,3.0,3.0,3.0,14.0,2.0,6.0,1.0,2.0,3.0,1.0,1.0,1.0,90.0,26.0,7.0,11.0,0.00131287,0,-0.1736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067552,home,Bahia,Gilberto,gilberto,Gilberto,D,2,181,1500,M,261687,EUR,731462400,D,2,2,False,38.0,32.0,4.0,3.0,11.0,11.0,22.0,30.0,2.0,6.0,,,,,,,90.0,77.0,7.1,15.0,0.0853613,2,,3.0,1.0,1.0,6.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0335,,,,,,,,,,,,,,,
11067552,home,Bahia,Kanu,kanu,Kanu,D,4,186,926,M,871705,EUR,857692800,D,4,4,False,51.0,46.0,3.0,2.0,29.0,32.0,17.0,20.0,4.0,5.0,,,,,,,90.0,69.0,8.0,6.0,0.132933,4,,1.0,,6.0,4.0,11.0,,,1.0,1.0,3.0,,2.0,4.0,4.0,,,2.0,,0.0737,True,2.0,1.0,1.0,0.1631,2.0,,,,,,,,,
11067552,home,Bahia,Vitor Hugo,vitor-hugo,V. Hugo,D,14,187,899,M,794838,EUR,674697600,D,31,31,False,52.0,44.0,4.0,1.0,32.0,34.0,12.0,18.0,1.0,6.0,,,,,,,90.0,56.0,6.9,8.0,0.273782,0,,,,4.0,2.0,7.0,,,,,,,,1.0,,,2.0,,,,,2.0,,,,2.0,,,,,,,,,
11067552,home,Bahia,Rezende,rezende,Rezende,D,5,186,736,M,868030,EUR,789004800,D,5,5,False,42.0,29.0,4.0,,22.0,29.0,7.0,13.0,3.0,8.0,,,,,,,90.0,58.0,6.9,13.0,0.00446896,1,,,,2.0,4.0,4.0,2.0,,,,1.0,,4.0,2.0,,,,1.0,,0.0236,,1.0,,1.0,,,,,,,,,,,
11067552,home,Bahia,Luciano Juba,luciano-juba,L. Juba,D,46,176,3659,M,1017264,EUR,935884800,D,46,46,False,28.0,19.0,4.0,4.0,8.0,9.0,14.0,29.0,2.0,5.0,,,,,,,90.0,61.0,7.5,20.0,0.129323,3,,10.0,3.0,,,4.0,,,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,,,,0.1857,,,,,,1.0,,,,,,,,,
11067552,home,Bahia,Thaciano,thaciano,Thaciano,M,16,182,1796,M,872039,EUR,800236800,M,16,16,False,19.0,19.0,,,3.0,3.0,16.0,16.0,2.0,2.0,,,,,,,75.0,32.0,7.4,3.0,0.168793,4,,,,3.0,4.0,5.0,2.0,,,,2.0,,1.0,2.0,2.0,3.0,,,,0.4735,,2.0,2.0,,0.1101,2.0,,,,,,,,,
11067552,home,Bahia,Nicolás Acevedo,nicolas-acevedo,N. Acevedo,M,26,173,1112,M,959620,EUR,924048000,M,26,26,False,44.0,32.0,6.0,1.0,17.0,20.0,15.0,24.0,1.0,12.0,,,,,,,90.0,57.0,6.2,14.0,0.00872665,1,,,,2.0,8.0,4.0,5.0,,,,1.0,,,2.0,1.0,2.0,,2.0,,0.0075,,2.0,,,,,,,,,,,,,
11067552,home,Bahia,Cauly,cauly,Cauly,M,8,175,2903,M,255873,EUR,811123200,M,8,8,False,45.0,36.0,1.0,,11.0,12.0,25.0,35.0,,4.0,,,,,,,89.0,60.0,6.6,17.0,0.208357,5,,2.0,,,4.0,1.0,,1.0,3.0,,3.0,1.0,,,,1.0,1.0,,,0.5125,,,1.0,,0.4037,3.0,,,1.0,,,,,,
11067552,home,Bahia,Biel,biel,Biel,F,20,169,2141,M,1106140,EUR,986083200,M,10,10,False,31.0,23.0,1.0,,1.0,4.0,25.0,35.0,,6.0,,,,,,,89.0,66.0,8.5,18.0,0.339413,4,,8.0,3.0,,4.0,13.0,,1.0,5.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,8.0,,,0.2477,,1.0,,,,7.0,Gabriel,Teixeira Aragão,,1.0,,,,,
