match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,captain,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_wasFouled,stat_totalCross,stat_totalContest,stat_wonContest,stat_wonTackle,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAShot
11409178,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,24.0,15.0,18.0,10.0,11.0,14.0,4.0,10.0,6.0,1.0,3.0,90.0,30.0,7.4,9.0,0.0,0.0,0.00060431,0,0.3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11409178,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,30.0,25.0,5.0,2.0,18.0,20.0,7.0,10.0,3.0,,,90.0,47.0,7.4,6.0,0.0,0.0,0.00603898,0,,2.0,2.0,3.0,3.0,1.0,6.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11409178,home,Casa Pia,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,41650,EUR,532137600,D,13,13,False,31.0,24.0,5.0,2.0,22.0,24.0,2.0,7.0,5.0,,,90.0,38.0,6.8,8.0,0.0,0.0,0.00137592,0,,4.0,1.0,6.0,1.0,,3.0,,2.0,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
11409178,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,46.0,39.0,6.0,3.0,28.0,31.0,11.0,15.0,3.0,,,90.0,57.0,7.3,7.0,0.0,0.0,0.0097891,0,,1.0,1.0,3.0,5.0,,1.0,2.0,1.0,1.0,,,,,,,2.0,3.0,,,,,,,,,,,,,
11409178,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,21.0,14.0,5.0,,6.0,10.0,8.0,14.0,8.0,,,71.0,46.0,6.6,17.0,0.0,0.0,0.00503242,0,,2.0,,6.0,5.0,1.0,,,1.0,2.0,,3.0,2.0,,,,1.0,,3.0,3.0,3.0,2.0,,,,,,,,,
11409178,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,39.0,26.0,8.0,4.0,8.0,14.0,18.0,25.0,5.0,,,90.0,51.0,7.3,14.0,0.0129,0.2097,0.11793,1,,2.0,2.0,6.0,3.0,,2.0,,2.0,1.0,,,2.0,3.0,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,
11409178,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,M,80,80,False,25.0,21.0,3.0,2.0,8.0,9.0,13.0,16.0,9.0,,,83.0,39.0,6.8,11.0,0.0,0.0,0.215371,0,,1.0,,6.0,4.0,1.0,1.0,,1.0,3.0,,4.0,,1.0,,,2.0,1.0,,2.0,,1.0,,,,,,,,,
11409178,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,35.0,29.0,3.0,2.0,21.0,25.0,10.0,15.0,11.0,,,90.0,69.0,7.3,15.0,0.0,0.0,0.0377282,0,,1.0,,5.0,6.0,2.0,1.0,1.0,1.0,,,1.0,,2.0,,,,4.0,5.0,4.0,2.0,,1.0,,2.0,,,,,,
11409178,home,Casa Pia,Yuki Soma,soma-yuki,Y. Soma,F,7,165,617,M,945290,EUR,856828800,F,11,11,False,13.0,6.0,,,2.0,4.0,5.0,14.0,2.0,,,71.0,24.0,6.8,14.0,0.0166,0.0,0.0568236,1,,1.0,1.0,2.0,2.0,,1.0,,,,,3.0,1.0,1.0,,,,1.0,5.0,,,,,,1.0,1.0,1.0,,,,
11409178,home,Casa Pia,Clayton,clayton,Clayton,F,19,184,1602,M,1017023,EUR,916012800,F,99,99,False,10.0,6.0,1.0,,3.0,4.0,3.0,6.0,1.0,,,59.0,19.0,6.7,5.0,0.3554,0.1943,0.00857911,3,,6.0,2.0,10.0,4.0,,,1.0,,,,1.0,3.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,
