match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelWon,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_dispossessed,player_firstName,player_lastName,stat_shotOffTarget,stat_wasFouled,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_totalOffside,player_sofascoreId,captain,stat_goals,stat_penaltyWon,stat_bigChanceMissed,stat_penaltyFaced,stat_goalAssist,stat_penaltyConceded
11369453,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,25,25,False,22.0,11.0,14.0,3.0,8.0,12.0,3.0,10.0,1.0,1.0,6.0,2.0,2.0,1.0,1.0,90.0,29.0,6.5,12.0,0.00066183,0,0.6271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369453,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,30.0,23.0,5.0,2.0,5.0,9.0,21.0,26.0,2.0,2.0,2.0,,,,,90.0,61.0,7.6,15.0,0.345442,1,,5.0,3.0,4.0,1.0,2.0,4.0,2.0,0.0461,0.2354,3.0,,,,,,,,,,,,,,,,,,,,,,,,
11369453,home,Celta Vigo,Unai Núñez,unai-nunez,U. Núñez,D,4,186,733,M,892521,EUR,854582400,D,4,4,False,32.0,27.0,7.0,3.0,20.0,21.0,7.0,11.0,1.0,4.0,7.0,,,,,90.0,49.0,7.5,5.0,0.00239071,1,,,,6.0,,3.0,2.0,1.0,0.0463,,,3.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,,,,,,,,,,,,,,,,
11369453,home,Celta Vigo,Carlos Domínguez,carlos-dominguez,C. Domínguez,D,24,187,207,M,1069703,EUR,981849600,D,28,28,False,35.0,31.0,4.0,3.0,19.0,22.0,12.0,13.0,,1.0,6.0,,,,,90.0,51.0,7.4,4.0,0.00224261,0,,,,7.0,,6.0,4.0,2.0,,,,3.0,1.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,
11369453,home,Celta Vigo,Manuel Sánchez,manuel-sanchez,M. Sánchez,D,23,179,623,M,984789,EUR,966988800,D,23,23,False,20.0,17.0,1.0,1.0,7.0,7.0,11.0,14.0,,3.0,2.0,,,,,90.0,36.0,7.0,5.0,0.0220816,1,,1.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0359,0.1569,1.0,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,
11369453,home,Celta Vigo,Carles Pérez,carles-perez,C. Pérez,M,7,172,1038,M,794950,EUR,887587200,M,7,7,False,27.0,20.0,2.0,1.0,4.0,4.0,16.0,26.0,2.0,10.0,4.0,,,,,89.0,49.0,6.5,17.0,0.0361536,2,,3.0,,2.0,1.0,2.0,,,0.0298,0.0236,1.0,,2.0,4.0,1.0,,,,,3.0,,,1.0,1.0,,,,,,,,,,,
11369453,home,Celta Vigo,Renato Tapia,renato-tapia,R. Tapia,M,13,185,3151,M,352376,EUR,806889600,M,5,5,False,44.0,33.0,4.0,1.0,16.0,21.0,18.0,24.0,4.0,8.0,11.0,,,,,90.0,69.0,7.8,15.0,0.171577,3,,1.0,1.0,11.0,,2.0,4.0,2.0,0.1196,,2.0,4.0,2.0,3.0,3.0,1.0,,2.0,2.0,,,,2.0,,1.0,4.0,1.0,,,,,,,,
11369453,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,37.0,34.0,,,14.0,17.0,20.0,21.0,2.0,4.0,5.0,,,,,74.0,53.0,7.2,6.0,0.023703,1,,1.0,,7.0,,,6.0,4.0,0.082,,1.0,,1.0,,,1.0,,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
11369453,home,Celta Vigo,Franco Cervi,franco-cervi,F. Cervi,M,11,165,1013,M,557008,EUR,769910400,M,11,11,False,14.0,10.0,,,4.0,4.0,6.0,13.0,,10.0,4.0,,,,,67.0,34.0,6.2,14.0,0.0587932,1,,3.0,,2.0,,,1.0,1.0,0.0321,,1.0,,5.0,3.0,,1.0,,1.0,,2.0,,,,1.0,,1.0,,,,,,,,,
11369453,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,36.0,29.0,1.0,1.0,6.0,7.0,25.0,34.0,1.0,4.0,4.0,,,,,90.0,60.0,7.9,13.0,0.191536,4,,5.0,2.0,5.0,1.0,,,,0.8701,0.99,3.0,,1.0,1.0,,,,2.0,1.0,,,,3.0,5.0,,1.0,,i.aspas10,True,1.0,,,,,
