match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_totalClearance,stat_accurateCross,stat_challengeLost,stat_totalContest,stat_wonContest,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_expectedGoals,captain,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_totalOffside,stat_punches,stat_goals,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed
11450027,home,Konyaspor,Deniz Ertaş,Deniz Ertas,,deniz-ertas,D. Ertaş,G,1,194,250,M,1195772,EUR,1111276800,G,1,1,False,30.0,19.0,17.0,6.0,15.0,16.0,4.0,14.0,1.0,1.0,11.0,2.0,1.0,1.0,90.0,39.0,6.4,12.0,0.00406341,0,-0.5618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450027,home,Konyaspor,Uğurcan Yazğılı,,,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,35.0,28.0,5.0,3.0,16.0,19.0,12.0,20.0,,2.0,2.0,,,,85.0,57.0,7.0,14.0,0.0101469,0,,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11450027,home,Konyaspor,Adil Demirbağ,,,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,35.0,29.0,6.0,1.0,18.0,19.0,11.0,16.0,1.0,3.0,5.0,,,,90.0,43.0,6.5,6.0,0.00684194,0,,,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11450027,home,Konyaspor,Teenage Hadebe,,,teenage-hadebe,T. L. Hadebe,D,15,180,280,M,864666,EUR,811296000,D,15,15,False,48.0,45.0,2.0,1.0,36.0,38.0,9.0,10.0,2.0,6.0,5.0,,,,90.0,56.0,6.7,4.0,0.00234589,0,,,2.0,,,3.0,2.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,
11450027,home,Konyaspor,Guilherme Haubert Sityá,,,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,51.0,42.0,10.0,7.0,24.0,27.0,19.0,31.0,,3.0,7.0,,,,90.0,84.0,6.9,19.0,0.0419552,0,,7.0,2.0,1.0,1.0,1.0,,,2.0,,,1.0,3.0,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
11450027,home,Konyaspor,Steven​ N'Zonzi,,,steven-nzonzi,S. N'Zonzi,M,15,196,565,M,51652,EUR,598147200,M,37,37,False,59.0,52.0,7.0,6.0,27.0,27.0,25.0,34.0,2.0,2.0,4.0,,,,90.0,66.0,7.0,10.0,0.0332938,1,,2.0,2.0,,,,,,,,,1.0,3.0,,,,,1.0,1.0,1.0,0.0239,,,,,,,,,,
11450027,home,Konyaspor,Soner Dikmen,,,soner-dikmen,S. Dikmen,M,6,179,82,M,847782,EUR,746841600,M,6,6,False,39.0,35.0,4.0,2.0,23.0,23.0,12.0,17.0,,3.0,6.0,,,,68.0,47.0,6.5,7.0,0.00992417,0,,1.0,3.0,,,3.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,True,,,,,,,,,
11450027,home,Konyaspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,34.0,26.0,4.0,,8.0,11.0,18.0,27.0,,7.0,2.0,,,,90.0,51.0,6.9,15.0,0.0290898,0,,4.0,2.0,,,,,,1.0,1.0,1.0,,1.0,,1.0,6.0,6.0,,,,,,,,,,,,,,
11450027,home,Konyaspor,Oğulcan Ülgün,Ogulcan Ülgün,,ogulcan-ulgun,O. Ülgün,M,35,178,135,M,1063942,EUR,894844800,M,35,35,False,1.0,1.0,,,,,1.0,1.0,1.0,1.0,,,,,11.0,2.0,6.6,,0.00016944,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450027,home,Konyaspor,Valon Ethemi,,,valon-ethemi,V. Ethemi,M,27,179,121,M,904945,EUR,875836800,M,72,72,False,20.0,15.0,,,4.0,5.0,11.0,16.0,,3.0,6.0,,,,69.0,32.0,6.8,9.0,0.00810208,1,,1.0,4.0,,1.0,,,,1.0,1.0,,,,,2.0,4.0,2.0,,,,0.0242,,1.0,,,,,,,,
