match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,player_firstName,player_lastName,stat_aerialWon,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_interceptionWon,stat_fouls,stat_challengeLost,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_unsuccessfulTouch,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_penaltyConceded,stat_goals,stat_penaltyWon,stat_dispossessed
11067557,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,24.0,16.0,16.0,8.0,10.0,11.0,6.0,13.0,6.0,1.0,1.0,1.0,2.0,90.0,32.0,6.5,9.0,0.0,0.0,0.00057952,0,0.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067557,home,São Paulo,Rafinha,rafinha,Rafinha,D,13,172,1493,M,12634,EUR,494899200,D,13,13,False,55.0,50.0,8.0,6.0,21.0,24.0,29.0,31.0,4.0,,,,,90.0,66.0,6.9,6.0,0.0165,0.0,0.0312349,1,,True,1.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11067557,home,São Paulo,Robert Arboleda,robert-arboleda,R. Arboleda,D,5,187,3954,M,338937,EUR,688089600,D,5,5,False,60.0,55.0,4.0,2.0,40.0,42.0,15.0,18.0,7.0,,,,,90.0,73.0,7.3,5.0,0.1827,0.0,0.00968518,1,,,2.0,3.0,10.0,1.0,4.0,,,3.0,,,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11067557,home,São Paulo,Diego Costa,diego-costa,D. Costa,D,4,184,1151,M,995293,EUR,932515200,D,4,4,False,57.0,52.0,7.0,5.0,35.0,37.0,17.0,20.0,1.0,,,,,90.0,66.0,6.8,5.0,0.0,0.0,0.00580481,0,,,1.0,3.0,5.0,,6.0,1.0,1.0,,Diego,Costa,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11067557,home,São Paulo,Welington,welington,Welington,M,34,170,939,M,1009920,EUR,982540800,D,6,6,False,25.0,16.0,3.0,,8.0,11.0,9.0,18.0,2.0,,,,,71.0,45.0,6.9,14.0,0.0472,0.0,0.138743,1,,,1.0,3.0,6.0,,2.0,1.0,1.0,1.0,,,4.0,,,,,2.0,,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
11067557,home,São Paulo,Alisson,alisson,Alisson,M,25,174,2789,M,291723,EUR,740966400,M,7,7,False,42.0,36.0,5.0,3.0,12.0,15.0,25.0,28.0,4.0,,,,,71.0,56.0,7.3,8.0,0.0327,0.0,0.605399,1,,,2.0,7.0,5.0,,1.0,1.0,1.0,3.0,,,1.0,,,,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,
11067557,home,São Paulo,Jhegson Méndez,jhegson-mendez,J. Méndez,M,32,175,674,M,590150,EUR,862012800,M,21,21,False,50.0,45.0,3.0,1.0,16.0,19.0,29.0,32.0,1.0,,,,,90.0,60.0,6.8,6.0,0.0208,0.0,0.0425151,1,,,2.0,8.0,5.0,1.0,1.0,2.0,2.0,1.0,,,2.0,,,,1.0,6.0,,1.0,,,,2.0,,,,,,,,,,,
11067557,home,São Paulo,Juan Santos da Silva,juan,Juan,F,9,176,1031,M,1009928,EUR,1015459200,M,31,31,False,26.0,19.0,2.0,2.0,4.0,5.0,16.0,24.0,1.0,,,,,81.0,35.0,6.7,9.0,0.4583,0.0,0.151865,4,,,1.0,2.0,1.0,2.0,,,,,,,1.0,,,,1.0,1.0,,3.0,1.0,2.0,,2.0,,,1.0,1.0,,,,,,,
11067557,home,São Paulo,Luciano,luciano,Luciano,M,10,181,8486,M,282557,EUR,737683200,M,10,10,False,35.0,29.0,3.0,3.0,6.0,8.0,24.0,30.0,8.0,,,,,78.0,49.0,7.6,10.0,0.1315,0.3585,0.502753,4,,,,2.0,2.0,,,1.0,1.0,1.0,,,,2.0,,,,,,3.0,1.0,2.0,,2.0,,,,,luciano10,2.0,1.0,,,,
11067557,home,São Paulo,Michel Araújo,michel-araujo,M. Araújo,M,15,178,1551,M,924857,EUR,843868800,M,15,15,False,43.0,38.0,,,9.0,10.0,30.0,37.0,5.0,,,,,90.0,67.0,7.9,11.0,0.0322,0.0,0.565477,2,,,2.0,6.0,13.0,1.0,1.0,1.0,,3.0,,,,10.0,9.0,,,2.0,1.0,4.0,1.0,1.0,2.0,4.0,,1.0,,,,,1.0,1.0,,,
