match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_goalAssist,stat_shotOffTarget,stat_wonContest,stat_blockedScoringAttempt,stat_wasFouled,stat_totalOffside,stat_outfielderBlock,player_sofascoreId,stat_challengeLost,captain,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_bigChanceMissed
11453123,home,Al-Ettifaq,Paulo Victor,,,paulo-victor,P. Victor,G,48,187.0,212,M,34142,EUR,537408000.0,G,48,48,False,28.0,21.0,12.0,6.0,17.0,18.0,4.0,10.0,1.0,11.0,2.0,2.0,1.0,1.0,1.0,90.0,40.0,7.4,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453123,home,Al-Ettifaq,Mohammed Abdulrahman,Mohammed Abdulrahman,,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,1133141,EUR,1042502400.0,D,29,29,False,61.0,53.0,4.0,3.0,31.0,34.0,23.0,30.0,3.0,9.0,,,,,,90.0,86.0,7.3,16.0,0,3.0,1.0,1.0,3.0,6.0,6.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
11453123,home,Al-Ettifaq,Jack Hendry,,,jack-hendry,J. Hendry,D,4,195.0,333,M,795696,EUR,799804800.0,D,4,4,False,69.0,65.0,7.0,4.0,42.0,42.0,23.0,27.0,5.0,4.0,,,,,,90.0,78.0,7.6,5.0,1,,,1.0,2.0,1.0,2.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
11453123,home,Al-Ettifaq,Abdullah Al Khateeb,,,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400.0,D,70,70,False,58.0,53.0,2.0,1.0,38.0,40.0,15.0,18.0,6.0,5.0,,,,,,90.0,73.0,7.6,5.0,1,,,,2.0,,7.0,,1.0,2.0,3.0,2.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,
11453123,home,Al-Ettifaq,Radhi Al-Oteibi,,,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000.0,D,61,61,False,36.0,30.0,3.0,,11.0,12.0,19.0,26.0,3.0,4.0,,,,,,90.0,59.0,7.0,14.0,0,2.0,,,,6.0,1.0,1.0,3.0,3.0,1.0,,1.0,2.0,2.0,,,,,,,2.0,,,,,,,,
11453123,home,Al-Ettifaq,Seko Fofana,,,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800.0,M,75,75,False,47.0,42.0,6.0,5.0,16.0,16.0,26.0,35.0,,4.0,,,,,,77.0,54.0,7.3,10.0,0,4.0,,,,,2.0,,1.0,,1.0,1.0,1.0,,2.0,,,1.0,,,,,sekofofana,,,,,,,
11453123,home,Al-Ettifaq,Álvaro Medrán,,,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600.0,M,14,14,False,67.0,52.0,10.0,5.0,23.0,26.0,32.0,47.0,,6.0,,,,,,89.0,82.0,7.0,21.0,1,6.0,3.0,2.0,1.0,5.0,5.0,1.0,3.0,,,,,1.0,2.0,,,3.0,1.0,1.0,,,,1.0,,,,,,
11453123,home,Al-Ettifaq,Georginio Wijnaldum,,,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600.0,M,25,25,False,45.0,41.0,1.0,,23.0,25.0,19.0,22.0,,3.0,,,,,,90.0,54.0,6.8,8.0,0,2.0,1.0,,,2.0,3.0,1.0,3.0,,,,1.0,,1.0,,,2.0,,1.0,,,gwijnaldum,,True,,,,,
11453123,home,Al-Ettifaq,Demarai Gray,,,demarai-gray,D. Gray,M,10,184.0,1784,M,355152,EUR,835920000.0,F,19,19,False,32.0,26.0,2.0,1.0,10.0,11.0,16.0,23.0,1.0,6.0,,,,,,89.0,61.0,7.1,18.0,1,2.0,,,1.0,8.0,10.0,4.0,6.0,,2.0,1.0,3.0,2.0,,,1.0,4.0,,3.0,1.0,,,,,,,,,
11453123,home,Al-Ettifaq,Moussa Dembélé,,,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600.0,F,9,9,False,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,77.0,14.0,6.7,6.0,3,,,1.0,1.0,6.0,2.0,1.0,2.0,1.0,,,3.0,4.0,,,2.0,1.0,1.0,,3.0,,,,,1.0,,,,
