match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_shotOffTarget,stat_outfielderBlock,stat_accurateCross,stat_wonTackle,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_goals,stat_totalOffside,captain,stat_challengeLost,stat_goalAssist,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAGoal
11369287,home,Atlético Madrid,Jan Oblak,jan-oblak,J. Oblak,G,13,189,12131,M,oblakjan,69768,EUR,726364800,G,13,13,False,17.0,15.0,7.0,6.0,15.0,16.0,1.0,1.0,6.0,2.0,3.0,1.0,90.0,24.0,7.1,2.0,0.0,0.0,6.872e-05,0,0.0631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,César Azpilicueta,cesar-azpilicueta,C. Azpilicueta,D,3,178,4642,M,Dave,21555,EUR,620265600,D,3,3,False,53.0,42.0,6.0,2.0,17.0,21.0,33.0,,11.0,,,,90.0,74.0,7.3,14.0,0.0394,0.2439,0.553648,1,,25.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Stefan Savić,stefan-savic,S. Savić,D,15,186,1712,M,,76265,EUR,663292800,D,15,15,False,45.0,35.0,9.0,3.0,21.0,27.0,18.0,4.0,2.0,,,,90.0,58.0,7.2,11.0,0.0137,0.0,0.00645447,1,,14.0,,3.0,6.0,4.0,6.0,,,,5.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Mario Hermoso,mario-hermoso,M. Hermoso,D,22,184,2630,M,,353130,EUR,803433600,D,22,22,False,58.0,46.0,9.0,5.0,30.0,33.0,26.0,4.0,8.0,,,,90.0,76.0,7.1,13.0,0.0,0.0,0.0351258,0,,17.0,1.0,3.0,4.0,6.0,9.0,,,,,4.0,1.0,4.0,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Marcos Llorente,marcos-llorente,M. Llorente,D,14,184,9206,M,marcosllorente,353138,EUR,791424000,M,14,14,False,28.0,23.0,1.0,1.0,5.0,6.0,24.0,,5.0,,,,90.0,44.0,8.0,7.0,0.0855,0.2073,0.333109,1,,19.0,2.0,,,,3.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
11369287,home,Atlético Madrid,Koke,koke,Koke,M,6,177,5822,M,Koke6,84539,EUR,694828800,M,6,6,False,2.0,2.0,,,1.0,1.0,1.0,,1.0,,,,7.0,3.0,,,0.0,0.0,0.00039077,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,
11369287,home,Atlético Madrid,Rodrigo de Paul,rodrigo-de-paul,R. de Paul,M,7,180,54582,M,RodridePaul,249399,EUR,769737600,M,5,5,False,48.0,42.0,4.0,3.0,14.0,14.0,36.0,1.0,8.0,,,,77.0,60.0,6.9,12.0,0.1917,0.0,0.0684207,1,,28.0,2.0,,,3.0,3.0,1.0,,,,1.0,1.0,1.0,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,
11369287,home,Atlético Madrid,Thomas Lemar,thomas-lemar,T. Lemar,M,11,170,3300,M,,191182,EUR,816134400,M,11,11,False,29.0,25.0,1.0,,8.0,9.0,24.0,,2.0,,,,59.0,42.0,6.4,11.0,0.0421,0.0,0.048056,1,,18.0,4.0,2.0,,8.0,,2.0,,,,,,2.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,
11369287,home,Atlético Madrid,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,10,180,4728,M,yannickferreiracarrasco,182001,EUR,747100800,M,21,21,False,35.0,29.0,4.0,4.0,10.0,11.0,29.0,,6.0,,,,90.0,59.0,7.9,14.0,0.0,0.0,0.162705,0,,21.0,5.0,,,4.0,8.0,1.0,,,1.0,3.0,2.0,1.0,4.0,,,,,2.0,3.0,2.0,4.0,3.0,,1.0,,1.0,1.0,,,,,,,
11369287,home,Atlético Madrid,Antoine Griezmann,antoine-griezmann,A. Griezmann,F,7,176,100258,M,AGriez,85859,EUR,669513600,F,7,7,False,34.0,29.0,2.0,2.0,8.0,9.0,26.0,1.0,,,,,77.0,49.0,7.0,12.0,0.0203,0.0,0.472131,1,,21.0,1.0,,1.0,3.0,1.0,2.0,1.0,,1.0,,,,3.0,,,,,,,3.0,1.0,,,,,,,1.0,,,,,,
11369287,home,Atlético Madrid,Álvaro Morata,alvaro-morata,Á. Morata,F,7,189,28279,M,ÁMorata,125407,EUR,719798400,F,19,19,False,6.0,6.0,,,3.0,3.0,3.0,1.0,1.0,,,,58.0,16.0,7.0,2.0,0.9568,0.9387,0.00146184,3,,3.0,,1.0,1.0,4.0,3.0,1.0,,2.0,,1.0,1.0,3.0,,,,1.0,,,,1.0,,,1.0,1.0,,,,,1.0,,,,,
11369287,home,Atlético Madrid,Pablo Barrios,pablo-barrios,P. Barrios,M,8,181,6589,M,PBarrios,1142588,EUR,1055635200,M,24,24,True,31.0,25.0,2.0,,12.0,13.0,19.0,,11.0,,,,83.0,46.0,7.1,8.0,0.0,0.0,0.0105717,0,,13.0,1.0,,,1.0,5.0,,,,5.0,1.0,2.0,1.0,,,,,,,1.0,1.0,2.0,2.0,,,,,,,,1.0,,,,
11369287,home,Atlético Madrid,Memphis Depay,memphis-depay,M. Depay,F,10,176,76320,M,Memphis,138833,EUR,761097600,F,9,9,True,11.0,6.0,,,1.0,2.0,10.0,,1.0,,,,32.0,26.0,6.5,11.0,1.043,0.4412,0.0320336,4,,6.0,1.0,,,2.0,1.0,1.0,,1.0,,,,,,,,2.0,,1.0,,3.0,2.0,1.0,1.0,,,,,1.0,2.0,,,,,
11369287,home,Atlético Madrid,Çağlar Söyüncü,caglar-soyuncu,Ç. Söyüncü,D,4,187,4150,M,soyuncu_caglar,758608,EUR,832809600,D,4,4,True,10.0,8.0,4.0,3.0,3.0,3.0,7.0,2.0,6.0,,,,31.0,18.0,6.6,4.0,0.0,0.0,0.0109383,0,,5.0,,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,
11369287,home,Atlético Madrid,Saúl Ñíguez,saul-niguez,S. Ñíguez,M,8,184,13421,M,Saul,116955,EUR,785376000,M,8,8,True,12.0,11.0,1.0,1.0,4.0,5.0,7.0,,2.0,,,,13.0,17.0,7.2,1.0,0.0308,0.1345,0.00595221,1,,7.0,,,1.0,1.0,3.0,,,1.0,1.0,2.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Ángel Correa,angel-correa,Á. Correa,F,7,171,16959,M,angelcorrea32,316152,EUR,794707200,F,10,10,True,9.0,7.0,1.0,,2.0,2.0,7.0,,,,,,13.0,17.0,6.3,6.0,0.0,0.0,0.183521,0,,5.0,,,,5.0,2.0,1.0,,,,,,,,,,,,,,,5.0,2.0,,,,1.0,,,,,,,,
11369287,home,Atlético Madrid,Antonio Gomis,antonio-gomis,A. Gomis,G,1,191,355,M,,1156733,EUR,1053388800,G,31,31,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Ivo Grbić,ivo-grbic,I. Grbić,G,13,195,1121,M,,283847,EUR,821923200,G,1,1,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Ilias Kostis,ilias-kostis,I. Kostis,D,26,191,723,M,,1145621,EUR,1046304000,D,27,27,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Javi Galán,javi-galan,J. Galán,D,20,172,2472,M,,825133,EUR,785203200,D,17,17,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,F,12,12,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,Rodrigo Riquelme,rodrigo-riquelme,R. Riquelme,M,17,174,4780,M,,989113,EUR,954633600,M,25,25,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369287,home,Atlético Madrid,João Félix,joao-felix,J. Félix,F,79,181,127180,M,JFélix,851671,EUR,942192000,F,18,18,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11369287,away,Granada,André Ferreira,andre-ferreira,A. Ferreira,G,13,193,225,M,,788197,EUR,833328000,G,13,13,False,35.0,28.0,17.0,11.0,24.0,28.0,7.0,2.0,6.0,2.0,3.0,,90.0,47.0,6.7,8.0,0.0,0.0,0.00091565,0,-1.0344,4.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,
11369287,away,Granada,José Callejón,jose-callejon,J. Callejón,F,,178,736,M,,40965,EUR,540000000,D,9,9,False,38.0,34.0,6.0,5.0,19.0,20.0,23.0,2.0,6.0,,,,74.0,55.0,6.6,11.0,0.0,0.0,0.144427,0,,16.0,5.0,,1.0,5.0,3.0,1.0,,,,1.0,1.0,2.0,1.0,,,,,1.0,1.0,2.0,,,,,,2.0,,,,,,,,
11369287,away,Granada,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,24,184,19861,M,jesusvallejo1997,355048,EUR,852422400,D,5,5,False,71.0,66.0,9.0,5.0,41.0,42.0,29.0,,7.0,,,,90.0,82.0,6.0,7.0,0.0,0.0,0.0161454,0,,25.0,,1.0,,2.0,3.0,,,,,1.0,1.0,1.0,,,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,1.0
11369287,away,Granada,Miguel Rubio,miguel-rubio,M. Rubio,D,15,191,184,M,,934351,EUR,889574400,D,4,4,False,71.0,65.0,4.0,1.0,55.0,56.0,15.0,2.0,5.0,,,,90.0,81.0,6.6,7.0,0.0,0.0,0.00302633,0,,10.0,,1.0,2.0,2.0,3.0,,,,4.0,,1.0,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,
11369287,away,Granada,Ignasi Miquel,ignasi-miquel,I. Miquel,D,5,189,102,M,,144606,EUR,717638400,D,14,14,False,67.0,56.0,11.0,4.0,37.0,40.0,27.0,2.0,2.0,,,,90.0,77.0,6.2,11.0,0.0,0.0,0.00469276,0,,19.0,,4.0,,6.0,4.0,,,,,4.0,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,
11369287,away,Granada,Carlos Neva,neva-carlos,C. Neva,D,21,174,128,M,,914178,EUR,834537600,D,15,15,False,26.0,17.0,3.0,1.0,11.0,15.0,12.0,1.0,4.0,,,,82.0,39.0,6.3,13.0,0.0,0.0,0.14334,0,,7.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,1.0,,,,,1.0,,2.0,,,,,True,1.0,,,,,,,,
11369287,away,Granada,Sergio Ruiz Alonso,sergio-ruiz-alonso,S. R. Alonso,M,20,171,83,M,,857227,EUR,787536000,M,20,20,False,63.0,54.0,4.0,2.0,26.0,29.0,34.0,1.0,9.0,,,,90.0,80.0,6.8,10.0,0.0233,0.0,0.0126232,1,,28.0,,,3.0,4.0,11.0,,,,,6.0,3.0,2.0,,,,,,,,1.0,,,,,,2.0,,1.0,,,,,,
11369287,away,Granada,Gerard Gumbau,gerard-gumbau,G. Gumbau,M,15,187,380,M,,326471,EUR,787708800,M,23,23,False,46.0,30.0,9.0,5.0,16.0,21.0,27.0,2.0,2.0,,,,74.0,54.0,6.4,19.0,0.0,0.0,0.0229047,0,,14.0,2.0,,,2.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
11369287,away,Granada,Óscar Melendo,oscar-melendo,Ó. Melendo,M,21,167,152,M,,861317,EUR,872294400,M,21,21,False,24.0,20.0,1.0,1.0,6.0,7.0,17.0,,3.0,,,,58.0,33.0,6.4,8.0,0.0988,0.0,0.0037503,1,,14.0,,1.0,,4.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,3.0,,,,,,1.0,,1.0,,,,,,
11369287,away,Granada,Samu Aghehowa,omorodion-samuel,S. Aghehowa,F,9,193,14784,M,samuaghehowa9,1503836,EUR,1083715200,F,29,29,False,15.0,10.0,1.0,1.0,6.0,7.0,8.0,,2.0,,,,81.0,29.0,7.4,7.0,0.6952,0.8828,0.00283518,3,,4.0,,5.0,2.0,6.0,6.0,,,2.0,,1.0,3.0,1.0,2.0,Samuel,Aghehowa,,,,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,
11369287,away,Granada,Myrto Uzuni,myrto-uzuni,M. Uzuni,F,10,178,1807,M,,895533,EUR,801878400,F,11,11,False,19.0,14.0,2.0,,6.0,6.0,14.0,,3.0,,,,90.0,30.0,6.6,10.0,0.1406,0.1803,0.00573183,2,,8.0,1.0,1.0,1.0,5.0,2.0,3.0,,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
