match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,player_firstName,player_lastName,stat_aerialLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_wasFouled,stat_challengeLost,stat_keyPass,stat_totalCross,stat_aerialWon,stat_totalTackle,stat_wonTackle,player_sofascoreId,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,captain,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_errorLeadToAShot,stat_totalOffside,stat_goals
11406829,home,Lazio,Ivan Provedel,ivan-provedel,I. Provedel,G,94,194,1818,M,308182,EUR,763862400,G,94,94,False,24.0,16.0,15.0,7.0,14.0,15.0,2.0,9.0,1.0,4.0,1.0,3.0,4.0,90.0,32.0,7.1,8.0,0.00047818,0,-0.3234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406829,home,Lazio,Adam Marušić,adam-marusic,A. Marušić,D,77,185,1131,M,267619,EUR,719280000,D,77,77,False,21.0,19.0,,,12.0,13.0,7.0,8.0,1.0,5.0,,,,90.0,31.0,6.6,4.0,0.00234738,0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11406829,home,Lazio,Mario Gila Fuentes,mario-gila-fuentes,M. Gila,D,34,183,1766,M,965828,EUR,967507200,D,34,34,False,38.0,33.0,6.0,3.0,24.0,25.0,9.0,13.0,1.0,3.0,,,,90.0,44.0,6.8,5.0,0.00350305,0,,2.0,1.0,,,,,,2.0,4.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
11406829,home,Lazio,Alessio Romagnoli,alessio-romagnoli,A. Romagnoli,D,13,185,1922,M,227864,EUR,789868800,D,13,13,False,38.0,34.0,6.0,2.0,20.0,22.0,14.0,16.0,1.0,2.0,,,,90.0,44.0,6.4,5.0,0.00326945,0,,4.0,,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11406829,home,Lazio,Luca Pellegrini,luca-pellegrini,L. Pellegrini,D,3,178,1350,M,826186,EUR,920764800,D,3,3,False,21.0,15.0,1.0,1.0,4.0,9.0,11.0,13.0,2.0,4.0,,,,57.0,46.0,5.8,16.0,0.00751139,0,,5.0,,2.0,2.0,2.0,,,,3.0,1.0,,1.0,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11406829,home,Lazio,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,M,8,8,False,32.0,27.0,,,12.0,13.0,15.0,20.0,,4.0,,,,90.0,42.0,6.8,7.0,0.0149978,0,,7.0,,1.0,,1.0,,,1.0,7.0,1.0,,4.0,4.0,1.0,1.0,1.0,2.0,2.0,MatteoGuendouzi,,,,,,,,,,,,,
11406829,home,Lazio,Matías Vecino,matias-vecino,M. Vecino,M,15,187,1431,M,158615,EUR,682992000,M,5,5,False,30.0,28.0,,,18.0,20.0,10.0,10.0,,4.0,,,,78.0,42.0,6.6,3.0,0.00526683,1,,7.0,,2.0,,4.0,,,,5.0,1.0,,1.0,2.0,,,,4.0,2.0,,1.0,1.0,0.5759,,,,,,,,,,
11406829,home,Lazio,Luis Alberto,luis-alberto,L. Alberto,M,32,182,1864,M,111416,EUR,717638400,M,10,10,False,26.0,21.0,,,8.0,10.0,14.0,19.0,,5.0,,,,60.0,39.0,7.1,8.0,0.0702431,2,,3.0,,1.0,,1.0,,,,5.0,2.0,2.0,1.0,1.0,1.0,3.0,,2.0,1.0,,,,0.0477,True,1.0,1.0,1.0,1.0,0.1393,,,,
11406829,home,Lazio,Felipe Anderson,felipe-anderson,F. Anderson,M,7,175,6043,M,152276,EUR,734832000,F,7,7,False,22.0,14.0,2.0,1.0,4.0,5.0,10.0,19.0,3.0,7.0,,,,90.0,45.0,6.9,18.0,0.047375,1,,7.0,1.0,1.0,4.0,,,,,6.0,3.0,,2.0,3.0,1.0,2.0,,4.0,1.0,F_Andersoon,,1.0,0.0678,,,1.0,,,,1.0,,,
11406829,home,Lazio,Valentín Castellanos,valentin-castellanos,V. Castellanos,F,11,179,10645,M,877013,EUR,907372800,F,19,19,False,7.0,4.0,1.0,,2.0,2.0,2.0,6.0,1.0,2.0,,,,60.0,21.0,6.3,11.0,0.00454635,1,,7.0,,,5.0,1.0,,,1.0,1.0,3.0,1.0,,3.0,,1.0,,,,tatycastellanos11,,,0.0208,,,,1.0,,0.0359,,,,
