match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotOffTarget,stat_accurateCross,stat_bigChanceCreated,captain,stat_outfielderBlock,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork
12448332,home,AZ Alkmaar,Rome Jayden Owusu-Oduro,,,rome-jayden-owusu-oduro,R. J. Owusu-Oduro,G,1,189.0,1341,M,1145999,EUR,1088726400,G,1,1,False,26.0,15.0,18.0,7.0,0.0,9.0,9.0,6.0,17.0,12.0,3.0,4.0,90.0,32.0,7.6,11.0,0.00257489,0,0.6585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448332,home,AZ Alkmaar,Seiya Maikuma,,,seiya-maikuma,S. Maikuma,D,2,179.0,896,M,1028330,EUR,876960000,D,16,16,False,54.0,40.0,7.0,3.0,0.0,22.0,27.0,18.0,29.0,9.0,,,90.0,91.0,7.8,21.0,0.0157238,1,,2.0,1.0,2.0,4.0,10.0,2.0,2.0,1.0,1.0,8.0,1.0,3.0,3.0,4.0,0.0131,,,,,,,,,,,,,,,,,,
12448332,home,AZ Alkmaar,Wouter Goes,,,wouter-goes,W. Goes,D,3,187.0,709,M,1145982,EUR,1086825600,D,3,3,False,63.0,54.0,8.0,2.0,0.0,33.0,34.0,21.0,29.0,5.0,,,90.0,72.0,7.1,11.0,0.0131661,1,,,1.0,1.0,3.0,4.0,,,,,1.0,1.0,1.0,,2.0,0.1023,1.0,1.0,1.0,2.0,1.0,1.0,0.1258,,,,,,,,,,,
12448332,home,AZ Alkmaar,Alexandre Penetra,,,alexandre-penetra,A. Penetra,D,5,184.0,386,M,1004278,EUR,999993600,D,5,5,False,59.0,53.0,6.0,1.0,0.0,30.0,30.0,23.0,29.0,3.0,,,90.0,64.0,7.0,6.0,0.178708,0,,,1.0,3.0,2.0,4.0,,,,,3.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,
12448332,home,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185.0,958,M,1031283,EUR,1019520000,D,18,18,False,41.0,35.0,1.0,,0.0,13.0,16.0,22.0,26.0,4.0,,,90.0,63.0,6.7,14.0,0.078528,2,,1.0,2.0,,8.0,2.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,,,0.1132,1.0,,,3.0,1.0,,,,1.0,,,,,,,,,
12448332,home,AZ Alkmaar,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186.0,510,M,922018,EUR,957398400,M,6,6,False,64.0,49.0,7.0,5.0,0.0,20.0,25.0,31.0,43.0,2.0,,,90.0,85.0,6.6,23.0,0.0648088,0,,4.0,2.0,4.0,9.0,8.0,1.0,2.0,,,2.0,1.0,3.0,,1.0,,2.0,,,2.0,2.0,,,1.0,,2.0,1.0,,,,,,,
12448332,home,AZ Alkmaar,Jordy Clasie,,,jordy-clasie,J. Clasie,M,8,169.0,219,M,116946,EUR,677980800,M,8,8,False,47.0,39.0,3.0,2.0,0.0,15.0,18.0,24.0,29.0,7.0,,,71.0,59.0,7.2,10.0,0.146331,0,,,1.0,,4.0,5.0,1.0,1.0,,,1.0,,3.0,,2.0,,,,,,1.0,,,2.0,,,,True,1.0,,,,,
12448332,home,AZ Alkmaar,Ernest Poku,,,ernest-poku,E. Poku,M,19,172.0,5105,M,1119502,EUR,1075248000,M,21,21,False,24.0,18.0,,,1.0,6.0,7.0,12.0,17.0,5.0,,,78.0,42.0,6.9,17.0,0.457142,0,,,,1.0,9.0,5.0,8.0,2.0,2.0,,,,1.0,1.0,1.0,,,,,2.0,2.0,,,1.0,,,1.0,,,,,,,
12448332,home,AZ Alkmaar,Zico Buurmeester,Zico Buurmeester,,zico-buurmeester,Z. Buurmeester,M,8,182.0,150,M,1050828,EUR,1023408000,M,28,28,False,41.0,33.0,3.0,,0.0,9.0,10.0,24.0,31.0,9.0,,,90.0,59.0,7.7,10.0,0.12505,6,,,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,,,1.0,,,1.0734,1.0,1.0,3.0,1.0,2.0,,1.263,3.0,2.0,,,,,1.0,,,,
12448332,home,AZ Alkmaar,Mayckel Lahdo,Mayckel Lahdo,,mayckel-lahdo,M. Lahdo,F,23,171.0,501,M,1046028,EUR,1041206400,M,23,23,False,16.0,14.0,1.0,1.0,0.0,2.0,2.0,13.0,15.0,,,,71.0,31.0,7.2,8.0,0.197093,2,,1.0,,1.0,8.0,6.0,2.0,6.0,5.0,,,1.0,,,,0.1977,3.0,,1.0,3.0,2.0,,0.3401,2.0,1.0,1.0,,,,,,,,
