match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_unsuccessfulTouch,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_errorLeadToAShot,stat_keyPass,captain,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,player_sofascoreId,stat_goals
12436564,home,Ipswich Town,Alex Palmer,,,alex-palmer,A. Palmer,G,1,190.0,227,M,796143,EUR,839635200,G,31,31,False,30.0,22.0,12.0,4.0,0.0,20.0,22.0,2.0,8.0,1.0,2.0,8.0,1.0,1.0,3.0,4.0,4.0,90.0,47.0,7.5,9.0,0.00199693,0,0.1953,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Axel Tuanzebe,,,axel-tuanzebe,A. Tuanzebe,D,6,185.0,6307,M,817979,EUR,879465600,D,40,40,False,40.0,35.0,4.0,2.0,0.0,20.0,22.0,15.0,19.0,2.0,3.0,,,1.0,,,,85.0,55.0,6.7,6.0,0.00895415,0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Dara O'Shea,,,dara-oshea,D. O'Shea,D,26,188.0,660,M,856719,EUR,920505600,D,26,26,False,42.0,34.0,7.0,1.0,0.0,30.0,32.0,4.0,10.0,2.0,2.0,5.0,,,,,,90.0,51.0,6.9,8.0,0.00096317,0,,,,,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Cameron Burgess,,,cameron-burgess,C. Burgess,D,15,194.0,332,M,358084,EUR,814233600,D,15,15,False,45.0,36.0,6.0,2.0,0.0,29.0,35.0,7.0,10.0,1.0,3.0,4.0,,,,,,90.0,65.0,7.2,9.0,0.00165118,1,,,,1.0,12.0,,2.0,1.0,1.0,2.0,2.0,1.0,0.3601,0.3354,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Jacob Greaves,,,jacob-greaves,J. Greaves,D,24,193.0,527,M,990821,EUR,968716800,D,24,24,False,39.0,29.0,5.0,2.0,0.0,17.0,21.0,12.0,18.0,6.0,11.0,5.0,2.0,1.0,,,,90.0,64.0,7.6,13.0,0.0183916,1,,,,1.0,5.0,1.0,1.0,,,2.0,1.0,1.0,0.0404,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,
12436564,home,Ipswich Town,Sam Morsy,,,sam-morsy,S. Morsy,M,40,175.0,1814,M,108515,EUR,684460800,M,5,5,False,52.0,47.0,3.0,2.0,0.0,27.0,29.0,20.0,23.0,1.0,6.0,7.0,,1.0,,,,90.0,63.0,7.0,7.0,0.0168524,1,,,,4.0,1.0,1.0,,,,3.0,2.0,1.0,0.0656,,2.0,1.0,1.0,,2.0,True,1.0,1.0,,,,,,
12436564,home,Ipswich Town,Jack Taylor,,,jack-taylor,J. Taylor,M,14,185.0,323,M,856669,EUR,898560000,M,14,14,False,22.0,22.0,,,0.0,14.0,14.0,8.0,8.0,,1.0,3.0,,1.0,,,,61.0,27.0,6.3,1.0,0.0122334,2,,,,3.0,1.0,,,,,,,,0.0446,,1.0,,1.0,,,,2.0,,1.0,,,,,
12436564,home,Ipswich Town,Omari Hutchinson,,,omari-hutchinson,O. Hutchinson,M,21,174.0,3680,M,1090963,EUR,1067385600,M,20,20,False,27.0,21.0,1.0,,0.0,13.0,17.0,11.0,20.0,,4.0,3.0,2.0,3.0,,,,90.0,50.0,6.8,19.0,0.418905,1,,10.0,1.0,7.0,,,,,1.0,,,,0.0307,0.1749,5.0,1.0,,,3.0,,2.0,,,3.0,1.0,1.0,,
12436564,home,Ipswich Town,Conor Chaplin,,,conor-chaplin,C. Chaplin,M,36,170.0,452,M,784625,EUR,856051200,M,10,10,False,18.0,14.0,1.0,,0.0,10.0,11.0,4.0,7.0,,,,,,,,,57.0,21.0,6.4,5.0,0.00849307,0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
12436564,home,Ipswich Town,Julio Enciso,,,julio-enciso,J. Enciso,M,19,173.0,12907,M,973556,EUR,1074816000,M,9,9,False,19.0,13.0,1.0,,0.0,5.0,7.0,8.0,16.0,1.0,10.0,3.0,5.0,4.0,,,,90.0,51.0,7.0,18.0,0.0186235,2,,4.0,1.0,7.0,2.0,,1.0,,,1.0,1.0,1.0,0.0346,,6.0,4.0,1.0,,1.0,,2.0,1.0,1.0,,,,julioenciso.33,
12436564,home,Ipswich Town,Liam Delap,,,liam-delap,L. Delap,F,9,186.0,24878,M,997087,EUR,1044662400,F,19,19,False,8.0,5.0,1.0,,0.0,2.0,4.0,3.0,4.0,1.0,3.0,1.0,2.0,,,,,62.0,16.0,6.6,6.0,0.00171726,1,,,5.0,7.0,,,,,1.0,1.0,1.0,1.0,0.0315,0.03,2.0,1.0,,,,,,,,,,,,
12436564,home,Ipswich Town,Jack Clarke,,,jack-clarke,J. Clarke,M,47,181.0,1601,M,921005,EUR,974937600,F,47,47,True,12.0,10.0,,,0.0,1.0,2.0,9.0,10.0,,,1.0,1.0,,,,,33.0,15.0,6.7,3.0,0.0239918,0,,,3.0,3.0,,,,,,,,,,,,,,,2.0,,,,,,,,,
12436564,home,Ipswich Town,Jens Cajuste,,,jens-cajuste,J. Cajuste,M,12,188.0,1162,M,857671,EUR,934243200,M,12,12,True,8.0,7.0,,,0.0,4.0,5.0,3.0,3.0,,3.0,,,,,,,29.0,13.0,6.5,3.0,0.00195697,0,,,1.0,3.0,,,,,,3.0,1.0,1.0,,,,,,,,,,1.0,,,,,,
12436564,home,Ipswich Town,George Hirst,,,george-hirst,G. Hirst,F,9,191.0,464,M,839712,EUR,919036800,F,27,27,True,3.0,2.0,,,0.0,2.0,3.0,,,1.0,1.0,1.0,,,,,,28.0,6.0,6.8,1.0,4.638e-05,2,,,,,1.0,,,,1.0,,,,0.3225,0.3936,,,1.0,,,,,,,,,,,
12436564,home,Ipswich Town,Ben Johnson,,,ben-johnson,B. Johnson,D,18,182.0,616,M,914412,EUR,948672000,D,18,18,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,11.0,2.0,6.5,,0.00018777,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Christian Walton,,,christian-walton,C. Walton,G,28,196.0,230,M,198038,EUR,815875200,G,28,28,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Ben Godfrey,,,ben-godfrey,B. Godfrey,D,14,183.0,614,M,754698,EUR,884822400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Luke Woolfenden,,,luke-woolfenden,L. Woolfenden,D,26,193.0,197,M,893478,EUR,908928000,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Somto Boniface,Somtochukwu Alan,Udochukwu Boniface,somto-boniface,S. Boniface,D,48,,148,M,1595095,EUR,1142035200,D,48,48,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436564,home,Ipswich Town,Massimo Luongo,,,massimo-luongo,M. Luongo,M,21,174.0,256,M,204300,EUR,717379200,M,25,25,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
