match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_fouls,player_sofascoreId,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_bigChanceCreated,stat_errorLeadToAShot,stat_dispossessed,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goalAssist,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,stat_totalOffside
11396296,home,Eintracht Frankfurt,Jens Grahl,jens-grahl,J. Grahl,G,33,193,154,M,27214,EUR,590889600,G,33,33,False,41.0,29.0,15.0,3.0,28.0,34.0,1.0,7.0,3.0,8.0,2.0,3.0,4.0,1.0,4.0,3.0,90.0,56.0,7.2,12.0,0.00071904,0,-0.6353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396296,home,Eintracht Frankfurt,Aurélio Buta,aurelio-buta,A. Buta,D,17,169,495,M,357752,EUR,855532800,D,24,24,False,40.0,25.0,8.0,3.0,17.0,26.0,9.0,16.0,3.0,4.0,,,,,,,90.0,76.0,7.2,23.0,0.0512709,0,,2.0,1.0,5.0,5.0,6.0,8.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11396296,home,Eintracht Frankfurt,Robin Koch,robin-koch,R. Koch,D,4,190,1832,M,581302,EUR,837561600,D,4,4,False,64.0,46.0,15.0,5.0,36.0,45.0,10.0,19.0,7.0,6.0,,,,,,,90.0,77.0,6.9,18.0,0.0151632,0,,,,2.0,7.0,6.0,10.0,2.0,1.0,3.0,2.0,,,1.0,True,2.0,,,,,,,,,,,,,,,,,,
11396296,home,Eintracht Frankfurt,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25693,M,979480,EUR,1003190400,D,3,3,False,50.0,36.0,10.0,2.0,30.0,37.0,6.0,14.0,7.0,5.0,,,,,,,90.0,69.0,7.0,15.0,0.0431817,1,,1.0,,2.0,,3.0,4.0,,1.0,3.0,1.0,,,,,1.0,pachowilliam,1.0,1.0,1.0,1.0,2.0,0.5184,,,,,,,,,,,
11396296,home,Eintracht Frankfurt,Philipp Max,philipp-max,P. Max,D,,178,608,M,142672,EUR,749347200,D,31,31,False,41.0,31.0,5.0,1.0,17.0,21.0,17.0,28.0,,9.0,,,,,,,84.0,67.0,7.2,19.0,0.324786,0,,8.0,3.0,,1.0,,5.0,,,4.0,2.0,3.0,,3.0,,,,,,,,,,2.0,1.0,,,,,,,,,
11396296,home,Eintracht Frankfurt,Ellyes Skhiri,ellyes-skhiri,E. Skhiri,M,15,185,4745,M,591706,EUR,800064000,M,15,15,False,51.0,38.0,8.0,2.0,20.0,22.0,18.0,29.0,3.0,10.0,,,,,,,90.0,69.0,6.6,18.0,0.0440309,0,,,,1.0,3.0,4.0,8.0,,1.0,1.0,,3.0,3.0,,,1.0,ellyes_skhiri,2.0,1.0,,,,,,,1.0,,,,,,,,
11396296,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,False,55.0,34.0,15.0,6.0,20.0,31.0,14.0,25.0,1.0,8.0,,,,,,,90.0,72.0,6.2,28.0,0.0108186,0,,1.0,,1.0,,7.0,4.0,1.0,,3.0,2.0,1.0,1.0,,,,MarioGotze,2.0,,,,,,,,3.0,,,,,,,,
11396296,home,Eintracht Frankfurt,Ansgar Knauff,ansgar-knauff,A. Knauff,M,7,180,2079,M,997012,EUR,1010620800,M,36,36,False,15.0,7.0,2.0,,1.0,2.0,7.0,15.0,,3.0,,,,,,,83.0,35.0,5.8,15.0,0.0390457,2,,2.0,1.0,3.0,,10.0,2.0,1.0,,1.0,,1.0,1.0,,,1.0,,2.0,,1.0,1.0,,0.2775,,,3.0,1.0,,,,,,,
11396296,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,False,34.0,24.0,8.0,3.0,8.0,11.0,18.0,33.0,2.0,4.0,,,,,,,90.0,58.0,7.2,24.0,0.221448,2,,10.0,2.0,5.0,1.0,7.0,2.0,,,,,4.0,1.0,1.0,,,fareschaibi28,,,,,1.0,0.3054,1.0,,2.0,1.0,,,1.0,1.0,0.0284,,
11396296,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,4.0,4.0,,,4.0,4.0,,,,,,,,,,,21.0,7.0,6.5,1.0,3.166e-05,0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,Hugo Larsson,,,,,,
