match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_outfielderBlock,stat_interceptionWon,captain,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_totalOffside,stat_goals,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_lastManTackle,stat_bigChanceMissed,stat_hitWoodwork
13623945,home,Benfica,Anatoliy Trubin,anatoliy-trubin,A. Trubin,G,1,200,9533,M,anatoliytrubin81,966616,EUR,996624000,G,1,1,False,25.0,17.0,13.0,5.0,0.0,14.0,15.0,3.0,10.0,1.0,2.0,2.0,11.0,1.0,3.0,3.0,4.0,1.0,90.0,40.0,7.6,8.0,0.00152475,0,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13623945,home,Benfica,Samuel Dahl,dahl-samuel,S. Dahl,D,26,171,2179,M,,993101,EUR,1046736000,D,26,26,False,52.0,46.0,5.0,3.0,0.0,20.0,22.0,26.0,35.0,,5.0,1.0,4.0,1.0,,,,,90.0,78.0,6.7,15.0,0.441972,1,,5.0,2.0,7.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,0.1301,0.1873,,,,,,,,,,,,,,,,,,,
13623945,home,Benfica,António Silva,antonio-silva,A. Silva,D,4,187,8155,M,antoniosilva.66,1006069,EUR,1067472000,D,4,4,False,75.0,67.0,8.0,7.0,0.0,48.0,50.0,19.0,25.0,6.0,8.0,7.0,2.0,,,,,,90.0,91.0,7.4,9.0,0.0154793,0,,,2.0,2.0,,,,,2.0,1.0,1.0,,,,,,1.0,4.0,,,,,,,,,,,,,,,
13623945,home,Benfica,Nicolás Otamendi,nicolas-otamendi,N. Otamendi,D,30,183,17844,M,Notamendi30,74915,EUR,571622400,D,30,30,False,80.0,72.0,9.0,6.0,0.0,50.0,53.0,22.0,27.0,5.0,10.0,8.0,2.0,2.0,,,,,90.0,97.0,7.1,8.0,0.0058368,0,,,6.0,7.0,,,,,3.0,1.0,,1.0,,,,,1.0,,True,,,,,,,,,,,,,,
13623945,home,Benfica,Álvaro Carreras,alvaro-carreras,Á. Carreras,D,18,186,79899,M,,1085081,EUR,1048377600,D,3,3,False,57.0,50.0,5.0,3.0,0.0,23.0,25.0,28.0,33.0,2.0,3.0,8.0,2.0,,,,,,90.0,83.0,6.8,11.0,0.0664065,0,,1.0,2.0,7.0,1.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,
13623945,home,Benfica,Fredrik Aursnes,fredrik-aursnes,F. Aursnes,M,8,179,3950,M,,228364,EUR,818553600,M,8,8,False,38.0,36.0,1.0,,1.0,9.0,10.0,27.0,30.0,1.0,3.0,1.0,1.0,1.0,,,,,90.0,51.0,7.6,7.0,0.607507,0,,2.0,1.0,3.0,,1.0,,,1.0,1.0,1.0,,,,,,,2.0,,,4.0,1.0,1.0,,,,,,,,,,
13623945,home,Benfica,Renato Sanches,renato-sanches,R. Sanches,M,8,176,9189,M,renatosanches,318967,EUR,871862400,M,85,85,False,49.0,45.0,,,0.0,19.0,22.0,26.0,27.0,,2.0,,4.0,1.0,,,,,45.0,51.0,6.7,4.0,0.0357389,0,,,,2.0,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
13623945,home,Benfica,Orkun Kökçü,orkun-kokcu,O. Kökçü,M,10,175,12817,M,orkunkokcu,907461,EUR,978048000,M,10,10,False,72.0,62.0,5.0,4.0,0.0,25.0,26.0,37.0,47.0,,2.0,1.0,6.0,2.0,,,,,90.0,81.0,7.0,13.0,0.375188,1,,1.0,1.0,3.0,,1.0,,,,,,,0.0203,,,,,,,,,1.0,,1.0,,,,,,,,,
13623945,home,Benfica,Ángel Di María,angel-di-maria,Á. Di María,F,11,180,84815,M,ÁDiMaría,30027,EUR,571795200,F,11,11,False,44.0,33.0,4.0,1.0,0.0,6.0,6.0,27.0,42.0,,2.0,,1.0,1.0,,,,,75.0,58.0,7.2,20.0,0.298209,2,,4.0,1.0,5.0,,4.0,1.0,1.0,,,2.0,1.0,0.0808,0.1127,,,,,,,1.0,,,1.0,1.0,,,,,,,,
13623945,home,Benfica,Vangelis Pavlidis,vangelis-pavlidis,V. Pavlidis,F,14,186,15120,M,vangelis_pavlidis,795236,EUR,911606400,F,14,14,False,21.0,15.0,1.0,1.0,1.0,8.0,9.0,8.0,13.0,3.0,4.0,,5.0,,,,,,75.0,38.0,8.2,16.0,0.37907,2,,1.0,4.0,7.0,,3.0,,1.0,1.0,,5.0,,0.6224,0.2393,,,,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,
