match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_fouls,stat_aerialWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_unsuccessfulTouch,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_lastManTackle,stat_wonTackle,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_goals,stat_goalAssist,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_blockedScoringAttempt
12115487,home,Feyenoord,Timon Wellenreuther,,,timon-wellenreuther,T. Wellenreuther,G,22,186,589,M,253875,EUR,817948800,G,22,22,False,47.0,33.0,26.0,12.0,20.0,20.0,13.0,27.0,11.0,1.0,3.0,5.0,90.0,59.0,8.2,14.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12115487,home,Feyenoord,Bart Nieuwkoop,,,bart-nieuwkoop,B. Nieuwkoop,D,2,180,337,M,797279,EUR,826156800,D,2,2,False,25.0,19.0,3.0,,9.0,10.0,10.0,15.0,4.0,,,,76.0,51.0,7.1,10.0,0,2.0,4.0,3.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
12115487,home,Feyenoord,Thomas Beelen,,,thomas-beelen,T. Beelen,D,3,190,422,M,1127916,EUR,992217600,D,3,3,False,59.0,53.0,8.0,4.0,32.0,35.0,21.0,24.0,10.0,,,,90.0,76.0,7.5,11.0,0,1.0,4.0,6.0,3.0,2.0,,,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
12115487,home,Feyenoord,Dávid Hancko,,,david-hancko,D. Hancko,D,17,188,4795,M,807771,EUR,881971200,D,33,33,False,60.0,48.0,8.0,3.0,20.0,26.0,28.0,34.0,7.0,,,,90.0,73.0,7.7,13.0,1,1.0,2.0,6.0,1.0,2.0,2.0,2.0,,2.0,,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
12115487,home,Feyenoord,Lutsharel Geertruida,,,lutsharel-geertruida,L. Geertruida,D,6,185,2491,M,856739,EUR,963878400,D,4,4,False,54.0,47.0,4.0,,19.0,20.0,29.0,35.0,9.0,,,,90.0,71.0,7.6,8.0,1,,1.0,4.0,3.0,1.0,2.0,,1.0,1.0,,1.0,1.0,,,2.0,,,,,1.0,True,1.0,1.0,1.0,1.0,,,,,,,,
12115487,home,Feyenoord,Ramiz Zerrouki,,,ramiz-zerrouki,R. Zerrouki,M,6,183,8075,M,989882,EUR,896140800,M,6,6,False,40.0,29.0,2.0,1.0,11.0,16.0,18.0,24.0,7.0,,,,90.0,51.0,7.5,12.0,2,2.0,5.0,12.0,,1.0,4.0,,3.0,8.0,,,,,1.0,1.0,,,1.0,,3.0,,,,1.0,,rramizz_,,,,,,,
12115487,home,Feyenoord,Quinten Timber,,,quinten-timber,Q. Timber,M,27,177,8638,M,959805,EUR,992736000,M,8,8,False,38.0,29.0,2.0,1.0,6.0,9.0,23.0,29.0,3.0,,,,90.0,63.0,7.2,17.0,3,,9.0,7.0,,1.0,4.0,2.0,2.0,,2.0,3.0,1.0,,4.0,1.0,3.0,,3.0,,3.0,,,,,,,,,,,,,
12115487,home,Feyenoord,Yankuba Minteh,,,minteh-yankuba,Y. Minteh,M,11,180,7041,M,1400106,EUR,1090454400,M,19,19,False,23.0,17.0,2.0,1.0,4.0,4.0,13.0,21.0,6.0,,,,72.0,37.0,6.0,14.0,1,4.0,10.0,4.0,,,,1.0,2.0,1.0,2.0,3.0,2.0,,3.0,,1.0,,1.0,,,,2.0,,,,minteh01,,,,,,,
12115487,home,Feyenoord,Calvin Stengs,,,calvin-stengs,C. Stengs,M,23,187,1731,M,857480,EUR,913939200,M,10,10,False,30.0,21.0,4.0,2.0,8.0,9.0,15.0,25.0,5.0,,,,87.0,61.0,7.4,19.0,2,2.0,8.0,7.0,3.0,1.0,2.0,2.0,,2.0,6.0,1.0,1.0,,2.0,1.0,,,1.0,,1.0,,4.0,2.0,1.0,,,1.0,,,,,,
12115487,home,Feyenoord,Igor Paixão,,,igor-paixao,I. Paixão,F,14,168,12533,M,981815,EUR,962150400,M,14,14,False,21.0,12.0,,,2.0,3.0,11.0,21.0,,,,,67.0,44.0,8.2,17.0,4,2.0,4.0,3.0,,,1.0,1.0,,,1.0,2.0,1.0,,4.0,4.0,,,2.0,,1.0,,3.0,1.0,2.0,,,1.0,1.0,1.0,,,,
