match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_fouls,player_firstName,player_lastName,stat_aerialWon,stat_duelWon,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_aerialLost,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_accurateCross,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_bigChanceCreated,captain,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_hitWoodwork
12624959,home,Al-Khaleej,Abdullah Al-Salem,abdullah-al-salem,A. Al-Salem,F,9,183.0,285,M,818674,EUR,724723200,F,11,11,False,15.0,11.0,,,0.0,5.0,6.0,6.0,10.0,2.0,,,90.0,22.0,6.8,7.0,3,1.0,2.0,1.0,1.0,,,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,,2.0,,,,,,,
12624959,home,Al-Khaleej,Saleh Abu Al-Shamat,saleh-aboulshamat,S. Aboulshamat,M,47,171.0,764,M,1429250,EUR,1029024000,M,47,47,True,8.0,6.0,1.0,1.0,0.0,3.0,4.0,3.0,6.0,4.0,,,10.0,15.0,6.3,6.0,0,2.0,3.0,,,2.0,,,Saleh Aboulshamat,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
12624959,home,Al-Khaleej,Murad Al Hawsawi,murad-al-hawsawi,M. A. Hawsawi,M,18,180.0,332,M,1549082,EUR,991440000,M,18,18,True,6.0,4.0,,,0.0,3.0,4.0,1.0,2.0,,,,10.0,10.0,6.9,2.0,0,,,,,,1.0,,Murad Al Hawsawi,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
12624959,home,Al-Khaleej,Mohamed Sherif,mohamed-sherif,M. Sherif,F,10,184.0,13085,M,918784,EUR,823392000,F,9,9,True,4.0,3.0,1.0,,0.0,1.0,2.0,2.0,2.0,1.0,,,10.0,4.0,6.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mohamed_shereif19,,
12624959,home,Al-Khaleej,Marwan Al-Haidari,marwan-al-haidari,M. Al-Haidari,G,96,191.0,32,M,832497,EUR,829267200,G,96,96,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624959,home,Al-Khaleej,Arif Al-Haydar,arif-al-haydar,A. Al-Haydar,D,25,172.0,6,M,1084262,EUR,866764800,D,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,Arif Al-Haydar,,,,,,,,,,,,,,,,,,,,,,,,
12624959,home,Al-Khaleej,Bandar Al Mutairi,bandar-al-mutairi,B. A. Mutairi,D,33,168.0,13,M,847483,EUR,637372800,D,33,33,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624959,home,Al-Khaleej,Ali Al Shaafi,ali-al-shaafi,A. A. Shaafi,D,94,178.0,8,M,1521166,EUR,1010793600,D,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,Ali Al Shaafi,,,,,,,,,,,,,,,,,,,,,,,,
12624959,home,Al-Khaleej,Khaled Al-Semeiry,khaled-al-semeiry,K. Al-Semeiry,M,88,170.0,35,M,857390,EUR,852076800,M,8,8,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624959,home,Al-Khaleej,Hisham Al-Dubais,al-dubais-hisham,H. Al-Dubais,F,77,175.0,35,M,1653046,EUR,1001462400,M,77,77,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Marek Rodák,marek-rodak,M. Rodák,G,1,188.0,518,M,358694,EUR,850435200,G,1,1,False,30.0,21.0,15.0,6.0,0.0,17.0,18.0,4.0,12.0,9.0,2.0,2.0,90.0,43.0,7.0,9.0,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,
12624959,away,Al-Ettifaq,Radhi Al-Oteibi,radhi-al-oteibi,R. Al-Oteibi,D,61,170.0,28,M,963642,EUR,960768000,D,61,61,False,11.0,9.0,3.0,1.0,0.0,6.0,7.0,3.0,4.0,,,,18.0,17.0,7.1,4.0,0,,,,,1.0,,,,,,2.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,1.0,,,,
12624959,away,Al-Ettifaq,Abdullah Al Khateeb,abdullah-al-khateeb,A. A. Khateeb,D,70,173.0,38,M,920498,EUR,794966400,D,70,70,False,55.0,50.0,3.0,,1.0,34.0,36.0,16.0,19.0,7.0,,,90.0,63.0,7.1,5.0,0,,,,,,1.0,,,,1.0,3.0,,3.0,,,,,,2.0,1.0,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Abdullah Madu,abdullah-madu,A. Madu,D,3,186.0,189,M,794347,EUR,742694400,D,3,3,False,44.0,39.0,7.0,4.0,0.0,27.0,30.0,12.0,14.0,1.0,,,90.0,59.0,7.1,5.0,0,,2.0,,,1.0,2.0,,,,,2.0,,6.0,1.0,,2.0,,,1.0,,,1.0,,,,,,,,,,
12624959,away,Al-Ettifaq,Mohammed Abdulrahman,mohammed-abdulrahman,M. Abdulrahman,D,29,170.0,146,M,1133141,EUR,1042502400,D,29,29,False,37.0,34.0,2.0,2.0,0.0,15.0,16.0,20.0,25.0,2.0,,,90.0,70.0,6.9,10.0,0,4.0,5.0,2.0,,4.0,1.0,1.0,Mohammed Abdulrahman,,,6.0,,4.0,,2.0,,3.0,2.0,1.0,,1.0,2.0,,,,,,,,,,
12624959,away,Al-Ettifaq,Seko Fofana,seko-fofana,S. Fofana,M,42,184.0,12170,M,191188,EUR,799804800,M,75,75,False,62.0,56.0,4.0,3.0,0.0,19.0,20.0,37.0,42.0,7.0,,,90.0,79.0,7.5,9.0,2,,3.0,,1.0,3.0,1.0,2.0,,,1.0,7.0,,,,,,3.0,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,,sekofofana,,
12624959,away,Al-Ettifaq,Georginio Wijnaldum,georginio-wijnaldum,G. Wijnaldum,M,8,175.0,8339,M,22126,EUR,658281600,M,8,8,False,44.0,40.0,3.0,2.0,0.0,10.0,10.0,30.0,34.0,4.0,,,90.0,49.0,7.3,6.0,1,,3.0,,2.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,1.0,1.0,,,True,gwijnaldum,,
12624959,away,Al-Ettifaq,Karl Toko Ekambi,karl-toko-ekambi,K. Toko Ekambi,F,9,183.0,3818,M,842931,EUR,716428800,M,7,7,False,36.0,31.0,1.0,,0.0,8.0,10.0,23.0,27.0,3.0,,,90.0,54.0,6.6,12.0,2,1.0,9.0,1.0,2.0,2.0,,2.0,,,,2.0,1.0,,1.0,3.0,3.0,1.0,1.0,,4.0,,1.0,1.0,1.0,,,,,,karltokoekambi,,
12624959,away,Al-Ettifaq,Álvaro Medrán,alvaro-medran,Á. Medrán,M,10,176.0,321,M,537018,EUR,763689600,M,10,10,False,45.0,37.0,5.0,4.0,1.0,9.0,10.0,30.0,37.0,8.0,,,85.0,60.0,8.2,10.0,3,2.0,3.0,1.0,1.0,,1.0,1.0,,,,6.0,,,,1.0,,3.0,3.0,3.0,2.0,2.0,,,3.0,,,,1.0,,,,
12624959,away,Al-Ettifaq,Demarai Gray,demarai-gray,D. Gray,M,10,184.0,1784,M,355152,EUR,835920000,M,11,11,False,36.0,30.0,2.0,2.0,0.0,12.0,12.0,18.0,26.0,7.0,,,90.0,50.0,7.2,12.0,1,2.0,2.0,,1.0,6.0,,,,,1.0,6.0,1.0,,,2.0,,,,,1.0,,5.0,,,,,,,,,,
12624959,away,Al-Ettifaq,Moussa Dembélé,moussa-dembele,M. Dembélé,F,9,183.0,2632,M,318653,EUR,837129600,F,9,9,False,18.0,12.0,2.0,1.0,0.0,5.0,5.0,7.0,13.0,1.0,,,79.0,36.0,7.1,13.0,3,,5.0,,1.0,4.0,,3.0,,,1.0,8.0,1.0,,,5.0,,1.0,,3.0,,,3.0,,2.0,,,,,,,,1.0
12624959,away,Al-Ettifaq,Abdulbaset Hindi,abdulbaset-hindi,A. Hindi,D,37,181.0,80,M,949218,EUR,854841600,D,25,25,True,30.0,24.0,2.0,2.0,0.0,15.0,18.0,9.0,13.0,1.0,,,72.0,51.0,6.7,8.0,0,1.0,3.0,3.0,,,3.0,,,,3.0,4.0,,3.0,,,,,,1.0,,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Abdullah Radif,abdullah-radif,A. H. Radif,F,21,185.0,510,M,1101759,EUR,1043107200,F,21,21,True,4.0,2.0,,,0.0,1.0,2.0,1.0,3.0,2.0,,,11.0,13.0,7.0,8.0,1,1.0,5.0,,2.0,4.0,,,Abdullah Radif,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,
12624959,away,Al-Ettifaq,Vitinho,vitinho,Vitinho,F,11,178.0,3973,M,242054,EUR,750124800,F,14,14,True,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,,,,13.0,7.0,6.5,1.0,0,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Ahmad Al Harbi,ahmad-al-harbi,A. A. Harbi,G,22,183.0,197,M,828527,EUR,781401600,G,23,23,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Abdullah Al Bishi,abdullah-al-bishi,A. A. Bishi,D,,,1,,1935093,EUR,1167436800,F,15,15,True,,,,,,,,,,,,,,,,,0,,,,,,,,Abdullah Al Bishi,,,,,,,,,,,,,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Meshal Ali Khayrallah,meshal-ali-khayrallah,M. A. Khayrallah,D,87,177.0,40,M,1156413,EUR,986947200,D,87,87,True,,,,,,,,,,,,,,,,,0,,,,,,,,Meshal Ali Khayrallah,,,,,,,,,,,,,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Majed Dawran,majed-dawran,M. Dawran,M,11,184.0,39,M,1547401,EUR,1060992000,M,77,77,True,,,,,,,,,,,,,,,,,0,,,,,,,,Majed Dawran,,,,,,,,,,,,,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Abdulaziz Al-Aliwa,abdulaziz-al-aliwa,A. Al-Aliwa,M,46,182.0,344,M,1067777,EUR,1076457600,F,46,46,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624959,away,Al-Ettifaq,Hassan Murtadh Al-Musallam,hassan-murtadh-al-musallam,H. M. Al-Musallam,M,,,16,M,1797659,EUR,1127088000,M,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,Hassan Murtadh Al-Musallam,,,,,,,,,,,,,,,,,,,,,,,,
