match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_expectedGoals,captain,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_goodHighClaim,stat_punches,stat_errorLeadToAShot,stat_hitWoodwork
11408404,home,Casa Pia,Ricardo Batista,ricardo-batista,R. Batista,G,33,193,111,M,9668,EUR,532656000,G,33,33,False,33.0,18.0,16.0,3.0,17.0,23.0,1.0,10.0,1.0,2.0,1.0,1.0,2.0,90.0,37.0,7.0,15.0,0.00014025,0,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408404,home,Casa Pia,João Nunes,joao-nunes,J. Nunes,D,30,188,83,M,190135,EUR,816739200,D,3,3,False,49.0,36.0,10.0,2.0,27.0,32.0,9.0,19.0,2.0,4.0,,,,90.0,55.0,7.0,15.0,0.00608729,1,,2.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0584,,,,,,,,,,,,,,,,,,,,,,
11408404,home,Casa Pia,Fernando Varela,fernando-varela,F. Varela,D,5,183,60,M,51705,EUR,564883200,D,15,15,False,38.0,31.0,5.0,2.0,25.0,26.0,6.0,12.0,5.0,4.0,3.0,,,88.0,47.0,7.0,7.0,0.00405254,0,,,,,1.0,1.0,,2.0,,True,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11408404,home,Casa Pia,Nermin Zolotić,nermin-zolotic,N. Zolotić,D,44,188,74,M,94826,EUR,742003200,D,19,19,False,57.0,49.0,4.0,,32.0,33.0,17.0,24.0,4.0,3.0,,,,90.0,68.0,7.4,9.0,0.00764292,1,,,1.0,,2.0,,,3.0,0.0165,,1.0,4.0,3.0,,,1.0,1.0,1.0,0.1016,,,,,,,,,,,,
11408404,home,Casa Pia,Gaizka Larrazabal,gaizka-larrazabal,G. Larrazabal,M,72,179,117,M,849719,EUR,882316800,M,72,72,False,36.0,25.0,5.0,,12.0,18.0,15.0,22.0,12.0,6.0,1.0,,,90.0,78.0,7.8,17.0,0.213883,2,,4.0,1.0,2.0,5.0,,,5.0,0.0467,,,4.0,3.0,,,2.0,,,0.0701,2.0,1.0,8.0,5.0,2.0,2.0,,,,,,
11408404,home,Casa Pia,Neto,neto,Neto,M,8,181,91,M,843358,EUR,683769600,M,8,8,False,55.0,48.0,5.0,2.0,22.0,25.0,26.0,30.0,4.0,8.0,1.0,,,90.0,65.0,6.8,10.0,0.0167784,0,,,1.0,1.0,7.0,2.0,,1.0,,,1.0,1.0,1.0,,,,3.0,4.0,,,,1.0,1.0,1.0,,,,,,,
11408404,home,Casa Pia,Telasco Segovia,telasco-segovia,T. Segovia,M,8,175,5926,M,1106549,EUR,1049241600,M,21,21,False,52.0,47.0,4.0,3.0,21.0,23.0,26.0,30.0,4.0,3.0,,,,88.0,68.0,6.8,10.0,0.027241,3,,1.0,,,8.0,5.0,,,0.1641,,,4.0,3.0,Telasco Segovia,,,,1.0,,,1.0,1.0,,2.0,1.0,3.0,,,,,
11408404,home,Casa Pia,Leonardo Lelo,leonardo-lelo,L. Lelo,M,5,175,353,M,1006865,EUR,954374400,M,5,5,False,31.0,24.0,5.0,1.0,8.0,12.0,16.0,23.0,2.0,5.0,,,,90.0,46.0,6.7,13.0,0.220333,0,,4.0,,,4.0,3.0,,,,,,2.0,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,
11408404,home,Casa Pia,Pablo,pablo,Pablo,M,7,182,239,M,931595,EUR,942537600,F,80,80,False,30.0,25.0,5.0,4.0,6.0,7.0,19.0,24.0,3.0,3.0,1.0,,,63.0,43.0,7.2,9.0,0.0453385,1,,1.0,,,4.0,,1.0,,0.0971,,,,,,,,1.0,2.0,,,1.0,3.0,2.0,2.0,1.0,,,,,,
11408404,home,Casa Pia,Felippe Cardoso,felippe-cardoso,F. Cardoso,F,70,187,417,M,922616,EUR,907459200,F,30,30,False,12.0,8.0,1.0,1.0,1.0,1.0,8.0,12.0,6.0,2.0,,,,82.0,24.0,7.0,9.0,0.105244,2,,1.0,4.0,2.0,8.0,1.0,,,0.151,,,3.0,1.0,,,1.0,2.0,,0.0652,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,,,,
