match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,player_sofascoreId,stat_aerialWon,stat_wasFouled,stat_fouls,captain,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalOffside,stat_totalCross,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_accurateCross,stat_goalAssist,stat_blockedScoringAttempt,stat_goals,stat_bigChanceMissed,stat_punches,stat_outfielderBlock
11401871,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,265,M,94835,EUR,648432000,G,1,1,False,35.0,21.0,19.0,5.0,17.0,19.0,4.0,16.0,2.0,12.0,1.0,3.0,3.0,2.0,2.0,90.0,47.0,7.2,14.0,0.0,0.0,0.00038729,0,0.1202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401871,home,FC Twente,Alfons Sampsted,alfons-sampsted,A. Sampsted,D,2,180.0,197,M,842536,EUR,891820800,D,12,12,False,41.0,37.0,6.0,5.0,20.0,20.0,17.0,21.0,,8.0,,,,,,90.0,53.0,7.2,9.0,0.0,0.0,0.112303,0,,5.0,9.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
11401871,home,FC Twente,Mees Hilgers,mees-hilgers,M. Hilgers,D,2,185.0,8875,M,1014288,EUR,989712000,D,2,2,False,59.0,52.0,7.0,2.0,30.0,31.0,22.0,28.0,2.0,10.0,,,,,,90.0,66.0,7.0,7.0,0.0,0.0,0.0111579,0,,1.0,3.0,4.0,,,,,1.0,1.0,,,meeshilgerss,1.0,2.0,3.0,,,,,,,,,,,,,,,,
11401871,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,269,M,196082,EUR,748742400,D,3,3,False,87.0,76.0,17.0,11.0,27.0,29.0,49.0,58.0,,3.0,,,,,,90.0,97.0,7.4,13.0,0.153,0.0867,0.0413383,2,,2.0,5.0,2.0,3.0,,,2.0,,,2.0,1.0,,2.0,,,True,1.0,1.0,1.0,,,,,,,,,,,,
11401871,home,FC Twente,Youri Regeer,youri-regeer,Y. Regeer,M,6,177.0,742,M,996940,EUR,1061164800,D,8,8,False,51.0,44.0,3.0,2.0,12.0,13.0,32.0,39.0,,3.0,,,,,,90.0,71.0,7.9,9.0,0.0724,0.0,0.0450639,2,,2.0,4.0,8.0,,,,,1.0,,,,,2.0,4.0,1.0,,2.0,,,1.0,2.0,1.0,,,,,,,,,
11401871,home,FC Twente,Mathias Kjølø,mathias-kjolo,M. Kjølø,M,4,174.0,167,M,966546,EUR,993600000,M,4,4,False,47.0,42.0,7.0,5.0,14.0,14.0,28.0,34.0,1.0,12.0,,,,,,90.0,56.0,7.7,7.0,0.0164,0.0,0.436024,1,,5.0,6.0,4.0,,,,,1.0,,,2.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,
11401871,home,FC Twente,Michal Sadílek,michal-sadilek,M. Sadílek,M,23,168.0,329,M,825731,EUR,928108800,M,23,23,False,69.0,55.0,8.0,2.0,13.0,13.0,46.0,63.0,2.0,8.0,,,,,,90.0,90.0,7.1,23.0,0.0254,0.0,0.326109,1,,3.0,9.0,3.0,1.0,2.0,,1.0,,,3.0,3.0,,2.0,,3.0,,1.0,,,7.0,2.0,1.0,,,4.0,,,,,,
11401871,home,FC Twente,Daan Rots,daan-rots,D. Rots,M,11,179.0,509,M,1048430,EUR,996019200,M,11,11,False,25.0,20.0,1.0,,6.0,6.0,14.0,22.0,,,,,,,,72.0,39.0,7.0,11.0,0.0239,0.0,0.170006,1,,1.0,4.0,4.0,1.0,,,,,,1.0,1.0,,1.0,3.0,,,,,1.0,3.0,2.0,,,,,1.0,1.0,,,,
11401871,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173.0,3417,M,944467,EUR,1005523200,M,14,14,False,18.0,13.0,1.0,1.0,4.0,5.0,9.0,14.0,,2.0,,,,,,76.0,32.0,7.0,11.0,0.2658,0.4037,0.0369709,1,,1.0,7.0,1.0,2.0,3.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,
11401871,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189.0,423,M,798181,EUR,865209600,M,18,18,False,32.0,28.0,,,5.0,6.0,24.0,29.0,,5.0,,,,,,81.0,57.0,6.9,17.0,0.4061,0.5425,0.0979911,5,,,7.0,2.0,,5.0,,,,,3.0,1.0,,,1.0,,,1.0,2.0,,3.0,3.0,1.0,,,1.0,,2.0,,,,
