match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,player_firstName,player_lastName,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_fouls,captain,stat_goalAssist,stat_accurateCross,stat_wonContest,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,player_sofascoreId
10407016,home,KAS Eupen,Lennart Moser,lennart-moser,L. Moser,G,99,196,55,M,886064,EUR,944438400,G,1,1,False,28.0,13.0,21.0,7.0,9.0,11.0,4.0,17.0,7.0,1.0,2.0,1.0,1.0,90.0,36.0,6.2,16.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407016,home,KAS Eupen,Yentl Van Genechten,yentl-van-genechten,Y. V. Genechten,D,2,191,45,M,921951,EUR,966556800,D,2,2,False,26.0,18.0,1.0,,11.0,12.0,7.0,15.0,7.0,,,,,90.0,49.0,6.9,13.0,0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10407016,home,KAS Eupen,Boris Lambert,lambert-boris,B. Lambert,M,35,187,94,M,936240,EUR,955324800,D,35,35,False,42.0,29.0,14.0,5.0,20.0,22.0,9.0,20.0,6.0,,,,,90.0,55.0,6.8,14.0,1,,4.0,4.0,,5.0,1.0,2.0,,,,2.0,4.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10407016,home,KAS Eupen,Rune Paeshuyse,rune-paeshuyse,R. Paeshuyse,D,28,187,35,M,1020435,EUR,1017273600,D,28,28,False,36.0,31.0,5.0,3.0,27.0,29.0,4.0,7.0,6.0,,,,,90.0,50.0,7.3,5.0,0,,1.0,2.0,,5.0,1.0,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
10407016,home,KAS Eupen,Jason Davidson,jason-davidson,J. Davidson,D,2,180,74,M,105350,EUR,678153600,D,3,3,False,50.0,32.0,11.0,3.0,12.0,20.0,20.0,30.0,4.0,,,,,90.0,84.0,6.6,27.0,1,,6.0,6.0,2.0,5.0,2.0,,5.0,2.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,
10407016,home,KAS Eupen,James Jeggo,james-jeggo,J. Jeggo,M,,179,44,M,184791,EUR,697852800,M,4,4,False,31.0,26.0,4.0,1.0,11.0,13.0,15.0,18.0,8.0,,,,,84.0,47.0,6.7,8.0,0,,6.0,7.0,,1.0,,1.0,5.0,3.0,2.0,,,3.0,1.0,,,,,,,2.0,2.0,,,,,,,,,
10407016,home,KAS Eupen,Stef Peeters,stef-peeters,S. Peeters,M,8,188,82,M,201988,EUR,697593600,M,8,8,False,51.0,33.0,11.0,8.0,8.0,12.0,27.0,48.0,8.0,,,,,90.0,72.0,7.3,30.0,1,9.0,8.0,6.0,1.0,,,,3.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,,,,1.0,,1.0,2.0,True,1.0,2.0,1.0,2.0,6.0,,,
10407016,home,KAS Eupen,Gary Magnee,magnee-gary,G. Magnee,M,15,173,149,M,990265,EUR,939686400,M,15,15,False,31.0,21.0,6.0,3.0,7.0,9.0,14.0,22.0,6.0,,,,,90.0,47.0,6.4,13.0,1,,8.0,4.0,2.0,1.0,,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,1.0,2.0,3.0,,,,1.0,,1.0,,,
10407016,home,KAS Eupen,Konan N'Dri,ndri-konan,K. N'Dri,F,11,174,435,M,978327,EUR,972604800,F,11,11,False,10.0,7.0,,,,1.0,7.0,10.0,2.0,,,,,87.0,24.0,6.2,11.0,3,1.0,8.0,1.0,1.0,,,,,,2.0,3.0,,,4.0,,,,,,1.0,1.0,,,,,,,,2.0,2.0,
10407016,home,KAS Eupen,Smail Prevljak,smail-prevljak,S. Prevljak,F,9,187,589,M,580658,EUR,800064000,F,9,9,False,22.0,17.0,,,6.0,6.0,11.0,16.0,3.0,,,,,90.0,31.0,6.8,9.0,3,,3.0,,,,,,,,3.0,1.0,,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,
10407016,home,KAS Eupen,Regan Charles-Cook,regan-charles-cook,R. Charles-Cook,F,77,175,63,M,803116,EUR,857174400,F,10,10,False,22.0,19.0,2.0,1.0,14.0,15.0,5.0,7.0,7.0,,,,,70.0,33.0,6.8,7.0,0,,4.0,4.0,1.0,,,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,,,,,,,2.0,1.0,,,,1.0,,,,,
10407016,home,KAS Eupen,Nathan Bitumazala,nathan-bitumazala,N. Bitumazala,M,10,178,85,M,1010227,EUR,1039478400,M,17,17,True,9.0,6.0,1.0,1.0,2.0,2.0,4.0,7.0,,,,,,20.0,14.0,6.6,4.0,0,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
10407016,home,KAS Eupen,Isaac Christie-Davies,isaac-christie-davies,I. Christie-Davies,M,34,188,41,M,838613,EUR,877132800,M,23,23,True,4.0,1.0,2.0,,,,1.0,4.0,,,,,,12.0,5.0,6.5,3.0,0,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
10407016,home,KAS Eupen,Isaac Nuhu,isaac-nuhu,I. Nuhu,M,7,171,193,M,1047318,EUR,1001808000,M,7,7,True,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,,,,,9.0,3.0,6.5,,0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
10407016,home,KAS Eupen,Abdul Manaf Nurudeen,abdul-manaf-nurudeen,A. M. Nurudeen,G,33,190,505,M,886219,EUR,918432000,G,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407016,home,KAS Eupen,Jan Gorenc,jan-gorenc,J. Gorenc,D,30,192,61,M,862198,EUR,932947200,D,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407016,home,KAS Eupen,Jerome Deom,deom-jerome,J. Deom,M,24,175,45,M,839883,EUR,924480000,M,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407016,home,KAS Eupen,Djeidi Gassama,djeidi-gassama,D. Gassama,F,23,178,891,M,1142674,EUR,1063152000,F,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407016,away,RC Sporting Charleroi,Hervé Koffi,herve-koffi,H. Koffi,G,12,187,15803,M,867299,EUR,845424000,G,16,16,False,36.0,30.0,14.0,8.0,24.0,25.0,6.0,11.0,11.0,2.0,2.0,,,90.0,46.0,6.8,6.0,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,HKoffi
10407016,away,RC Sporting Charleroi,Ken Nkuba,nkuba-ken,K. Nkuba,M,27,180,165,M,961902,EUR,1011571200,D,28,28,False,15.0,12.0,,,5.0,7.0,8.0,14.0,7.0,,,,,64.0,46.0,6.6,20.0,3,6.0,9.0,4.0,3.0,,,2.0,2.0,,4.0,,1.0,,4.0,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,,,1.0,1.0,,
10407016,away,RC Sporting Charleroi,Jonas Bager,jonas-bager,J. Bager,D,5,182,87,M,541350,EUR,837648000,D,2,2,False,49.0,39.0,9.0,4.0,25.0,27.0,14.0,22.0,6.0,,,,,90.0,71.0,6.6,11.0,0,,4.0,5.0,,,,3.0,1.0,,,,4.0,3.0,,,,,,,,1.0,1.0,,,,,,,,,
10407016,away,RC Sporting Charleroi,Damien Marcq,damien-marcq,D. Marcq,D,,183,29,M,51622,EUR,597542400,D,25,25,False,46.0,40.0,16.0,11.0,24.0,24.0,16.0,22.0,3.0,,,,,90.0,62.0,8.2,6.0,1,,2.0,4.0,,3.0,2.0,2.0,3.0,1.0,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,,,,,,,,
10407016,away,RC Sporting Charleroi,Mehdi Boukamir,mehdi-boukamir,M. Boukamir,D,32,188,1014,M,1131463,EUR,1075075200,D,32,32,False,51.0,46.0,2.0,1.0,23.0,25.0,23.0,26.0,8.0,,,,,90.0,69.0,6.9,6.0,1,,,6.0,2.0,1.0,,1.0,1.0,1.0,,,2.0,,,,,Mehdi Boukamir,,,1.0,1.0,,,,,2.0,,,,,
10407016,away,RC Sporting Charleroi,Joris Kayembe,joris-kayembe-ditu,J. Kayembe,D,18,180,4977,M,354046,EUR,776304000,D,12,12,False,40.0,27.0,5.0,1.0,6.0,10.0,23.0,36.0,7.0,,,,,90.0,73.0,7.4,26.0,3,6.0,4.0,8.0,6.0,2.0,,2.0,4.0,4.0,3.0,,,,1.0,,,,,,2.0,1.0,,,,2.0,3.0,,3.0,1.0,,joriskayembe23
10407016,away,RC Sporting Charleroi,Daan Heymans,heymans-daan,D. Heymans,M,38,186,544,M,845344,EUR,929404800,M,18,18,False,23.0,16.0,,,7.0,8.0,9.0,15.0,2.0,,,,,45.0,28.0,6.5,8.0,2,,2.0,2.0,,,,,,,1.0,2.0,1.0,,,,,,,,,1.0,,,,,,,,2.0,,
10407016,away,RC Sporting Charleroi,Adem Zorgane,adem-zorgane,A. Zorgane,M,8,184,6525,M,1000472,EUR,947116800,M,6,6,False,76.0,64.0,7.0,5.0,22.0,23.0,42.0,54.0,10.0,,,,,90.0,92.0,7.0,21.0,1,1.0,8.0,3.0,1.0,2.0,,1.0,1.0,1.0,4.0,1.0,2.0,,3.0,,,,,,1.0,,3.0,,,,,1.0,4.0,,,AdemZorgane
10407016,away,RC Sporting Charleroi,Marco Ilaimaharitra,marco-ilaimaharitra,M. Ilaimaharitra,M,23,178,500,M,358198,EUR,806716800,M,26,26,False,62.0,54.0,2.0,2.0,20.0,23.0,34.0,39.0,10.0,,,,,84.0,80.0,7.9,11.0,0,,2.0,7.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,,1.0,,1.0,,,,,,,1.0,1.0,True,1.0,,2.0,1.0,1.0,,,
10407016,away,RC Sporting Charleroi,Ali Gholizadeh,ali-gholizadeh,A. Gholizadeh,M,8,172,1509,M,359350,EUR,826416000,F,8,8,False,47.0,32.0,4.0,1.0,8.0,13.0,27.0,40.0,5.0,,,,,72.0,71.0,7.4,23.0,4,6.0,1.0,4.0,3.0,,,1.0,1.0,1.0,3.0,,,,,1.0,,,,,3.0,1.0,,,,3.0,2.0,,2.0,,1.0,
