match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_keyPass,stat_totalContest,stat_outfielderBlock,stat_lastManTackle,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_punches,player_sofascoreId,stat_totalOffside
12499324,home,Udinese,Maduka Okoye,,,maduka-okoye,M. Okoye,G,40,197,2162,M,891656,EUR,935798400,G,40,40,False,33.0,26.0,12.0,5.0,0.0,21.0,25.0,5.0,8.0,1.0,10.0,2.0,2.0,3.0,2.0,2.0,90.0,44.0,7.5,7.0,0.00125474,0,0.2138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499324,home,Udinese,Christian Kabasele,,,christian-kabasele,C. Kabasele,D,27,186,477,M,58351,EUR,667353600,D,27,27,False,58.0,43.0,11.0,4.0,0.0,28.0,31.0,15.0,28.0,2.0,5.0,,,,,,90.0,73.0,7.8,18.0,0.0121335,3,,1.0,1.0,3.0,4.0,8.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,0.1934,0.0521,,,,,,,,,,,,,,,,
12499324,home,Udinese,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,29,29,False,69.0,57.0,7.0,3.0,0.0,35.0,42.0,22.0,27.0,1.0,10.0,,,,,,90.0,81.0,7.5,13.0,0.00805583,2,,,3.0,3.0,3.0,7.0,,,1.0,,3.0,4.0,3.0,1.0,,,0.0325,0.0131,True,1.0,1.0,1.0,,,,,,,,,,,,
12499324,home,Udinese,Souleymane Isaak Touré,,,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,39.0,38.0,,,0.0,32.0,33.0,6.0,7.0,1.0,1.0,,,,,,90.0,50.0,7.1,3.0,0.00365641,0,,1.0,1.0,,4.0,2.0,,,,,1.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
12499324,home,Udinese,Kingsley Ehizibue,,,kingsley-ehizibue,K. Ehizibue,M,19,189,682,M,609206,EUR,801360000,M,19,19,False,23.0,16.0,1.0,,0.0,8.0,11.0,11.0,18.0,2.0,4.0,,,,,,67.0,52.0,6.5,17.0,0.101288,0,,6.0,2.0,,6.0,2.0,1.0,,,,,1.0,,3.0,1.0,1.0,,,,,,,1.0,,,3.0,1.0,,,,,,,
12499324,home,Udinese,Oier Zarraga,,,oier-zarraga,O. Zarraga,M,6,175,217,M,1009661,EUR,915408000,M,6,6,False,29.0,26.0,2.0,1.0,0.0,9.0,10.0,19.0,24.0,,4.0,,,,,,78.0,40.0,6.8,7.0,0.0355221,1,,5.0,,,2.0,3.0,,,,1.0,1.0,1.0,,1.0,2.0,,0.0421,,,1.0,,,,,,2.0,2.0,,,,,,,
12499324,home,Udinese,Jesper Karlström,,,jesper-karlstrom,J. Karlström,M,8,179,729,M,227894,EUR,803692800,M,25,25,False,56.0,41.0,9.0,2.0,0.0,22.0,25.0,21.0,34.0,,6.0,,,,,,90.0,70.0,7.0,17.0,0.186229,0,,3.0,1.0,1.0,3.0,3.0,1.0,,,,2.0,2.0,1.0,,,,,,,,,1.0,,,,2.0,1.0,,,,,,,
12499324,home,Udinese,Jürgen Ekkelenkamp,,,jurgen-ekkelenkamp,J. Ekkelenkamp,M,32,188,1146,M,904887,EUR,954892800,M,32,32,False,30.0,26.0,,,0.0,11.0,11.0,15.0,20.0,2.0,5.0,,,,,,90.0,46.0,7.3,9.0,0.0140262,0,,1.0,1.0,1.0,1.0,6.0,,,,,2.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,,
12499324,home,Udinese,Jordan Zemura,,,jordan-zemura,J. Zemura,D,33,173,795,M,964119,EUR,942537600,M,33,33,False,30.0,21.0,3.0,2.0,0.0,4.0,6.0,17.0,26.0,,1.0,,,,,,89.0,57.0,7.2,20.0,0.294207,2,,2.0,1.0,,8.0,4.0,2.0,1.0,1.0,,1.0,2.0,1.0,3.0,,1.0,0.405,0.7104,,,,1.0,4.0,,,,2.0,2.0,1.0,1.0,1.0,,,
12499324,home,Udinese,Lorenzo Lucca,,,lorenzo-lucca,L. Lucca,F,20,201,5063,M,962364,EUR,968544000,F,17,17,False,17.0,11.0,1.0,,0.0,4.0,4.0,7.0,14.0,,2.0,,,,,,78.0,25.0,6.6,10.0,0.00337509,1,,1.0,1.0,3.0,7.0,5.0,,1.0,,,,1.0,,2.0,1.0,3.0,0.0127,,,,,,1.0,,,,2.0,,,,,,,
