match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,stat_goalAssist,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,stat_keyPass,captain,stat_totalTackle,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_wonTackle,stat_totalOffside,stat_challengeLost,stat_goals,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock
10438138,home,Sporting CP,Antonio Adán,antonio-adan,A. Adán,G,1,192,816,M,59623,EUR,547862400,G,1,1,False,14.0,14.0,3.0,3.0,13.0,13.0,1.0,1.0,1.0,90.0,14.0,6.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438138,home,Sporting CP,Gonçalo Inácio,goncalo-inacio,G. Inácio,D,25,186,6686,M,1001196,EUR,998697600,D,25,25,False,86.0,78.0,3.0,2.0,22.0,22.0,56.0,65.0,4.0,90.0,93.0,7.3,0,Gonçalo,Inácio,goncaloinacio_25,1.0,1.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,3.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,
10438138,home,Sporting CP,Sebastián Coates,sebastian-coates,S. Coates,D,4,196,2042,M,47443,EUR,655257600,D,4,4,False,45.0,41.0,8.0,8.0,18.0,18.0,23.0,27.0,2.0,64.0,47.0,6.9,0,Sebastián,Coates,,,,,3.0,1.0,4.0,,,,1.0,5.0,,True,1.0,,,,,,,,,,,,,,,,,,,,
10438138,home,Sporting CP,Matheus Reis,reis-matheus,M. Reis,D,2,183,1301,M,797648,EUR,793065600,D,2,2,False,89.0,81.0,5.0,5.0,20.0,23.0,61.0,67.0,5.0,90.0,100.0,7.6,0,,,,,1.0,,2.0,1.0,4.0,2.0,,,1.0,11.0,4.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10438138,home,Sporting CP,Pedro Porro,pedro-porro,P. Porro,D,23,173,10890,M,913654,EUR,937180800,M,24,24,False,30.0,25.0,3.0,3.0,10.0,11.0,20.0,36.0,9.0,64.0,66.0,9.1,4,,,pedroporro29,1.0,17.0,,,2.0,3.0,,3.0,2.0,,22.0,7.0,,1.0,,,1.0,5.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,
10438138,home,Sporting CP,Manuel Ugarte,manuel-ugarte,M. Ugarte,M,25,182,19122,M,846425,EUR,986947200,M,15,15,False,24.0,22.0,,,11.0,12.0,11.0,12.0,5.0,64.0,35.0,6.9,0,,,ugartemanu,,,,,3.0,5.0,1.0,1.0,1.0,1.0,4.0,,,3.0,2.0,1.0,,,,,,,,2.0,,1.0,,,,,,,,
10438138,home,Sporting CP,Hidemasa Morita,hidemasa-morita,H. Morita,M,5,177,3106,M,926560,EUR,800064000,M,5,5,False,8.0,7.0,2.0,1.0,,,7.0,8.0,1.0,45.0,18.0,7.0,2,Hidemasa,Morita,,,,,,5.0,2.0,,,1.0,3.0,5.0,,,1.0,,,3.0,,1.0,,,2.0,,,,1.0,1.0,,,,,,,
10438138,home,Sporting CP,Flávio Nazinho,nazinho-flavio,F. Nazinho,D,20,180,612,M,1006113,EUR,1058659200,M,71,71,False,16.0,13.0,1.0,1.0,6.0,7.0,7.0,12.0,2.0,33.0,26.0,6.6,1,,,,,3.0,1.0,,2.0,3.0,,,,,6.0,,,2.0,1.0,1.0,,,,,,,1.0,2.0,,1.0,,,,,,,,
10438138,home,Sporting CP,Arthur Gomes,arthur-gomes,Arthur Gomes,M,11,175,670,M,822524,EUR,899424000,F,33,33,False,38.0,36.0,4.0,3.0,6.0,6.0,32.0,38.0,2.0,90.0,60.0,7.0,0,,,,,6.0,,,3.0,4.0,,,,1.0,10.0,,,2.0,3.0,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,
10438138,home,Sporting CP,Pedro Gonçalves,pedro-goncalves,P. Gonçalves,F,8,173,8267,M,895764,EUR,898992000,F,28,28,False,38.0,29.0,1.0,1.0,8.0,9.0,22.0,33.0,8.0,90.0,62.0,7.1,5,,,pedroogoncalves28,,4.0,,1.0,4.0,11.0,,,2.0,2.0,17.0,,,6.0,2.0,2.0,2.0,1.0,2.0,,2.0,,3.0,5.0,,,,1.0,,,,,,
10438138,home,Sporting CP,Paulinho,paulinho,Paulinho,F,26,187,4934,M,205790,EUR,721267200,F,20,20,False,16.0,11.0,1.0,1.0,2.0,2.0,9.0,14.0,4.0,90.0,30.0,6.4,2,,,,,,2.0,,6.0,3.0,,1.0,1.0,1.0,10.0,,,2.0,3.0,,2.0,,,,2.0,,,,1.0,,,1.0,,,,,,
10438138,home,Sporting CP,Marcus Edwards,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,True,18.0,16.0,1.0,1.0,2.0,2.0,14.0,18.0,1.0,57.0,32.0,9.2,2,,,,1.0,2.0,1.0,,4.0,3.0,,,,,8.0,1.0,,,4.0,3.0,3.0,,,1.0,,2.0,,,,2.0,2.0,,,,,,,
10438138,home,Sporting CP,Rochinha,rochinha,Rochinha,M,10,169,158,M,352874,EUR,799459200,F,16,16,True,14.0,14.0,,,1.0,1.0,13.0,14.0,2.0,45.0,24.0,6.4,1,,,,,1.0,,,6.0,,,,,1.0,6.0,,,,2.0,,2.0,,1.0,,,1.0,,,1.0,2.0,,,,,,,,
10438138,home,Sporting CP,Jeremiah St. Juste,jeremiah-st-juste,J. St. Juste,D,8,185,1155,M,787640,EUR,845683200,D,3,3,True,32.0,30.0,1.0,1.0,12.0,13.0,18.0,20.0,3.0,26.0,38.0,6.9,0,,,,,1.0,,1.0,2.0,4.0,,1.0,1.0,2.0,3.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,
10438138,home,Sporting CP,Sotiris Alexandropoulos,sotiris-alexandropoulos,S. Alexandropoulos,M,14,186,870,M,947477,EUR,1006732800,M,6,6,True,22.0,19.0,1.0,1.0,6.0,7.0,13.0,15.0,3.0,26.0,26.0,6.7,0,,,,,,,,1.0,2.0,,,,,4.0,,,2.0,,,1.0,,,,,,,2.0,,1.0,,,,,,,,
10438138,home,Sporting CP,Francisco Trincão,francisco-trincao,F. Trincão,F,17,184,11949,M,830431,EUR,946425600,F,17,17,True,10.0,5.0,,,2.0,2.0,3.0,8.0,1.0,26.0,17.0,6.6,0,Francisco,Trincão,trincao,,,,1.0,1.0,3.0,,,1.0,,6.0,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
10438138,home,Sporting CP,Franco Israel,franco-israel,F. Israel,G,81,189,2282,M,1084846,EUR,956361600,G,12,12,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438138,home,Sporting CP,Ricardo Esgaio,ricardo-esgaio,R. Esgaio,D,47,171,673,M,97000,EUR,737510400,D,47,47,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438138,home,Sporting CP,José Marsà,jose-marsa,J. Martinez,D,3,181,222,M,962625,EUR,1015200000,D,63,63,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438138,home,Sporting CP,Dário Essugo,dario-essugo,D. Essugo,M,14,178,9115,M,1110006,EUR,1110758400,M,84,84,True,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438138,away,Vitória SC,Bruno Varela,bruno-varela,B. Varela,G,14,191,628,M,138895,EUR,783907200,G,14,14,False,39.0,17.0,29.0,7.0,13.0,15.0,4.0,24.0,6.0,90.0,51.0,6.2,0,,,,,,,,,1.0,1.0,,1.0,,22.0,,True,,,,,,,,,,,,,,,,1.0,3.0,3.0,1.0,1.0,
10438138,away,Vitória SC,Zé Carlos,ze-carlos,Z. Carlos,M,6,172,109,M,1138915,EUR,1004400000,D,28,28,False,16.0,12.0,2.0,,8.0,11.0,4.0,5.0,4.0,80.0,41.0,6.4,0,Zé Carlos,,,,,,1.0,5.0,7.0,3.0,,3.0,,11.0,1.0,,3.0,2.0,,3.0,,,,,,,2.0,,3.0,,,,,,,,1.0
10438138,away,Vitória SC,André Amaro,andre-amaro,A. Amaro,D,13,185,207,M,1095752,EUR,1029196800,D,13,13,False,31.0,24.0,7.0,4.0,19.0,25.0,5.0,6.0,7.0,90.0,47.0,6.7,0,André Amaro,,,,,,,,7.0,4.0,,2.0,,8.0,,,3.0,2.0,2.0,1.0,,,,,,,1.0,,,,,,,,,,
10438138,away,Vitória SC,Ibrahima Bamba,ibrahima-bamba,I. Bamba,D,22,184,312,M,1131044,EUR,1019433600,D,22,22,False,39.0,34.0,4.0,1.0,30.0,32.0,4.0,7.0,9.0,90.0,55.0,6.8,0,Ibrahima Bamba,,,,,,,1.0,3.0,5.0,3.0,1.0,1.0,6.0,,,1.0,1.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0
10438138,away,Vitória SC,Mikel Villanueva,mikel-villanueva,M. Villanueva,D,17,192,343,M,836279,EUR,734745600,D,3,3,False,45.0,38.0,6.0,4.0,33.0,38.0,5.0,7.0,4.0,90.0,61.0,6.6,0,,,,,,1.0,,2.0,1.0,5.0,3.0,,,9.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,2.0
10438138,away,Vitória SC,Afonso Freitas,afonso-freitas,A. Freitas,D,25,180,35,M,928812,EUR,955065600,D,72,72,False,3.0,2.0,,,1.0,1.0,1.0,2.0,,26.0,7.0,4.7,0,,,,,,,1.0,2.0,2.0,,2.0,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
10438138,away,Vitória SC,Nelson Luz,nelson-luz,N. Luz,M,10,177,198,M,841743,EUR,886550400,M,20,20,False,3.0,3.0,,,2.0,2.0,1.0,1.0,,33.0,17.0,6.5,1,,,,,,,,5.0,4.0,,,,1.0,5.0,,,1.0,5.0,3.0,1.0,,2.0,,1.0,,,1.0,,,,,,,,,,
10438138,away,Vitória SC,Tiago Silva,tiago-silva,T. Silva,M,77,170,351,M,252095,EUR,738979200,M,10,10,False,19.0,16.0,1.0,1.0,13.0,16.0,3.0,6.0,4.0,62.0,29.0,6.0,0,,,,,3.0,,,6.0,1.0,,,,2.0,10.0,,,1.0,,,1.0,,3.0,,,,,1.0,,1.0,,,,,,,,1.0
10438138,away,Vitória SC,André André,andre-andre,A. André,M,11,174,123,M,59777,EUR,620092800,M,21,21,False,40.0,35.0,3.0,2.0,27.0,29.0,8.0,11.0,4.0,90.0,52.0,6.3,0,,,,,,1.0,,9.0,6.0,2.0,1.0,3.0,2.0,7.0,,,3.0,,,1.0,,1.0,,,,,,,5.0,,,,,,,,
10438138,away,Vitória SC,Michael Johnston,michael-johnston,M. Johnston,M,11,171,843,M,847125,EUR,924480000,M,90,90,False,16.0,14.0,,,10.0,12.0,4.0,4.0,3.0,62.0,24.0,6.4,0,,,,,,,,1.0,3.0,1.0,1.0,2.0,,4.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
