match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalContest,stat_dispossessed,stat_fouls,stat_outfielderBlock,player_sofascoreId,captain,stat_totalCross,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_goodHighClaim,stat_goalAssist,stat_bigChanceCreated
11401890,home,AFC Ajax,Jay Gorter,,,jay-gorter,J. Gorter,G,1,190,472,M,981603,EUR,959644800,G,12,12,False,49.0,42.0,11.0,4.0,38.0,40.0,4.0,9.0,2.0,2.0,1.0,7.0,2.0,1.0,90.0,57.0,6.5,7.0,0.00663188,0,0.0481,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401890,home,AFC Ajax,Devyne Rensch,,,devyne-rensch,D. Rensch,D,2,182,2450,M,982778,EUR,1042848000,D,2,2,False,28.0,25.0,,,18.0,18.0,7.0,10.0,1.0,,,1.0,,,45.0,36.0,6.7,4.0,0.0108992,0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11401890,home,AFC Ajax,Jakov Medić,,,jakov-medic,J. Medić,D,5,194,859,M,872307,EUR,905126400,D,18,18,False,105.0,99.0,6.0,3.0,75.0,77.0,24.0,28.0,2.0,1.0,1.0,5.0,,,89.0,113.0,6.7,9.0,0.0159516,0,,,2.0,5.0,1.0,3.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
11401890,home,AFC Ajax,Gastón Ávila,,,gaston-avila,G. Ávila,D,3,182,1203,M,975526,EUR,1001808000,D,30,30,False,107.0,95.0,9.0,3.0,80.0,84.0,15.0,23.0,5.0,,1.0,8.0,,,90.0,125.0,6.9,14.0,0.013955,0,,2.0,,11.0,1.0,8.0,3.0,1.0,3.0,,1.0,2.0,,,,,,,,,,,,,,,,
11401890,home,AFC Ajax,Jorrel Hato,,,jorrel-hato,J. Hato,D,21,182,15501,M,1153079,EUR,1141689600,D,4,4,False,49.0,42.0,5.0,3.0,29.0,32.0,13.0,17.0,2.0,,2.0,7.0,,,90.0,76.0,7.0,11.0,0.0160681,0,,2.0,3.0,5.0,2.0,2.0,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,
11401890,home,AFC Ajax,Steven Bergwijn,,,steven-bergwijn,S. Bergwijn,M,34,178,5149,M,361798,EUR,876268800,M,7,7,False,36.0,29.0,,,8.0,11.0,21.0,26.0,5.0,,,3.0,,,90.0,50.0,6.6,13.0,0.121229,1,,1.0,,5.0,,2.0,1.0,1.0,2.0,4.0,,1.0,,StevenBergwijn,True,1.0,1.0,1.0,0.0752,1.0,,,,,,,,
11401890,home,AFC Ajax,Silvano Vos,,,silvano-vos,S. Vos,M,55,190,846,M,1142565,EUR,1110931200,M,24,24,False,25.0,21.0,3.0,1.0,14.0,17.0,7.0,8.0,4.0,2.0,,4.0,,,68.0,35.0,6.4,7.0,0.00721468,0,,1.0,1.0,1.0,2.0,,,3.0,,,,1.0,2.0,,,,,,,,,,,,,,,
11401890,home,AFC Ajax,Kenneth Taylor,,,kenneth-taylor,K. Taylor,M,24,182,3631,M,959806,EUR,1021507200,M,8,8,False,36.0,26.0,5.0,4.0,11.0,15.0,16.0,25.0,3.0,1.0,1.0,5.0,,,90.0,53.0,6.8,15.0,0.0544966,1,,2.0,1.0,3.0,,,,2.0,1.0,1.0,,,,,,4.0,1.0,1.0,0.0378,,1.0,,,,,,,
11401890,home,AFC Ajax,Carlos Forbs,Carlos Forbs,,carlos-borges,C. Forbs,F,9,169,11145,M,1069486,EUR,1079654400,F,11,11,False,25.0,18.0,1.0,1.0,4.0,4.0,14.0,24.0,7.0,1.0,,5.0,,,90.0,41.0,6.8,14.0,0.100223,0,,3.0,,4.0,,1.0,,1.0,2.0,3.0,1.0,,,,,3.0,1.0,,,,,,,,,,,
11401890,home,AFC Ajax,Brian Brobbey,,,brobbey-brian,B. Brobbey,F,9,180,7090,M,910048,EUR,1012521600,F,9,9,False,22.0,14.0,1.0,,5.0,5.0,9.0,17.0,4.0,,,2.0,,,90.0,27.0,6.9,10.0,0.0572532,1,,3.0,6.0,8.0,,,,1.0,1.0,2.0,,,,brianbrobbeyy,,,1.0,,0.0265,,,1.0,,,,,,
