match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_keyPass,stat_shotValueNormalized,stat_accurateLongBalls,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_wonTackle,stat_blockedScoringAttempt,stat_penaltyWon,stat_bigChanceCreated,stat_bigChanceMissed,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,captain,stat_totalOffside,stat_penaltyMiss,stat_hitWoodwork,stat_penaltyConceded,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_lastManTackle,stat_errorLeadToAShot,stat_outfielderBlock
15237906,home,São Paulo,Rafael,rafael,Rafael,G,23,192,4239,M,33132,EUR,614563200,G,23,23,False,18.0,15.0,3.0,0.0,15.0,15.0,3.0,6.0,1.0,1.0,90.0,25.0,7.1,3.0,4.866e-05,30.182957759665,5.0,-1.8389508335516,0.0,0.0145,0,0.5115,0.01,0.0,0.16,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237906,home,São Paulo,Lucas Ramon,lucas-ramon,L. Ramon,D,19,178,617,M,797225,EUR,762998400,D,19,19,False,41.0,35.0,4.0,0.0,12.0,13.0,28.0,4.0,,,90.0,67.0,7.2,16.0,0.0979138,172.46520104279,17.0,74.634801424199,3.0,,1,,0.08,0.23,0.16,,23.0,6.0,1.0,2.0,2.0,8.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,0.0366,31.658032658711,70.858838206488,1.0,-0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
15237906,home,São Paulo,Alan Franco,alan-franco,A. Franco,D,28,183,2959,M,875402,EUR,844992000,D,28,28,False,34.0,34.0,2.0,0.0,22.0,22.0,12.0,6.0,,,70.0,43.0,7.2,1.0,0.0763878,124.69337148776,18.0,33.669757069121,0.0,,1,,0.39,0.06,0.16,,12.0,,,1.0,2.0,1.0,,,,1.0,3.0,,1.0,,0.0299,,,2.0,-0.19,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
15237906,home,São Paulo,Sabino,sabino,Sabino,D,35,185,1662,M,975118,EUR,846201600,D,35,35,False,44.0,42.0,3.0,0.0,23.0,23.0,21.0,5.0,,,90.0,55.0,7.7,3.0,0.0474698,183.05671748284,24.0,55.539987474298,0.0,,0,,0.38,0.11,0.3,,19.0,1.0,1.0,,2.0,5.0,,,,,1.0,4.0,1.0,1.0,,,,2.0,,1.0,1.0,3.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,
15237906,home,São Paulo,Enzo Díaz,enzo-diaz,E. Díaz,D,13,175,2362,M,932937,EUR,818294400,D,13,13,False,46.0,39.0,3.0,0.0,12.0,15.0,31.0,6.0,,,90.0,73.0,7.2,15.0,0.153456,141.2358037639,16.0,76.186595426751,1.0,,3,,0.2,0.17,-0.04,,27.0,5.0,2.0,,9.0,4.0,,3.0,,2.0,,3.0,2.0,1.0,0.1176,14.554203588635,15.36574111457,2.0,-0.51,3.0,1.0,,1.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
15237906,home,São Paulo,Damián Bobadilla,damian-bobadilla,D. Bobadilla,M,21,181,3033,M,1015261,EUR,991958400,M,16,16,False,16.0,15.0,1.0,0.0,2.0,2.0,14.0,1.0,,,32.0,19.0,6.7,2.0,0.00932917,50.429023251685,7.0,-8.2580877514378,1.0,,0,,0.04,-0.4,0.13,,13.0,,,,1.0,1.0,,1.0,,,,1.0,,,,5.2180720717859,5.3528146801473,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
15237906,home,São Paulo,Danielzinho,danielzinho,Danielzinho,M,94,166,1169,M,356514,EUR,783907200,M,94,94,False,74.0,68.0,5.0,0.0,21.0,22.0,52.0,4.0,,,90.0,91.0,8.1,13.0,0.0383652,291.06792777238,35.0,89.223766733444,1.0,,1,,0.27,0.53,0.22,,47.0,2.0,,1.0,2.0,3.0,1.0,1.0,,,2.0,1.0,3.0,1.0,0.0275,6.331396006089,8.3102712952105,,0.0,4.0,,2.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
15237906,home,São Paulo,Marcos Antônio,marcos-antonio,M. Antônio,M,8,166,3050,M,905453,EUR,960854400,M,8,8,False,73.0,69.0,3.0,0.0,21.0,22.0,51.0,4.0,,,85.0,80.0,7.8,9.0,0.556578,327.71224039791,33.0,199.04127335963,5.0,,1,,0.96,0.48,-0.03,,48.0,,,,5.0,,,1.0,,1.0,,,2.0,,0.7102,25.377712935702,100.70795389744,3.0,-0.66,3.0,1.0,1.0,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
15237906,home,São Paulo,Lucas Moura,lucas-moura,L. Moura,M,7,172,12542,M,149710,EUR,713664000,M,7,7,False,31.0,25.0,1.0,0.0,6.0,6.0,25.0,5.0,,,71.0,39.0,7.5,9.0,0.309853,172.13607849514,15.0,91.843001998376,6.0,,1,,0.42,0.27,-0.03,,19.0,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,3.0,1.0,0.7884,25.759875584109,109.40871628986,2.0,0.32,1.0,1.0,,,,,,,,,lucasmoura7,1.0,1.0,0.7881,,,,,,,,,,,,,
15237906,home,São Paulo,Jonathan Calleri,jonathan-calleri,J. Calleri,F,9,181,9901,M,340519,EUR,748742400,F,9,9,False,13.0,11.0,,0.0,2.0,2.0,11.0,3.0,,,90.0,28.0,7.4,6.0,0.0334932,93.181150743435,9.0,52.894840513664,3.0,,4,,0.03,0.06,-0.01,,9.0,,,,6.0,4.0,1.0,2.0,,2.0,1.0,1.0,1.0,3.0,1.0296,14.240418648988,51.231060050946,1.0,0.41,,,,2.0,1.0,1.0,,,,,jocalleri,2.0,1.0,0.9473,,,True,1.0,,,,,,,,,
