match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_totalCross,stat_shotOffTarget,stat_outfielderBlock,stat_fouls,stat_totalOffside,player_firstName,player_lastName,stat_challengeLost,stat_unsuccessfulTouch,stat_wasFouled,stat_keyPass,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals,stat_blockedScoringAttempt,stat_clearanceOffLine
11453111,home,Al Wehda,Munir El Kajoui,munir-mohamedi,M. El Kajoui,G,1,190.0,3804,M,Munir,141967,EUR,610761600,G,1,1,False,24.0,12.0,21.0,9.0,7.0,11.0,5.0,13.0,1.0,1.0,3.0,14.0,2.0,8.0,10.0,2.0,1.0,1.0,90.0,46.0,9.1,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11453111,home,Al Wehda,Saeed Almuwallad,saeed-al-muwallad,S. Almuwallad,D,2,184.0,20,M,,872205,EUR,668476800,D,2,2,False,11.0,6.0,3.0,1.0,5.0,7.0,1.0,4.0,,2.0,4.0,3.0,,,,,,,85.0,32.0,6.9,7.0,1,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11453111,home,Al Wehda,Jawad El Yamiq,jawad-el-yamiq,J. E. Yamiq,D,18,190.0,4432,M,,877103,EUR,699321600,D,5,5,False,9.0,5.0,3.0,1.0,5.0,6.0,,4.0,1.0,2.0,9.0,1.0,,,,,,,90.0,25.0,6.7,5.0,1,3.0,6.0,,,,,,1.0,,1.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,
11453111,home,Al Wehda,Óscar Duarte,oscar-duarte,Ó. Duarte,D,6,184.0,231,M,,156401,EUR,612835200,D,6,6,False,10.0,5.0,4.0,2.0,3.0,6.0,2.0,4.0,2.0,3.0,4.0,,,,,,,,45.0,15.0,6.7,5.0,0,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
11453111,home,Al Wehda,Islam Ahmed Hawsawi,islam-ahmed-hawsawi,I. A. Hawsawi,D,27,170.0,30,M,,1106232,EUR,1009411200,D,27,27,False,14.0,11.0,,,7.0,10.0,4.0,4.0,1.0,7.0,1.0,9.0,,,,,,,89.0,33.0,7.0,8.0,0,3.0,7.0,,1.0,1.0,,1.0,1.0,1.0,,,1.0,3.0,,Hawsawi Islam Ahmed,,3.0,1.0,4.0,1.0,,,,,,,,
11453111,home,Al Wehda,Waleed Bakshween,waleed-bakshween,W. Bakshween,M,,176.0,23,M,,911303,EUR,626832000,M,4,4,False,7.0,6.0,,,3.0,3.0,3.0,4.0,,2.0,3.0,2.0,,,,,,,67.0,18.0,6.7,3.0,0,,8.0,1.0,,,,1.0,1.0,1.0,,,1.0,5.0,,,,2.0,1.0,1.0,1.0,True,1.0,,,,,,
11453111,home,Al Wehda,Fayçal Fajr,faycal-fajr,F. Fajr,M,76,178.0,1037,M,,143786,EUR,586396800,M,76,76,False,29.0,22.0,6.0,4.0,9.0,11.0,16.0,24.0,,3.0,4.0,6.0,,,,,,,90.0,47.0,7.4,12.0,0,,4.0,,1.0,,,2.0,2.0,1.0,6.0,,1.0,1.0,,,,2.0,,1.0,3.0,,,3.0,1.0,,,,
11453111,home,Al Wehda,Abdulaziz Noor,abdulaziz-noor,A. Noor,M,24,173.0,80,M,,1085115,EUR,916617600,M,24,24,False,14.0,10.0,1.0,1.0,6.0,8.0,4.0,7.0,2.0,11.0,,4.0,,,,,,,90.0,35.0,7.7,10.0,4,2.0,6.0,1.0,4.0,3.0,2.0,,2.0,2.0,1.0,2.0,,1.0,1.0,Abdulaziz Noor,,2.0,3.0,4.0,1.0,,,,,2.0,1.0,,
11453111,home,Al Wehda,Anselmo,anselmo,Anselmo,M,87,182.0,171,M,,256671,EUR,603936000,M,87,87,False,18.0,13.0,,,8.0,10.0,5.0,9.0,2.0,6.0,3.0,3.0,,,,,,,90.0,35.0,6.5,12.0,0,2.0,6.0,2.0,2.0,1.0,,,,,1.0,,,2.0,1.0,,,,3.0,3.0,,,,,,,,,
11453111,home,Al Wehda,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172.0,214,M,,385708,EUR,822873600,M,7,7,False,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,,,,,,,45.0,9.0,6.5,3.0,1,,2.0,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,
