match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_keyPass,stat_shotValueNormalized,stat_blockedScoringAttempt,stat_lastManTackle,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,stat_penaltyConceded,captain,stat_errorLeadToAShot,player_sofascoreId,stat_errorLeadToAGoal,stat_hitWoodwork,stat_totalOffside,stat_penaltyMiss,stat_goals,stat_penaltyWon
14065103,home,VfL Wolfsburg,Kamil Grabara,grabara-kamil,K. Grabara,G,1,195,3175,M,902080,EUR,915753600,G,1,1,False,29.0,28.0,5.0,4.0,0.0,26.0,26.0,2.0,3.0,3.0,9.0,1.0,3.0,1.0,5.0,1.0,1.0,1.0,90.0,45.0,7.8,1.0,0.00046591,0.8339,0,0.0173,0.04,-0.03,0.13,0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14065103,home,VfL Wolfsburg,Kilian Fischer,kilian-fischer,K. Fischer,D,2,179,189,M,995316,EUR,971308800,D,2,2,False,41.0,33.0,5.0,2.0,0.0,21.0,26.0,12.0,15.0,4.0,3.0,,,,,,,,89.0,65.0,7.1,12.0,0.073868,,1,,0.04,0.38,0.17,,,,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0929,2.0,-0.42,,,,,,,,,,,,,,,,,,,,,,,
14065103,home,VfL Wolfsburg,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,15,15,False,51.0,48.0,2.0,1.0,0.0,36.0,38.0,12.0,13.0,8.0,3.0,,,,,,,,90.0,67.0,7.4,4.0,0.00511995,,1,,0.06,0.06,0.59,,,,,,5.0,2.0,7.0,2.0,,,2.0,2.0,2.0,0.1667,,-0.31,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14065103,home,VfL Wolfsburg,Konstantinos Koulierakis,konstantinos-koulierakis,K. Koulierakis,D,4,188,3369,M,1184855,EUR,1069977600,D,4,4,False,66.0,55.0,8.0,5.0,0.0,44.0,47.0,11.0,19.0,3.0,3.0,,,,,,,,90.0,83.0,6.9,14.0,0.161997,,3,,0.18,0.09,0.32,,,,2.0,1.0,3.0,5.0,5.0,,,1.0,1.0,1.0,1.0,0.5102,1.0,-0.52,1.0,,,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1627,,,,,,,,,,,,
14065103,home,VfL Wolfsburg,Joakim Mæhle,joakim-maehle,J. Mæhle,D,21,185,1469,M,842364,EUR,864086400,D,21,21,False,50.0,40.0,6.0,3.0,0.0,26.0,31.0,14.0,19.0,2.0,12.0,,,,,,,,90.0,72.0,6.4,15.0,0.187688,,0,,0.25,0.04,-0.32,,,,2.0,1.0,2.0,3.0,3.0,1.0,1.0,,4.0,,,,2.0,,,,3.0,,,,,,,1.0,,2.0,1.0,1.0,,,,,,,,,
14065103,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,54.0,49.0,7.0,4.0,0.0,33.0,36.0,16.0,18.0,,4.0,,,,,,,,90.0,66.0,7.1,10.0,0.574078,,0,,0.59,0.16,-0.26,,,,5.0,3.0,,3.0,2.0,2.0,3.0,,,1.0,1.0,,3.0,,,,3.0,,,,,2.0,,1.0,,1.0,1.0,,True,1.0,,,,,,,
14065103,home,VfL Wolfsburg,Vinícius Souza,vinicius-souza,Vinicius,M,5,187,1714,M,979290,EUR,929577600,M,5,5,False,33.0,30.0,5.0,3.0,0.0,18.0,19.0,12.0,14.0,4.0,4.0,,,,,,,,89.0,47.0,7.3,5.0,0.0414584,,0,,0.21,0.03,0.47,,,,,,2.0,5.0,6.0,,,,,4.0,2.0,,2.0,,,,1.0,2.0,,,,2.0,,2.0,,1.0,,,,,,,,,,,
14065103,home,VfL Wolfsburg,Mohamed Amoura,mohamed-el-amine-amoura,M. E. A. Amoura,F,9,169,31367,M,1107591,EUR,957830400,M,9,9,False,27.0,17.0,,,0.0,4.0,8.0,13.0,19.0,,4.0,,,,,,,,90.0,53.0,6.3,18.0,0.348955,,5,,0.26,-0.34,-0.33,,Mohamed El Amine Amoura,,4.0,1.0,1.0,6.0,6.0,1.0,1.0,2.0,1.0,3.0,1.0,0.5202,2.0,-0.42,2.0,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0309,3.0,1.0,,,,amoura9,1.0,,,,,
14065103,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,20.0,13.0,3.0,1.0,0.0,5.0,6.0,8.0,14.0,,2.0,,,,,,,,70.0,27.0,6.7,9.0,0.0276453,,1,,0.11,0.06,-0.04,,,,,,1.0,1.0,2.0,,,,,,,0.0424,2.0,0.02,1.0,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,
14065103,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,M,39,39,False,19.0,15.0,1.0,1.0,0.0,8.0,8.0,7.0,11.0,2.0,1.0,,,,,,,,45.0,39.0,6.8,10.0,0.184264,,1,,0.32,0.08,-0.09,,,,4.0,1.0,2.0,6.0,4.0,3.0,1.0,1.0,,,,0.0375,2.0,-0.17,,,,,3.0,,,,2.0,,,1.0,1.0,,,,,,,,,,
