match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_challengeLost,stat_onTargetScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_wasFouled,stat_accurateCross,stat_goals,stat_totalOffside,stat_hitWoodwork,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock
11407340,home,Roma,Rui Patrício,rui-patricio,R. Patrício,G,190.0,3199,M,rpatricio1,17737,EUR,571881600,G,1,1,False,17.0,13.0,5.0,1.0,13.0,15.0,2.0,1.0,3.0,1.0,1.0,90.0,19.0,6.1,4.0,0.0,0.0,1.967e-05,0,-1.2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407340,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,190.0,4038,M,,611210,EUR,829699200,D,23,23,False,70.0,57.0,12.0,4.0,31.0,34.0,38.0,,7.0,,,90.0,81.0,6.7,15.0,0.6212,0.0,0.0596497,3,,23,True,26.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11407340,home,Roma,Chris Smalling,chris-smalling,C. Smalling,D,192.0,1660,M,,47741,EUR,627696000,D,6,6,False,28.0,25.0,2.0,1.0,20.0,21.0,7.0,1.0,3.0,,,65.0,35.0,6.7,3.0,0.0483,0.0804,0.00254003,1,,5,,5.0,,,3.0,1.0,4.0,,,,2.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
11407340,home,Roma,Diego Llorente,diego-llorente,D. Llorente,D,185.0,1146,M,,305278,EUR,745459200,D,14,14,False,79.0,66.0,6.0,2.0,40.0,45.0,36.0,,5.0,,,90.0,88.0,7.2,16.0,0.0141,0.0,0.0364584,0,,3,,26.0,2.0,1.0,6.0,1.0,7.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11407340,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,186.0,2731,M,,186855,EUR,794188800,M,4,4,False,69.0,60.0,8.0,4.0,32.0,34.0,35.0,,11.0,,,90.0,78.0,6.9,11.0,0.0,0.0,0.0261988,0,,4,,28.0,,2.0,3.0,7.0,7.0,,,,1.0,3.0,3.0,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
11407340,home,Roma,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,186.0,1609,M,,921789,EUR,868579200,M,43,43,False,18.0,13.0,2.0,1.0,6.0,9.0,9.0,1.0,4.0,,,65.0,27.0,6.4,9.0,0.0,0.0,0.00716973,0,,13,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11407340,home,Roma,Edoardo Bove,edoardo-bove,E. Bove,M,181.0,2073,M,,986352,EUR,1021507200,M,52,52,False,23.0,18.0,1.0,1.0,7.0,8.0,15.0,,4.0,,,65.0,31.0,6.9,8.0,0.0225,0.0,0.0454073,1,,15,,11.0,,,1.0,2.0,4.0,,1.0,,,2.0,2.0,1.0,,,,,2.0,1.0,1.0,,,,,1.0,,,,,,,,
11407340,home,Roma,Houssem Aouar,aouar-houssem,H. Aouar,M,175.0,14575,M,houssem_aouar,846081,EUR,899164800,M,22,22,False,44.0,34.0,4.0,2.0,14.0,17.0,31.0,,8.0,,,89.0,57.0,7.2,13.0,0.0,0.0,0.122685,0,,10,,23.0,4.0,2.0,3.0,4.0,6.0,,,,1.0,3.0,3.0,1.0,,,,,1.0,3.0,,1.0,,,,,3.0,,,,,,,
11407340,home,Roma,Leonardo Spinazzola,leonardo-spinazzola,L. Spinazzola,D,185.0,3729,M,,148899,EUR,733017600,M,37,37,False,31.0,25.0,8.0,5.0,15.0,16.0,20.0,,8.0,,,65.0,55.0,7.0,14.0,0.0,0.0,0.0599216,0,,37,,11.0,5.0,,1.0,2.0,5.0,,,,1.0,2.0,1.0,1.0,,,,,2.0,1.0,,2.0,1.0,,,1.0,1.0,,,,,,,
11407340,home,Roma,Andrea Belotti,andrea-belotti,A. Belotti,F,181.0,3521,M,gallobelotti,220223,EUR,756345600,F,11,11,False,17.0,13.0,,,6.0,6.0,12.0,,1.0,,,90.0,34.0,8.4,12.0,1.0132,0.7214,0.0118824,4,,19,,7.0,1.0,4.0,1.0,7.0,4.0,,,2.0,,,,2.0,1.0,2.0,,,6.0,,,2.0,1.0,,,2.0,,2.0,1.0,,,,,
