match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_keyPass,player_firstName,player_lastName,stat_wonContest,stat_blockedScoringAttempt,captain,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_penaltyConceded,stat_outfielderBlock,stat_goalAssist
10408409,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,27.0,20.0,17.0,10.0,11.0,13.0,9.0,14.0,10.0,1.0,1.0,1.0,1.0,90.0,32.0,6.7,7.0,0.0,0.0,0.00547817,0,-0.3255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408409,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,2,2,False,48.0,36.0,6.0,1.0,16.0,19.0,21.0,40.0,6.0,,,,,90.0,92.0,7.0,26.0,0.0,0.0,0.0578176,0,,11.0,1.0,2.0,1.0,7.0,8.0,1.0,2.0,2.0,1.0,7.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,
10408409,home,Valencia,Mouctar Diakhaby,mouctar-diakhaby,M. Diakhaby,D,4,192,4026,M,mouctar_dkh,797306,EUR,850953600,D,12,12,False,81.0,62.0,8.0,2.0,32.0,36.0,30.0,46.0,7.0,,,,,90.0,94.0,6.7,21.0,0.4526,0.0,0.0212204,1,,1.0,,,8.0,1.0,10.0,1.0,,5.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408409,home,Valencia,Cenk Özkaçar,cenk-ozkacar,C. Özkaçar,D,39,190,733,M,,953097,EUR,970790400,D,15,15,False,56.0,48.0,4.0,,31.0,36.0,17.0,20.0,9.0,,,,,90.0,70.0,6.9,9.0,0.1319,0.0,0.0096903,2,,,,3.0,2.0,3.0,6.0,,2.0,6.0,,2.0,2.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,
10408409,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,40.0,29.0,,,10.0,14.0,21.0,35.0,4.0,,,,,90.0,74.0,7.3,22.0,0.0569,0.0,0.666441,2,,9.0,2.0,1.0,3.0,3.0,6.0,1.0,1.0,3.0,,2.0,,1.0,,,1.0,,5.0,,,1.0,1.0,True,1.0,1.0,,,,,,,,
10408409,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,18,18,False,50.0,44.0,4.0,2.0,16.0,17.0,28.0,35.0,7.0,,,,,88.0,68.0,6.9,13.0,0.0205,0.0,0.0668869,1,,2.0,,4.0,1.0,10.0,8.0,,4.0,,1.0,3.0,2.0,1.0,3.0,,,1.0,,,,3.0,1.0,,2.0,,,,,,,,,
10408409,home,Valencia,Hugo Guillamón,hugo-guillamon,H. Guillamón,M,6,178,876,M,,855830,EUR,949276800,M,6,6,False,29.0,26.0,3.0,1.0,14.0,16.0,12.0,13.0,3.0,,,,,62.0,39.0,6.5,7.0,0.0,0.0,0.0240845,0,,,,,,3.0,2.0,,1.0,1.0,1.0,,,2.0,3.0,,,2.0,,,,,,,,,,,,,,,,
10408409,home,Valencia,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,17,17,False,25.0,19.0,2.0,1.0,4.0,6.0,15.0,19.0,3.0,,,,,45.0,33.0,6.6,8.0,0.0,0.0,0.0317823,0,,,,1.0,,2.0,3.0,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,
10408409,home,Valencia,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,F,9,9,False,31.0,28.0,1.0,,,,30.0,40.0,4.0,,,,,90.0,62.0,6.1,20.0,1.2749,1.689,0.19533,3,,9.0,2.0,1.0,,12.0,3.0,,6.0,,,,,1.0,2.0,2.0,1.0,1.0,,,,2.0,,,5.0,,2.0,1.0,1.0,1.0,,,,
10408409,home,Valencia,Edinson Cavani,edinson-cavani,E. Cavani,F,10,184,18667,M,ElMatador,21521,EUR,540259200,F,7,7,False,8.0,5.0,,,3.0,4.0,2.0,4.0,2.0,,,,,63.0,16.0,6.6,5.0,0.0,0.0,0.0110349,0,,,,1.0,2.0,3.0,3.0,1.0,,2.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,
