match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_outfielderBlock,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_shotOffTarget,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_bigChanceMissed,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyWon,stat_clearanceOffLine,player_sofascoreId
10407189,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,231,M,156663,EUR,760492800,G,33,33,False,34.0,22.0,18.0,6.0,20.0,23.0,2.0,11.0,10.0,1.0,1.0,1.0,90.0,44.0,5.5,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407189,home,KAA Gent,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,69.0,51.0,10.0,6.0,36.0,49.0,15.0,20.0,8.0,,,,90.0,90.0,6.5,21.0,0,3.0,1.0,5.0,7.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10407189,home,KAA Gent,Michael Ngadeu,,,michael-ngadeu,M. Ngadeu,D,5,190,816,M,245705,EUR,659318400,D,5,5,False,49.0,41.0,8.0,4.0,35.0,41.0,6.0,8.0,8.0,,,,90.0,66.0,5.9,11.0,0,2.0,3.0,8.0,5.0,,,7.0,1.0,,2.0,1.0,3.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
10407189,home,KAA Gent,Bruno Godeau,,,bruno-godeau,B. Godeau,D,31,190,67,M,247321,EUR,705456000,D,31,31,False,49.0,38.0,11.0,7.0,28.0,36.0,10.0,13.0,9.0,,,,79.0,53.0,6.2,11.0,0,,2.0,2.0,2.0,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
10407189,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,M,18,18,False,35.0,29.0,5.0,4.0,16.0,18.0,14.0,20.0,7.0,,,,73.0,67.0,7.4,12.0,1,1.0,1.0,5.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,,,1.0,,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,
10407189,home,KAA Gent,Vadis Odjidja-Ofoe,Vadis,Odjidja-Ofoe,vadis-odjidja-ofoe,V. Odjidja-Ofoe,M,8,185,357,M,17806,EUR,604022400,M,8,8,False,43.0,31.0,8.0,5.0,12.0,14.0,20.0,31.0,5.0,,,,90.0,57.0,6.6,21.0,1,2.0,,6.0,2.0,1.0,1.0,,,,6.0,1.0,2.0,1.0,,2.0,,,1.0,2.0,1.0,,True,1.0,1.0,,,,,,,,,,,,
10407189,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176,164,M,45990,EUR,572832000,M,24,24,False,56.0,52.0,8.0,6.0,28.0,29.0,24.0,27.0,10.0,,,,89.0,71.0,6.6,9.0,0,5.0,,8.0,1.0,,,3.0,1.0,1.0,3.0,,2.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,
10407189,home,KAA Gent,Alessio Castro-Montes,,,alessio-castro-montes,A. Castro-Montes,M,21,175,289,M,839898,EUR,863827200,M,14,14,False,38.0,31.0,6.0,5.0,11.0,11.0,21.0,33.0,3.0,,,,90.0,86.0,7.0,23.0,1,2.0,3.0,8.0,12.0,7.0,3.0,1.0,3.0,2.0,5.0,3.0,,2.0,1.0,1.0,,,,6.0,1.0,,,,,1.0,,,,,,,,,,,
10407189,home,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177,1229,M,942937,EUR,929491200,F,7,7,False,45.0,33.0,3.0,2.0,17.0,21.0,18.0,27.0,5.0,,,,89.0,66.0,7.2,16.0,1,3.0,,5.0,5.0,1.0,1.0,,3.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,,,3.0,2.0,1.0,,,,,,,,,,,,,,,
10407189,home,KAA Gent,Laurent Depoitre,,,laurent-depoitre,L. Depoitre,F,29,191,126,M,171235,EUR,597456000,F,29,29,False,15.0,10.0,,,5.0,6.0,5.0,9.0,1.0,,,,90.0,33.0,8.0,13.0,4,7.0,3.0,12.0,6.0,1.0,,,,,4.0,3.0,1.0,1.0,,3.0,,,1.0,,,2.0,,1.0,,2.0,1.0,1.0,2.0,,,,,,,,
