match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_duelLost,stat_duelWon,stat_totalContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,captain,stat_aerialWon,stat_dispossessed,stat_wonContest,stat_unsuccessfulTouch,stat_penaltyConceded,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_keyPass,stat_aerialLost,stat_challengeLost,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_goalAssist,stat_bigChanceCreated,stat_goals,stat_hitWoodwork
10411442,home,Cremonese,Ionuț Radu,ionut-radu,I. Radu,G,13,188,3683,M,815202,EUR,864777600,G,97,97,False,40.0,32.0,13.0,6.0,29.0,34.0,3.0,6.0,6.0,1.0,2.0,1.0,2.0,90.0,45.0,5.5,8.0,0.0,0.0,0.00123184,0,-0.5783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10411442,home,Cremonese,Emanuel Aiwu,emanuel-aiwu,E. Aiwu,D,47,187,218,M,924690,EUR,977702400,D,4,4,False,44.0,39.0,8.0,5.0,30.0,34.0,9.0,10.0,3.0,1.0,,,,90.0,60.0,6.5,8.0,0.0112,0.0,0.268002,1,,,,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10411442,home,Cremonese,Vlad Chiricheş,vlad-chiriches,V. Chiricheş,M,21,184,782,M,69295,EUR,627004800,D,21,21,False,8.0,7.0,,,7.0,8.0,,,,,,,,28.0,9.0,6.1,1.0,0.0,0.0,0.000177835,0,,,,2.0,,,,1.0,,,,,,2.0,True,,,,,,,,,,,,,,,,,,,,,,
10411442,home,Cremonese,Luka Lochoshvili,luka-lochoshvili,L. Lochoshvili,D,24,191,1065,M,827473,EUR,896400000,D,44,44,False,18.0,16.0,3.0,3.0,12.0,14.0,4.0,4.0,2.0,,,,,45.0,32.0,6.0,6.0,0.0,0.0,0.00293378,0,,,,1.0,3.0,1.0,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
10411442,home,Cremonese,Leonardo Sernicola,leonardo-sernicola,L. Sernicola,M,17,188,112,M,812314,EUR,870220800,M,17,17,False,20.0,17.0,2.0,1.0,8.0,10.0,12.0,16.0,8.0,,,,,90.0,46.0,7.0,9.0,0.2993,0.0,0.136978,3,,,,5.0,3.0,2.0,1.0,1.0,,5.0,,,2.0,3.0,,,1.0,1.0,1.0,,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,
10411442,home,Cremonese,Gonzalo Escalante,gonzalo-escalante,G. Escalante,M,8,182,258,M,316170,EUR,733190400,M,32,32,False,20.0,18.0,1.0,1.0,13.0,13.0,5.0,7.0,1.0,,,,,45.0,26.0,6.5,4.0,0.0175,0.0,0.00523931,1,,,,3.0,4.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,
10411442,home,Cremonese,Soualiho Meïté,soualiho-meite,S. Meïté,M,8,187,963,M,139229,EUR,763862400,M,28,28,False,24.0,19.0,4.0,2.0,12.0,12.0,7.0,12.0,4.0,,,,,63.0,32.0,6.4,6.0,0.0292,0.0,0.00739096,1,,,,4.0,3.0,1.0,1.0,1.0,,,2.0,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,
10411442,home,Cremonese,Emanuele Valeri,emanuele-valeri,E. Valeri,D,14,180,818,M,891346,EUR,912988800,M,3,3,False,26.0,19.0,3.0,2.0,8.0,8.0,12.0,28.0,6.0,,,,,90.0,56.0,6.6,22.0,0.3392,0.2167,0.235586,3,,,,2.0,2.0,1.0,2.0,,,,1.0,,1.0,,,,,,1.0,,10.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,
10411442,home,Cremonese,Luca Zanimacchia,luca-zanimacchia,L. Zanimacchia,M,98,178,116,M,847025,EUR,900806400,F,98,98,False,18.0,12.0,,,3.0,5.0,12.0,18.0,6.0,,,,,79.0,40.0,6.6,17.0,0.0,0.0,0.190442,0,,,,7.0,1.0,3.0,,,,3.0,1.0,1.0,,,,,2.0,,4.0,,5.0,3.0,,,4.0,,2.0,,1.0,,,,,,,,
10411442,home,Cremonese,Cyriel Dessers,cyriel-dessers,C. Dessers,F,33,184,3800,M,541464,EUR,786844800,F,90,90,False,19.0,14.0,2.0,2.0,6.0,7.0,8.0,12.0,2.0,,,,,90.0,31.0,6.5,12.0,0.1144,0.0,0.0545282,1,,,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,,5.0,,,,,,,,,,1.0,,,,,,,,
