match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_challengeLost,stat_outfielderBlock,stat_wasFouled,stat_keyPass,stat_unsuccessfulTouch,stat_totalCross,stat_dispossessed,stat_totalContest,stat_blockedScoringAttempt,stat_totalOffside,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_punches,stat_bigChanceCreated,stat_bigChanceMissed
10438169,home,Marítimo,Matouš Trmal,matous-trmal,M. Trmal,G,29,190,50,M,909632,EUR,907286400,G,59,59,False,22.0,16.0,8.0,2.0,16.0,18.0,4.0,8.0,1.0,1.0,1.0,3.0,90.0,30.0,7.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438169,home,Marítimo,Matheus Costa,matheus-costa,M. Costa,D,14,188,49,M,886225,EUR,791078400,D,4,4,False,60.0,53.0,7.0,4.0,45.0,48.0,12.0,5.0,,,,,90.0,74.0,7.4,7.0,1,8.0,4.0,4.0,5.0,7.0,1.0,5.0,3.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10438169,home,Marítimo,Zainadine Júnior,zainadine-junior,Z. Júnior,D,,178,102,M,105457,EUR,583113600,D,5,5,False,48.0,44.0,5.0,4.0,34.0,36.0,12.0,5.0,,,,,90.0,56.0,7.2,4.0,0,10.0,2.0,4.0,5.0,5.0,,1.0,2.0,,,3.0,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10438169,home,Marítimo,Léo,leo,Léo,D,5,190,101,M,903027,EUR,892857600,D,66,66,False,43.0,40.0,4.0,3.0,26.0,28.0,15.0,4.0,,,,,90.0,59.0,7.3,4.0,0,14.0,1.0,3.0,4.0,6.0,,4.0,1.0,3.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,,,
10438169,home,Marítimo,Cláudio Winck,claudio-winck,C. Winck,D,2,183,178,M,155998,EUR,766368000,M,2,2,False,50.0,32.0,7.0,1.0,14.0,15.0,38.0,7.0,,,,,84.0,81.0,7.1,28.0,3,18.0,1.0,1.0,6.0,9.0,2.0,2.0,,6.0,5.0,1.0,,1.0,,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,
10438169,home,Marítimo,Diogo Mendes,mendes-diogo,D. Mendes,M,66,176,79,M,871046,EUR,885600000,M,16,16,False,21.0,18.0,,,9.0,9.0,13.0,1.0,,,,,70.0,42.0,6.8,7.0,1,9.0,,1.0,6.0,7.0,1.0,1.0,,2.0,2.0,5.0,,,,4.0,,1.0,1.0,1.0,,,,,,,,,,,
10438169,home,Marítimo,João Afonso,joao-afonso,J. Afonso,M,6,181,26,M,358496,EUR,792288000,M,21,21,False,49.0,42.0,7.0,6.0,20.0,20.0,29.0,14.0,,,,,90.0,65.0,6.7,13.0,1,22.0,1.0,3.0,7.0,7.0,,,,3.0,1.0,1.0,,2.0,,1.0,,3.0,,,3.0,1.0,,,,,,,,,
10438169,home,Marítimo,Vitor Costa,vitor-costa,V. Costa,M,94,182,61,M,842345,EUR,773020800,M,94,94,False,46.0,34.0,6.0,3.0,15.0,18.0,34.0,4.0,,,,,90.0,69.0,6.7,21.0,0,20.0,1.0,1.0,6.0,4.0,,,,,,,,2.0,1.0,2.0,2.0,,6.0,2.0,2.0,,,1.0,1.0,,,,,,
10438169,home,Marítimo,Bruno Xadas,bruno-xadas,B. Xadas,M,8,179,249,M,837410,EUR,881020800,F,23,23,False,19.0,16.0,,,6.0,6.0,20.0,5.0,,,,,61.0,37.0,6.6,11.0,2,13.0,,,4.0,,,,1.0,,,1.0,,,,,3.0,1.0,7.0,1.0,2.0,2.0,,3.0,,,,,,,
10438169,home,Marítimo,André Vidigal,andre-vidigal,A. Vidigal,M,77,176,425,M,842335,EUR,903312000,F,7,7,False,22.0,19.0,1.0,,6.0,6.0,22.0,2.0,,,,,90.0,48.0,6.7,16.0,6,14.0,,2.0,7.0,4.0,3.0,,,,,1.0,,,,1.0,2.0,1.0,6.0,1.0,6.0,2.0,,1.0,1.0,1.0,,,,,
10438169,home,Marítimo,Jesús Ramírez,jesus-ramirez,J. Ramírez,F,9,187,1078,M,987597,EUR,894240000,F,11,11,False,13.0,11.0,1.0,1.0,3.0,3.0,10.0,2.0,,,,,69.0,26.0,6.7,9.0,2,8.0,3.0,2.0,8.0,2.0,,2.0,,,,,,1.0,,,2.0,3.0,,4.0,,,,,,2.0,,,,,
10438169,home,Marítimo,Joel Soñora,joel-sonora,J. Soñora,M,,176,55,M,795980,EUR,842745600,M,8,8,True,8.0,8.0,,,2.0,2.0,10.0,2.0,,,,,29.0,17.0,6.4,7.0,1,7.0,,,2.0,,,,,,,1.0,,,,,,1.0,4.0,1.0,,1.0,,1.0,,,,,,,
10438169,home,Marítimo,Joel Tagueu,joel-tagueu,Joel,F,95,178,140,M,599698,EUR,755136000,F,95,95,True,5.0,3.0,,,1.0,1.0,4.0,,,,,,21.0,9.0,6.6,3.0,1,2.0,1.0,1.0,3.0,1.0,,,,,,1.0,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,
10438169,home,Marítimo,Edgar Costa,edgar-costa,E. Costa,F,,178,21,M,89566,EUR,545356800,F,12,12,True,11.0,7.0,3.0,,3.0,4.0,11.0,1.0,,,,,20.0,20.0,6.7,9.0,0,4.0,,,1.0,3.0,,1.0,,1.0,1.0,1.0,,,,2.0,,,4.0,,,,,,,,,,,,
10438169,home,Marítimo,Percy Liza,percy-liza,P. Liza,F,30,185,157,M,975919,EUR,955324800,F,36,36,True,,,,,,,,,,,,,11.0,1.0,6.5,,0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,
10438169,home,Marítimo,Miguel Silva,miguel-silva,M. Silva,G,55,188,81,M,587354,EUR,797212800,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438169,home,Marítimo,Gonçalo Cardoso,goncalo-cardoso,G. Cardoso,D,2,189,90,M,943596,EUR,972086400,D,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438169,home,Marítimo,Miguel Sousa,miguel-sousa,M. Sousa,M,20,176,28,M,936367,EUR,906163200,M,20,20,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438169,home,Marítimo,Pablo Moreno,pablo-moreno,P. Moreno,F,,180,183,M,964729,EUR,1020384000,F,9,9,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438169,home,Marítimo,Lucho Vega,lucho-vega,L. Vega,F,17,185,42,M,1131258,EUR,923616000,M,34,34,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10438169,away,Famalicão,Luiz Júnior,luiz-junior,L. Júnior,G,1,192,2350,M,1066603,EUR,979430400,G,31,31,False,41.0,29.0,25.0,13.0,22.0,23.0,18.0,11.0,,1.0,2.0,3.0,90.0,52.0,7.6,12.0,0,7.0,,1.0,,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,,Luiz Lúcio Reis Júnior,,2.0,,
10438169,away,Famalicão,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,376,M,1004278,EUR,999993600,D,6,6,False,34.0,24.0,8.0,4.0,17.0,20.0,18.0,4.0,,,,,80.0,50.0,7.4,16.0,0,9.0,1.0,1.0,2.0,4.0,,1.0,1.0,3.0,1.0,,,1.0,,,2.0,1.0,4.0,,,,,2.0,,,,,,1.0,
10438169,away,Famalicão,Riccieli,riccieli,Riccieli,D,5,184,208,M,927166,EUR,905990400,D,15,15,False,34.0,30.0,6.0,5.0,26.0,30.0,4.0,4.0,,,,,90.0,46.0,7.8,4.0,0,4.0,2.0,3.0,3.0,5.0,,7.0,,2.0,1.0,1.0,True,,2.0,,1.0,,,,,,,,,,,,,1.0,
10438169,away,Famalicão,Enea Mihaj,enea-mihaj,E. Mihaj,D,4,186,414,M,850828,EUR,899596800,D,4,4,False,33.0,29.0,6.0,2.0,26.0,28.0,5.0,5.0,,,,,90.0,45.0,7.1,5.0,1,3.0,1.0,1.0,2.0,3.0,1.0,4.0,,2.0,1.0,,,1.0,2.0,,,1.0,,,,,,,,,,,,,
10438169,away,Famalicão,Francisco Moura,francisco-moura,F. Moura,D,74,181,1191,M,985138,EUR,934761600,D,74,74,False,46.0,38.0,3.0,1.0,26.0,31.0,19.0,6.0,,,,,90.0,88.0,7.3,19.0,0,12.0,1.0,,4.0,7.0,,5.0,,2.0,2.0,3.0,,,,3.0,1.0,3.0,4.0,,3.0,,,,2.0,,,,,,
10438169,away,Famalicão,Gustavo Assunção,gustavo-assuncao,G. Assunção,M,12,178,266,M,981217,EUR,954374400,M,12,12,False,15.0,10.0,2.0,,6.0,9.0,7.0,3.0,,,,,45.0,25.0,6.6,8.0,0,4.0,2.0,1.0,5.0,3.0,,2.0,,2.0,2.0,1.0,,,,,1.0,,1.0,,2.0,,,,,,,,,,
10438169,away,Famalicão,Pelé,pele,Pelé,M,,182,155,,78621,EUR,686102400,M,25,25,False,29.0,25.0,5.0,2.0,17.0,18.0,11.0,5.0,,,,,80.0,40.0,7.1,6.0,1,8.0,,,,6.0,1.0,,,4.0,3.0,,,,1.0,2.0,,2.0,,,,,,,,,,,,,
10438169,away,Famalicão,Ivo Rodrigues,ivo-rodrigues,I. Rodrigues,M,7,182,202,M,190171,EUR,796521600,M,7,7,False,39.0,29.0,4.0,2.0,11.0,12.0,33.0,2.0,,,,,90.0,66.0,7.3,21.0,2,19.0,2.0,1.0,9.0,8.0,,2.0,,3.0,2.0,3.0,,,,4.0,1.0,2.0,6.0,2.0,2.0,,,1.0,,2.0,,,,,
10438169,away,Famalicão,José Luis Rodríguez,jose-luis-rodriguez,J. L. Rodríguez,M,11,180,747,M,842253,EUR,898214400,F,19,19,False,21.0,13.0,4.0,1.0,4.0,6.0,19.0,5.0,,,,,90.0,45.0,7.2,17.0,4,9.0,4.0,1.0,9.0,10.0,1.0,,1.0,,,2.0,,,,4.0,1.0,2.0,4.0,,8.0,2.0,,,5.0,1.0,,,,,1.0
